Transaction_ID,Customer_Age,Annual_Income,Transaction_Amount,Transactions_Last_30_Days,Distance_From_Home_Km,Online_Transaction,Device_Type,Merchant_Category,International_Transaction,Previous_Fraud_Count,Account_Age_Months,Fraud
TXN02164,50,23657.0,709.42,11,7.0,Yes,Desktop,Dining,No,0,68,0
TXN02165,64,69564.0,126.53,10,12.7,Yes,Desktop,Dining,No,0,71,0
TXN02166,29,43073.0,224.84,11,4.9,No,Mobile,Dining,No,1,80,1
TXN02167,44,50429.0,74.82,12,8.7,No,Tablet,Travel,No,0,180,0
TXN02168,30,30101.0,121.86,7,4.2,No,Mobile,Travel,No,0,42,0
TXN02169,49,37491.0,104.18,14,0.8,Yes,Desktop,Travel,No,0,30,0
TXN02170,24,84952.0,227.02,12,1.8,Yes,Mobile,Travel,No,0,66,0
TXN02171,43,55819.0,314.58,11,4.1,Yes,Desktop,Travel,No,0,46,0
TXN02172,28,46297.0,109.92,18,44.9,Yes,Mobile,Fuel,No,0,47,0
TXN02173,36,52191.0,409.28,16,40.5,Yes,Mobile,Fuel,No,0,71,0
TXN02174,27,68544.0,408.11,11,21.1,No,Mobile,Travel,No,0,90,0
TXN02175,47,67058.0,236.27,11,3.2,Yes,Mobile,Fuel,No,0,27,0
TXN02176,29,53174.0,79.41,12,7.0,No,Desktop,Travel,No,1,180,0
TXN02177,44,89942.0,73.55,10,7.0,Yes,Desktop,Travel,No,0,52,0
TXN02178,34,85118.0,62.65,6,5.9,No,Mobile,Travel,No,0,56,0
TXN02179,37,66244.0,256.42,12,0.6,Yes,Mobile,Fuel,No,0,75,0
TXN02180,40,56368.0,45.52,12,9.2,Yes,Mobile,Electronics,No,0,104,0
TXN02181,30,73931.0,206.22,13,0.9,Yes,Mobile,Electronics,No,0,47,0
TXN02182,40,63355.0,50.53,12,19.4,No,Mobile,Clothing,No,0,42,0
TXN02183,55,88650.0,231.91,8,14.1,No,Mobile,Clothing,No,0,51,0
TXN02184,29,82445.0,121.66,11,5.2,Yes,Desktop,Electronics,No,0,96,0
TXN02185,51,34783.0,348.77,19,12.5,Yes,Mobile,Grocery,No,0,93,0
TXN02186,54,33739.0,299.06,10,3.2,Yes,Desktop,Healthcare,No,0,86,0
TXN02187,29,40116.0,378.25,9,3.7,Yes,Desktop,Electronics,No,0,67,0
TXN02188,22,85336.0,386.12,17,4.5,No,Desktop,Electronics,No,0,52,0
TXN02189,41,27058.0,134.61,8,19.1,Yes,Mobile,Electronics,No,0,80,0
TXN02190,32,65692.0,47.49,14,2.8,Yes,Tablet,Dining,No,0,56,0
TXN02191,59,64746.0,51.7,14,9.9,No,Mobile,Travel,No,0,49,0
TXN02192,38,92807.0,22.6,13,2.7,Yes,Mobile,Clothing,No,0,113,0
TXN02193,29,59649.0,50.43,19,4.0,No,Desktop,Fuel,No,1,49,0
TXN02194,25,30051.0,126.79,15,3.2,Yes,Mobile,Healthcare,No,0,136,0
TXN02195,50,35717.0,76.69,10,12.4,No,Desktop,Healthcare,No,0,21,0
TXN02196,32,32312.0,103.9,17,9.0,Yes,Mobile,Healthcare,No,0,32,0
TXN02197,38,43175.0,177.98,18,15.3,Yes,Desktop,Dining,No,0,43,0
TXN02198,49,50654.0,94.09,12,3.0,No,Desktop,Travel,No,0,81,0
TXN02199,33,32553.0,48.91,12,0.2,Yes,Mobile,Electronics,No,0,101,0
TXN02200,37,106605.0,115.0,13,13.7,No,Desktop,Electronics,No,0,70,0
TXN02201,38,30294.0,58.48,13,1.5,No,Desktop,Dining,No,0,55,1
TXN02202,46,100794.0,96.63,16,3.4,No,Mobile,Fuel,Yes,0,60,0
TXN02203,44,93752.0,351.33,17,4.4,Yes,Tablet,Dining,No,0,46,0
TXN02204,36,82399.0,96.65,7,16.5,Yes,Mobile,Dining,No,0,59,0
TXN02205,39,40251.0,494.85,14,11.8,No,Tablet,Clothing,No,0,73,0
TXN02206,34,64164.0,377.21,9,2.4,No,Desktop,Travel,No,0,40,0
TXN02207,22,30954.0,75.49,14,10.9,Yes,Mobile,Grocery,No,0,67,0
TXN02208,41,82867.0,49.33,16,14.8,Yes,Mobile,Clothing,No,0,49,0
TXN02209,59,53199.0,115.06,11,5.9,No,Mobile,Healthcare,No,0,105,0
TXN02210,28,45748.0,301.92,15,3.4,Yes,Desktop,Fuel,No,1,101,0
TXN02211,29,31711.0,81.07,8,13.6,Yes,Mobile,Fuel,No,0,101,0
TXN02212,28,18038.0,248.13,15,11.3,Yes,Mobile,Dining,No,0,37,0
TXN02213,46,34467.0,315.53,15,1.0,Yes,Mobile,Dining,No,0,66,0
TXN02214,43,90749.0,64.6,12,13.2,Yes,Mobile,Electronics,No,0,58,1
TXN02215,36,45881.0,69.87,17,8.0,No,Mobile,Dining,No,0,37,0
TXN02216,28,50965.0,212.22,19,16.8,No,Mobile,Travel,Yes,0,60,0
TXN02217,39,73872.0,135.5,19,2.5,No,Tablet,Electronics,No,0,92,0
TXN02218,21,123951.0,69.31,16,3.6,Yes,Mobile,Grocery,No,0,56,0
TXN02219,40,99842.0,90.54,10,9.4,Yes,Desktop,Travel,No,1,79,0
TXN02220,48,35509.0,113.42,20,7.9,Yes,Desktop,Fuel,No,0,58,0
TXN02221,24,22947.0,34.32,15,5.9,Yes,Mobile,Fuel,No,0,31,0
TXN02222,21,159041.0,221.41,14,16.4,Yes,Desktop,Travel,No,0,70,0
TXN02223,55,152685.0,81.82,16,10.0,Yes,Mobile,Clothing,No,0,83,0
TXN02224,31,59868.0,12.94,8,14.9,Yes,Mobile,Dining,No,0,44,0
TXN02225,50,31050.0,117.73,12,2.0,Yes,Mobile,Dining,No,1,57,0
TXN02226,36,84842.0,66.3,11,15.7,Yes,Mobile,Dining,No,0,87,0
TXN02227,36,52391.0,463.38,13,7.4,No,Mobile,Fuel,No,0,38,0
TXN02228,43,52274.0,75.12,8,0.4,No,Desktop,Travel,No,0,70,0
TXN02229,28,82256.0,49.87,14,3.2,No,Tablet,Dining,Yes,1,79,0
TXN02230,39,63931.0,180.16,15,0.3,No,Desktop,Clothing,No,0,87,0
TXN02231,34,32256.0,70.75,19,7.3,Yes,Mobile,Electronics,No,0,56,0
TXN02232,23,47522.0,64.32,16,4.7,No,Desktop,Fuel,No,0,74,0
TXN02233,42,74058.0,180.38,18,52.5,No,Tablet,Healthcare,No,0,44,0
TXN02234,35,69196.0,52.2,18,24.3,Yes,Mobile,Clothing,No,0,41,0
TXN02235,36,61883.0,37.4,15,21.0,No,Mobile,Travel,No,0,98,0
TXN02236,25,83711.0,477.37,16,8.3,Yes,Mobile,Clothing,No,0,47,0
TXN02237,56,46738.0,190.77,11,19.7,Yes,Mobile,Travel,No,1,58,0
TXN02238,48,59605.0,97.14,17,3.7,No,Desktop,Travel,No,0,61,0
TXN02239,49,18000.0,119.67,21,9.9,No,Desktop,Travel,No,0,23,0
TXN02240,35,44925.0,179.86,12,6.0,Yes,Mobile,Grocery,No,0,25,0
TXN02241,19,77563.0,261.43,17,2.3,Yes,Desktop,Electronics,No,0,67,0
TXN02242,59,46139.0,65.54,11,0.9,Yes,Desktop,Clothing,No,0,60,0
TXN02243,37,44591.0,160.84,9,9.8,Yes,Desktop,Grocery,No,0,68,0
TXN02244,30,34421.0,80.01,12,1.2,No,Mobile,Clothing,No,0,47,1
TXN02245,43,86388.0,103.16,11,15.2,No,Mobile,Dining,No,0,51,0
TXN02246,51,70396.0,136.46,13,30.5,No,Mobile,Clothing,No,1,62,0
TXN02247,38,79740.0,119.36,15,2.1,Yes,Desktop,Grocery,No,0,70,0
TXN02248,52,25293.0,216.14,10,7.6,Yes,Desktop,Grocery,No,1,33,0
TXN02249,50,51169.0,177.18,12,16.1,Yes,Mobile,Fuel,No,0,50,0
TXN02250,26,48486.0,35.91,10,4.1,Yes,Mobile,Travel,Yes,0,76,0
TXN02251,31,48476.0,40.5,17,30.4,Yes,Desktop,Grocery,No,0,33,0
TXN02252,49,41684.0,89.27,15,26.3,Yes,Mobile,Travel,No,0,48,0
TXN02253,18,47068.0,518.22,13,1.3,Yes,Mobile,Electronics,No,0,84,0
TXN02254,36,80614.0,60.72,7,0.3,Yes,Mobile,Grocery,No,0,65,0
TXN02255,22,23256.0,101.59,13,45.0,Yes,Mobile,Fuel,No,0,39,0
TXN02256,33,122378.0,78.13,7,37.6,Yes,Mobile,Fuel,No,0,41,0
TXN02257,35,68379.0,77.03,12,6.6,No,Mobile,Dining,No,0,55,0
TXN02258,34,53962.0,138.39,8,0.6,Yes,Desktop,Grocery,No,0,43,0
TXN02259,32,82716.0,368.01,10,11.6,No,Tablet,Electronics,No,0,30,0
TXN02260,26,28617.0,172.82,11,4.2,No,Mobile,Travel,No,0,75,0
TXN02261,63,40781.0,63.1,15,33.1,No,Mobile,Clothing,No,0,63,0
TXN02262,59,52084.0,1085.8,11,19.0,Yes,Mobile,Healthcare,No,0,52,0
TXN02263,25,101680.0,127.79,10,12.6,Yes,Mobile,Clothing,No,0,91,0
TXN02264,55,53861.0,75.62,10,4.0,Yes,Desktop,Clothing,No,0,39,0
TXN02265,34,67347.0,371.36,15,14.5,No,Mobile,Clothing,No,0,69,0
TXN02266,39,42183.0,82.45,12,4.1,No,Mobile,Grocery,No,0,71,0
TXN02267,37,68471.0,453.88,11,0.5,Yes,Desktop,Dining,No,0,43,0
TXN02268,31,116990.0,59.8,9,8.5,Yes,Desktop,Fuel,No,0,42,0
TXN02269,49,86084.0,376.73,9,8.0,Yes,Mobile,Healthcare,No,0,60,0
TXN02270,39,53020.0,140.94,16,17.3,Yes,Mobile,Clothing,No,0,66,0
TXN02271,33,74538.0,337.08,18,24.1,No,Mobile,Grocery,No,0,63,0
TXN02272,24,71323.0,549.44,13,5.3,Yes,Mobile,Dining,Yes,0,10,0
TXN02273,28,69082.0,48.49,8,7.2,Yes,Mobile,Electronics,No,0,63,0
TXN02274,20,90714.0,332.99,10,7.6,Yes,Desktop,Clothing,No,0,60,0
TXN02275,38,90409.0,38.88,14,4.7,Yes,Mobile,Healthcare,No,0,32,0
TXN02276,25,51941.0,51.92,16,16.3,Yes,Desktop,Travel,Yes,0,74,0
TXN02277,35,73419.0,63.1,17,8.9,Yes,Desktop,Electronics,No,0,60,0
TXN02278,53,46291.0,179.54,9,29.4,Yes,Mobile,Electronics,No,1,43,0
TXN02279,51,36305.0,123.21,10,12.6,No,Mobile,Clothing,No,0,61,0
TXN02280,38,48719.0,104.98,11,2.9,Yes,Desktop,Travel,No,0,31,0
TXN02281,37,53144.0,134.89,15,2.2,Yes,Mobile,Healthcare,No,1,82,0
TXN02282,59,26040.0,192.58,15,5.6,No,Mobile,Grocery,No,1,58,0
TXN02283,44,81003.0,204.81,16,5.1,Yes,Mobile,Travel,No,0,72,0
TXN02284,34,18000.0,287.96,14,6.3,Yes,Desktop,Dining,No,0,49,0
TXN02285,22,186606.0,514.67,13,2.4,Yes,Mobile,Electronics,Yes,1,45,0
TXN02286,42,108113.0,117.97,16,45.9,Yes,Mobile,Clothing,No,0,67,0
TXN02287,47,48905.0,79.09,12,1.9,Yes,Tablet,Travel,No,0,41,1
TXN02288,31,55234.0,196.04,19,12.7,Yes,Desktop,Fuel,Yes,0,40,0
TXN02289,41,63034.0,48.04,9,0.2,Yes,Desktop,Travel,No,0,59,0
TXN02290,34,42191.0,69.72,17,6.3,No,Desktop,Travel,No,0,115,0
TXN02291,36,59980.0,266.93,18,4.4,Yes,Mobile,Dining,No,1,59,0
TXN02292,18,51549.0,108.66,9,5.8,No,Tablet,Clothing,No,0,129,0
TXN02293,36,52716.0,45.65,20,8.3,No,Mobile,Electronics,No,0,23,0
TXN02294,49,59680.0,36.44,6,11.0,No,Desktop,Dining,No,0,12,0
TXN02295,31,30455.0,124.77,11,10.5,No,Mobile,Dining,No,0,48,0
TXN02296,39,55988.0,299.17,10,12.0,Yes,Tablet,Fuel,Yes,1,52,0
TXN02297,30,59198.0,295.99,6,22.3,Yes,Desktop,Dining,No,0,72,0
TXN02298,42,58283.0,131.13,14,26.1,No,Mobile,Clothing,No,1,95,0
TXN02299,36,49909.0,598.62,11,16.0,Yes,Tablet,Dining,Yes,0,110,0
TXN02300,28,91778.0,110.35,8,1.0,Yes,Tablet,Fuel,No,0,36,0
TXN02301,53,46908.0,107.41,12,39.0,Yes,Mobile,Healthcare,Yes,1,34,0
TXN02302,48,60924.0,15.39,11,35.3,Yes,Mobile,Grocery,No,0,45,0
TXN02303,31,98605.0,83.9,8,14.9,Yes,Desktop,Dining,No,0,47,0
TXN02304,43,53070.0,237.25,10,8.7,Yes,Tablet,Travel,No,0,32,0
TXN02305,44,60573.0,419.33,10,3.5,No,Mobile,Dining,No,0,90,0
TXN02306,45,52665.0,61.76,17,16.9,Yes,Mobile,Healthcare,No,0,55,0
TXN02307,19,95981.0,173.69,9,25.2,No,Desktop,Electronics,No,0,48,0
TXN02308,49,48977.0,277.27,14,13.1,Yes,Mobile,Travel,No,1,34,0
TXN02309,32,97988.0,121.08,13,11.9,Yes,Mobile,Travel,No,0,32,0
TXN02310,34,52495.0,19.31,13,2.6,Yes,Mobile,Grocery,No,0,127,0
TXN02311,67,37359.0,146.25,9,5.3,No,Mobile,Electronics,No,0,75,0
TXN02312,41,74668.0,220.66,16,15.4,No,Tablet,Electronics,No,0,63,0
TXN02313,34,47954.0,56.24,12,0.2,Yes,Mobile,Electronics,Yes,0,48,0
TXN02314,18,72716.0,97.92,14,12.3,Yes,Mobile,Dining,Yes,1,30,0
TXN02315,53,18000.0,47.61,22,17.5,No,Desktop,Healthcare,No,0,32,1
TXN02316,23,55129.0,15.35,14,4.9,No,Mobile,Dining,No,1,24,0
TXN02317,27,44724.0,272.9,17,1.0,Yes,Desktop,Travel,No,0,64,0
TXN02318,34,34085.0,119.64,15,20.5,Yes,Mobile,Grocery,No,0,51,0
TXN02319,54,42879.0,430.79,12,1.8,No,Desktop,Dining,No,0,108,0
TXN02320,47,42486.0,238.26,12,5.6,Yes,Tablet,Clothing,No,0,63,0
TXN02321,36,53825.0,90.39,15,14.7,Yes,Mobile,Clothing,No,0,32,0
TXN02322,41,29726.0,112.27,21,20.4,Yes,Tablet,Dining,No,1,36,0
TXN02323,31,63412.0,188.75,12,23.8,No,Mobile,Healthcare,No,0,40,0
TXN02324,40,101710.0,260.08,16,9.1,Yes,Desktop,Grocery,No,0,105,0
TXN02325,39,62412.0,155.34,10,7.8,No,Mobile,Healthcare,No,0,60,0
TXN02326,49,79153.0,290.61,11,22.6,No,Mobile,Electronics,No,0,58,0
TXN02327,49,90007.0,94.65,14,9.9,Yes,Desktop,Travel,No,0,80,0
TXN02328,43,95943.0,54.04,23,10.4,Yes,Mobile,Dining,No,0,44,0
TXN02329,34,127599.0,113.94,4,6.8,No,Mobile,Grocery,No,0,44,0
TXN02330,46,43934.0,141.41,13,5.6,Yes,Mobile,Grocery,No,0,85,0
TXN02331,37,39806.0,45.89,13,7.9,Yes,Mobile,Healthcare,No,0,43,0
TXN02332,26,78249.0,41.19,11,5.4,No,Mobile,Electronics,No,0,48,0
TXN02333,34,75645.0,171.64,9,5.1,No,Mobile,Healthcare,No,1,53,0
TXN02334,39,77975.0,86.7,17,60.7,Yes,Desktop,Healthcare,No,1,48,0
TXN02335,48,128703.0,105.09,14,4.9,Yes,Mobile,Fuel,No,0,49,0
TXN02336,36,55282.0,89.99,14,3.6,Yes,Mobile,Healthcare,No,1,123,0
TXN02337,25,66627.0,405.03,15,5.2,No,Desktop,Fuel,No,0,40,0
TXN02338,39,35380.0,329.28,17,10.7,No,Desktop,Fuel,No,0,82,0
TXN02339,39,143772.0,44.59,8,29.0,Yes,Mobile,Healthcare,No,0,27,0
TXN02340,40,47271.0,78.36,8,18.6,No,Desktop,Fuel,No,0,36,0
TXN02341,48,47877.0,236.87,12,22.2,No,Mobile,Dining,No,0,72,0
TXN02342,49,47054.0,194.23,13,23.5,Yes,Desktop,Healthcare,No,0,72,0
TXN02343,31,41146.0,116.09,14,30.4,Yes,Mobile,Clothing,No,0,40,0
TXN02344,31,39610.0,48.3,12,3.2,Yes,Mobile,Clothing,No,0,21,0
TXN02345,27,43452.0,69.51,16,7.4,No,Mobile,Grocery,No,0,74,0
TXN02346,46,29747.0,79.37,13,5.8,Yes,Desktop,Clothing,No,0,58,0
TXN02347,54,38627.0,149.77,16,5.8,No,Mobile,Clothing,Yes,0,44,0
TXN02348,35,132207.0,468.94,18,12.7,Yes,Tablet,Travel,No,0,81,0
TXN02349,35,76583.0,69.27,16,6.2,Yes,Tablet,Healthcare,No,0,48,0
TXN02350,54,83429.0,52.81,10,11.5,Yes,Tablet,Clothing,No,0,75,0
TXN02351,44,93417.0,110.02,15,5.8,No,Mobile,Clothing,No,0,137,0
TXN02352,43,125549.0,273.93,11,4.5,Yes,Desktop,Healthcare,No,0,110,0
TXN02353,25,24784.0,37.71,8,5.2,No,Mobile,Healthcare,Yes,0,52,0
TXN02354,45,31623.0,383.91,16,19.5,Yes,Mobile,Clothing,No,0,146,0
TXN02355,28,38308.0,104.57,13,11.0,No,Mobile,Dining,No,0,44,0
TXN02356,26,44521.0,66.69,5,43.8,Yes,Mobile,Fuel,No,0,33,0
TXN02357,34,48042.0,33.36,15,21.5,Yes,Desktop,Travel,No,0,36,0
TXN02358,32,44979.0,211.18,14,8.0,Yes,Tablet,Travel,No,0,71,0
TXN02359,36,60705.0,104.64,9,3.3,Yes,Mobile,Clothing,No,1,17,0
TXN02360,22,55881.0,137.56,8,13.4,No,Mobile,Clothing,No,0,59,0
TXN02361,49,39728.0,58.37,11,15.6,No,Tablet,Fuel,No,0,34,0
TXN02362,50,20663.0,92.96,16,7.5,Yes,Mobile,Travel,No,0,27,0
TXN02363,18,35182.0,81.31,16,3.1,No,Tablet,Dining,Yes,0,77,0
TXN02364,49,42956.0,110.72,17,9.8,Yes,Desktop,Electronics,No,0,20,0
TXN02365,29,49212.0,70.24,8,3.5,Yes,Mobile,Dining,No,1,43,0
TXN02366,47,33082.0,35.17,20,33.8,Yes,Desktop,Dining,No,1,36,0
TXN02367,37,44100.0,1064.53,19,11.9,Yes,Desktop,Electronics,No,0,47,0
TXN02368,38,33062.0,40.32,18,4.1,No,Desktop,Fuel,Yes,0,39,0
TXN02369,36,51972.0,138.75,19,2.9,No,Mobile,Fuel,No,0,58,0
TXN02370,51,33935.0,29.07,11,15.1,Yes,Desktop,Healthcare,No,0,41,0
TXN02371,24,37537.0,24.28,15,14.8,Yes,Mobile,Electronics,No,1,83,0
TXN02372,45,30521.0,129.77,16,10.9,No,Desktop,Clothing,No,0,47,0
TXN02373,50,51329.0,137.96,13,11.4,Yes,Mobile,Healthcare,No,0,51,0
TXN02374,46,37242.0,329.21,11,11.1,Yes,Mobile,Dining,No,0,51,0
TXN02375,64,82714.0,165.2,17,5.4,Yes,Desktop,Grocery,No,0,43,0
TXN02376,32,66021.0,106.45,13,33.3,No,Mobile,Travel,No,0,59,0
TXN02377,49,53298.0,56.14,10,7.8,No,Mobile,Travel,No,0,75,0
TXN02378,37,38416.0,398.1,21,0.2,No,Mobile,Travel,Yes,0,25,0
TXN02379,52,65272.0,252.29,17,5.1,Yes,Mobile,Grocery,No,0,28,0
TXN02380,38,75050.0,44.28,13,1.7,No,Mobile,Dining,No,0,15,0
TXN02381,34,58647.0,123.7,12,5.4,Yes,Mobile,Fuel,No,0,55,0
TXN02382,52,113182.0,134.66,10,11.2,No,Mobile,Clothing,No,0,51,0
TXN02383,33,67638.0,91.01,14,0.3,Yes,Mobile,Electronics,No,0,63,0
TXN02384,22,82968.0,222.51,9,24.5,Yes,Mobile,Travel,No,0,41,0
TXN02385,32,58407.0,233.43,14,11.3,No,Mobile,Clothing,No,1,54,0
TXN02386,45,74543.0,103.04,6,4.2,No,Mobile,Grocery,No,0,80,0
TXN02387,53,38428.0,95.85,16,4.5,No,Mobile,Clothing,Yes,0,50,0
TXN02388,39,44748.0,398.08,11,7.5,Yes,Desktop,Electronics,No,0,35,0
TXN02389,53,64364.0,253.09,14,3.4,No,Mobile,Dining,No,0,75,0
TXN02390,23,64153.0,127.15,14,0.2,Yes,Desktop,Grocery,No,0,61,0
TXN02391,33,69114.0,32.59,13,0.3,No,Desktop,Clothing,No,0,41,0
TXN02392,35,90243.0,158.02,18,5.3,No,Mobile,Grocery,No,0,31,0
TXN02393,37,28965.0,209.76,19,1.6,Yes,Mobile,Electronics,No,2,55,0
TXN02394,39,35475.0,13.25,18,0.3,Yes,Desktop,Electronics,No,0,59,0
TXN02395,46,60986.0,146.79,18,23.5,No,Mobile,Travel,No,0,98,0
TXN02396,33,39701.0,85.98,9,3.8,Yes,Mobile,Dining,No,0,61,0
TXN02397,40,250000.0,100.57,17,8.4,Yes,Desktop,Electronics,No,1,94,0
TXN02398,38,69367.0,58.07,12,2.4,Yes,Mobile,Travel,No,0,57,0
TXN02399,28,53095.0,106.58,13,0.6,Yes,Mobile,Clothing,No,0,64,0
TXN02400,37,43614.0,365.43,8,16.4,Yes,Desktop,Travel,No,2,36,0
TXN02401,36,44312.0,83.96,10,1.6,Yes,Desktop,Electronics,Yes,0,29,0
TXN02402,36,55751.0,259.81,16,0.3,Yes,Mobile,Grocery,No,0,38,0
TXN02403,38,57843.0,62.96,16,10.6,Yes,Mobile,Clothing,No,0,73,0
TXN02404,39,44783.0,220.19,13,0.2,Yes,Desktop,Grocery,No,0,35,0
TXN02405,33,48638.0,120.16,17,6.9,Yes,Mobile,Grocery,No,0,47,0
TXN02406,52,100712.0,159.03,18,4.1,No,Desktop,Travel,No,0,57,0
TXN02407,25,102551.0,120.69,15,4.6,Yes,Mobile,Grocery,No,0,33,0
TXN02408,30,61605.0,200.5,17,0.2,No,Mobile,Dining,No,0,17,0
TXN02409,69,30077.0,15.39,13,40.0,No,Mobile,Grocery,No,0,63,1
TXN02410,27,70082.0,38.54,15,8.7,Yes,Tablet,Healthcare,No,0,59,0
TXN02411,23,110693.0,167.53,21,10.2,Yes,Desktop,Clothing,No,0,38,0
TXN02412,46,101874.0,23.4,18,13.2,No,Mobile,Clothing,Yes,0,31,0
TXN02413,18,76541.0,78.49,9,19.2,Yes,Mobile,Grocery,No,0,68,0
TXN02414,35,104316.0,114.9,13,11.2,Yes,Mobile,Travel,No,0,55,0
TXN02415,62,56337.0,61.87,15,17.2,Yes,Desktop,Clothing,No,1,50,0
TXN02416,21,72965.0,69.01,17,7.1,Yes,Mobile,Healthcare,No,0,68,1
TXN02417,18,40487.0,149.12,14,5.6,Yes,Desktop,Healthcare,No,0,75,0
TXN02418,22,62731.0,269.06,8,20.8,Yes,Desktop,Fuel,No,0,39,0
TXN02419,48,100045.0,55.74,15,24.1,Yes,Mobile,Dining,Yes,0,63,0
TXN02420,50,42186.0,75.75,11,1.8,No,Desktop,Travel,No,0,29,0
TXN02421,32,37326.0,66.85,10,9.4,No,Mobile,Dining,No,0,48,0
TXN02422,46,57467.0,17.29,18,13.8,Yes,Mobile,Dining,No,0,39,0
TXN02423,53,49667.0,134.41,10,1.0,Yes,Desktop,Grocery,No,0,74,0
TXN02424,58,73659.0,253.48,11,31.8,No,Mobile,Dining,No,0,65,0
TXN02425,35,44852.0,270.64,10,8.8,Yes,Desktop,Healthcare,Yes,0,62,0
TXN02426,18,119180.0,59.79,11,12.4,Yes,Mobile,Grocery,No,0,64,0
TXN02427,29,30784.0,44.09,17,2.4,No,Mobile,Dining,No,0,52,0
TXN02428,33,96690.0,122.09,11,3.7,No,Tablet,Clothing,No,0,38,0
TXN02429,35,38984.0,232.97,13,1.5,Yes,Desktop,Healthcare,No,0,41,0
TXN02430,36,24511.0,135.83,12,3.7,Yes,Desktop,Fuel,Yes,0,48,0
TXN02431,50,61214.0,151.25,12,8.1,Yes,Mobile,Dining,No,0,34,0
TXN02432,52,49046.0,299.15,12,21.5,Yes,Mobile,Electronics,No,0,24,0
TXN02433,36,33382.0,66.43,17,9.2,Yes,Tablet,Grocery,No,0,43,1
TXN02434,50,25809.0,100.64,10,3.4,Yes,Mobile,Fuel,No,0,52,0
TXN02435,42,54793.0,443.71,16,0.5,Yes,Tablet,Grocery,No,1,64,1
TXN02436,39,85324.0,102.52,12,11.7,Yes,Mobile,Fuel,No,0,62,0
TXN02437,48,71562.0,43.54,14,6.5,Yes,Mobile,Grocery,No,0,48,0
TXN02438,39,56422.0,70.25,7,49.9,No,Mobile,Healthcare,No,0,78,0
TXN02439,61,68225.0,56.65,10,18.2,No,Mobile,Electronics,No,0,32,0
TXN02440,22,54331.0,159.69,15,19.8,No,Desktop,Clothing,No,0,34,0
TXN02441,32,28903.0,58.6,9,0.2,Yes,Tablet,Electronics,No,0,25,0
TXN02442,37,29018.0,149.06,11,18.0,Yes,Mobile,Healthcare,No,0,45,0
TXN02443,43,50195.0,66.6,10,2.6,No,Mobile,Fuel,No,0,92,0
TXN02444,52,51164.0,21.95,14,10.6,Yes,Desktop,Travel,No,0,80,0
TXN02445,38,80663.0,153.36,7,7.1,Yes,Desktop,Grocery,No,0,48,0
TXN02446,22,77333.0,135.13,13,10.2,Yes,Mobile,Travel,No,0,75,0
TXN02447,47,72215.0,181.58,12,1.7,Yes,Mobile,Dining,No,0,48,0
TXN02448,46,48483.0,70.04,13,7.3,No,Mobile,Electronics,No,0,29,0
TXN02449,18,29549.0,64.32,11,0.5,Yes,Desktop,Healthcare,No,1,56,0
TXN02450,38,66206.0,165.45,13,0.5,Yes,Mobile,Grocery,No,0,100,0
TXN02451,21,69662.0,404.52,10,12.9,Yes,Desktop,Electronics,No,1,148,0
TXN02452,31,18774.0,121.08,16,36.4,No,Mobile,Dining,No,0,32,1
TXN02453,28,37784.0,168.54,12,18.0,Yes,Desktop,Clothing,No,0,32,0
TXN02454,47,40300.0,92.78,17,7.6,No,Mobile,Fuel,No,0,18,0
TXN02455,39,58009.0,34.9,15,0.7,Yes,Mobile,Grocery,No,0,51,0
TXN02456,24,38314.0,260.2,12,0.6,No,Desktop,Healthcare,No,0,74,0
TXN02457,48,54064.0,248.2,17,2.1,Yes,Desktop,Grocery,No,0,67,0
TXN02458,22,50028.0,211.9,18,44.7,Yes,Mobile,Grocery,No,1,141,0
TXN02459,42,51199.0,103.74,13,6.1,No,Tablet,Fuel,No,0,36,0
TXN02460,29,39843.0,193.47,10,22.2,No,Desktop,Electronics,No,0,59,0
TXN02461,34,41256.0,245.3,12,14.7,No,Mobile,Fuel,No,0,62,1
TXN02462,44,33825.0,438.61,8,11.2,Yes,Desktop,Clothing,No,0,63,0
TXN02463,44,65259.0,264.62,11,35.4,Yes,Desktop,Electronics,No,0,115,0
TXN02464,53,71117.0,126.29,10,3.1,Yes,Desktop,Clothing,No,0,90,0
TXN02465,37,38883.0,42.14,10,7.3,Yes,Tablet,Grocery,No,0,18,0
TXN02466,41,109030.0,135.91,13,24.0,Yes,Desktop,Fuel,No,0,88,0
TXN02467,33,47740.0,147.34,14,9.6,Yes,Mobile,Clothing,No,0,72,0
TXN02468,40,109499.0,211.6,17,3.4,No,Desktop,Healthcare,No,0,72,0
TXN02469,43,41197.0,354.46,19,2.8,Yes,Desktop,Healthcare,No,0,63,0
TXN02470,37,22095.0,111.2,17,16.8,No,Mobile,Healthcare,No,0,36,0
TXN02471,18,65912.0,644.38,10,0.2,No,Mobile,Dining,No,0,42,0
TXN02472,42,61509.0,29.37,14,29.5,Yes,Tablet,Fuel,No,0,83,1
TXN02473,42,55858.0,167.83,11,0.2,No,Mobile,Electronics,No,0,52,0
TXN02474,31,41195.0,63.35,6,12.0,Yes,Desktop,Grocery,No,0,63,0
TXN02475,24,54151.0,26.09,14,11.1,No,Mobile,Electronics,No,0,57,0
TXN02476,54,43696.0,102.11,16,10.4,No,Desktop,Travel,No,1,17,0
TXN02477,43,48004.0,37.4,18,7.7,No,Mobile,Grocery,No,0,36,0
