Student_ID,Age,Study_Hours,Attendance_Percentage,Assignment_Score,Midterm_Score,Final_Score,Projects_Completed,Sleep_Hours,Screen_Time_Hours,Study_Expenses,Travel_Distance_Km
STU1858,16,6.4,64.4,83.3,56.7,81.3,0,5.8,7.1,6376.51,5.0
STU1859,24,6.9,69.7,73.9,61.8,72.0,0,6.0,3.8,2499.51,10.6
STU1860,20,2.6,76.6,36.5,79.7,69.4,2,8.1,7.8,7298.93,8.6
STU1861,19,4.8,78.4,86.9,78.0,75.6,6,6.5,7.0,973.86,19.3
STU1862,21,8.1,96.7,73.1,75.1,44.9,2,7.7,12.0,2354.34,15.5
STU1863,21,6.8,82.5,83.6,49.8,93.8,3,6.0,5.2,1435.74,5.3
STU1864,17,4.6,80.1,68.6,81.0,61.2,1,4.3,6.4,1417.7,7.3
STU1865,23,4.2,69.3,96.1,67.0,63.6,0,8.3,5.0,2449.08,4.1
STU1866,22,9.8,92.9,66.3,77.6,84.7,2,6.0,5.2,7660.53,11.1
STU1867,16,2.3,70.6,32.5,54.7,80.4,6,8.2,7.5,5886.53,38.7
STU1868,20,5.4,69.3,58.7,99.5,100.0,6,6.7,6.5,6191.93,31.2
STU1869,21,2.3,78.0,79.5,72.0,53.6,0,8.8,4.8,3337.86,18.2
STU1870,19,8.4,83.6,74.4,61.3,54.1,0,11.0,7.6,2074.07,20.1
STU1871,17,5.5,74.8,70.2,78.3,49.7,5,7.6,7.0,3108.65,11.9
STU1872,19,5.9,89.1,57.2,81.7,72.3,1,5.2,8.1,995.95,23.0
STU1873,16,11.6,79.2,72.3,78.1,65.4,0,7.7,7.4,6824.91,8.0
STU1874,22,4.2,92.5,71.8,52.1,58.2,5,7.5,4.3,784.13,18.5
STU1875,17,9.3,87.1,71.6,86.3,68.9,6,5.4,4.1,2300.47,16.2
STU1876,17,4.6,99.9,80.1,62.5,52.5,1,6.1,4.1,2499.11,17.2
STU1877,24,5.0,77.6,74.7,67.7,96.3,6,6.4,6.6,4335.42,18.7
STU1878,20,11.3,90.4,68.2,32.7,58.1,5,7.5,7.7,3326.31,13.4
STU1879,17,5.1,64.1,57.0,60.6,60.3,6,5.8,7.1,3472.64,18.7
STU1880,24,2.5,100.0,92.4,60.5,29.4,5,5.6,2.1,542.68,16.0
STU1881,24,6.1,89.9,100.0,75.2,42.0,1,5.5,3.6,2242.03,6.6
STU1882,16,5.1,79.0,98.2,59.6,60.0,0,4.6,6.4,1656.02,19.4
STU1883,18,6.3,79.4,82.5,42.1,64.8,0,7.8,7.5,2754.66,6.3
STU1884,19,5.2,79.5,46.9,71.9,82.2,2,7.1,5.6,2294.47,8.0
STU1885,22,10.4,100.0,45.0,64.0,44.6,0,8.0,8.1,2886.94,11.2
STU1886,19,6.7,91.0,63.8,56.3,77.7,6,6.1,1.2,1151.5,38.5
STU1887,17,3.1,77.6,71.2,69.4,80.6,0,6.0,4.6,2670.86,19.6
STU1888,22,5.8,69.6,70.6,39.5,81.5,0,7.4,7.8,7795.75,6.4
STU1889,21,3.7,94.0,74.9,77.9,87.6,2,8.2,5.7,9975.5,25.2
STU1890,18,5.0,90.4,51.1,65.1,50.2,1,8.3,3.4,6013.52,4.0
STU1891,21,3.5,89.1,96.1,63.7,79.2,2,5.5,6.6,761.08,17.1
STU1892,21,10.1,81.2,94.6,83.2,100.0,6,8.2,5.3,2070.94,6.7
STU1893,20,4.0,79.0,52.3,59.4,93.8,6,9.0,4.1,1807.19,28.9
STU1894,19,7.0,98.9,44.1,72.1,100.0,0,7.5,1.9,2761.8,13.9
STU1895,16,4.8,99.8,70.7,65.9,74.1,4,8.5,6.4,5921.08,16.7
STU1896,21,3.0,88.4,90.9,100.0,59.9,0,7.7,2.8,2426.17,17.4
STU1897,17,5.9,91.7,71.5,75.8,27.0,2,5.5,9.3,1375.46,10.1
STU1898,18,6.4,84.4,75.9,49.7,48.9,5,8.2,1.4,5318.85,13.3
STU1899,23,6.7,68.3,65.4,96.0,61.1,5,7.5,5.1,3183.16,15.7
STU1900,21,0.5,72.2,74.2,84.7,64.1,2,5.7,6.5,4128.86,19.5
STU1901,18,2.8,93.5,86.2,68.7,56.5,3,6.3,3.0,4821.48,6.0
STU1902,22,7.6,94.7,78.2,61.0,75.8,6,7.5,3.6,2005.51,9.3
STU1903,19,3.5,92.5,80.6,46.8,73.3,5,10.1,6.7,1160.09,2.5
STU1904,24,5.9,85.5,47.1,74.9,70.7,4,9.3,3.1,2878.87,32.7
STU1905,20,2.7,92.9,100.0,57.2,83.3,2,4.4,8.8,1999.49,8.0
STU1906,18,7.1,81.4,47.2,53.9,62.0,5,7.0,5.1,2622.18,32.4
STU1907,17,7.5,88.2,74.3,80.4,88.6,5,8.9,4.2,6279.65,2.2
STU1908,17,7.1,80.0,69.7,92.7,49.5,1,6.5,8.2,2846.27,2.8
STU1909,18,7.8,71.4,70.4,60.4,64.8,0,6.3,2.9,8266.86,3.6
STU1910,17,8.9,90.6,85.0,80.9,75.4,5,6.3,8.5,3027.61,18.7
STU1911,19,2.9,94.8,61.4,71.4,37.4,5,8.1,3.0,2075.86,10.2
STU1912,17,3.8,100.0,65.5,73.7,61.4,1,7.5,7.5,1101.83,39.4
STU1913,24,7.5,84.6,54.8,54.9,82.1,6,7.7,8.7,2891.97,14.9
STU1914,17,8.0,71.5,88.8,64.6,62.7,2,6.7,4.8,1378.18,8.5
STU1915,24,4.0,78.7,76.0,50.5,39.0,2,9.3,4.8,3536.72,19.5
STU1916,21,3.9,80.6,81.6,48.4,54.9,1,6.6,4.4,2322.53,5.1
STU1917,16,4.1,83.5,84.2,76.3,47.1,1,8.1,3.4,2273.67,24.9
STU1918,19,2.0,86.7,100.0,59.6,78.4,3,4.3,5.2,2642.27,25.5
STU1919,16,2.7,85.6,99.3,53.4,72.0,0,7.0,6.8,2909.0,28.2
STU1920,21,2.8,89.8,76.8,48.6,43.5,1,6.4,6.2,2445.03,16.5
STU1921,19,4.9,84.0,74.4,43.8,42.2,0,7.1,6.0,10025.3,8.5
STU1922,18,6.1,59.7,64.0,36.7,57.7,5,4.9,3.5,1513.55,10.3
STU1923,18,6.5,84.3,83.2,69.8,70.5,4,9.1,2.8,4864.77,7.5
STU1924,24,4.4,82.9,82.6,26.0,58.6,2,7.2,8.5,5654.56,12.0
STU1925,21,4.4,87.5,61.1,75.5,76.0,1,9.9,2.3,1217.1,21.9
STU1926,24,5.8,78.4,82.8,75.4,75.4,4,8.0,4.7,2593.44,14.1
STU1927,20,2.2,84.2,87.1,66.4,79.0,2,7.3,6.5,3151.42,30.3
STU1928,17,7.6,87.6,55.2,69.2,46.0,3,7.0,8.0,2794.53,26.3
STU1929,23,8.3,80.4,74.8,63.4,65.3,2,7.9,5.0,2724.34,24.0
STU1930,20,4.1,88.8,71.0,71.6,88.3,1,8.0,5.5,3753.66,5.3
STU1931,17,4.6,82.7,71.9,71.4,58.6,4,7.7,4.1,639.89,23.4
STU1932,19,8.2,83.6,57.7,88.8,56.2,4,9.9,8.5,2344.92,8.9
STU1933,24,5.2,52.8,44.6,92.5,61.7,4,8.5,7.7,1902.4,18.6
STU1934,19,6.8,70.6,60.7,92.0,61.3,2,6.2,3.0,1566.33,13.3
STU1935,19,5.3,70.6,58.6,55.2,72.1,0,6.0,6.3,4427.05,5.8
STU1936,17,8.9,84.2,77.3,80.1,60.1,6,7.6,4.8,4889.94,6.5
STU1937,21,6.6,94.7,77.5,76.1,35.7,0,7.2,5.6,5234.16,14.3
STU1938,17,6.7,80.8,76.7,57.6,90.2,2,7.4,3.4,4347.76,10.1
STU1939,22,6.7,90.5,51.0,53.8,78.6,1,4.9,1.1,1148.16,6.3
STU1940,18,4.3,88.5,55.2,62.0,72.5,2,8.2,2.8,2748.22,25.2
STU1941,18,4.5,83.4,62.7,51.0,68.4,0,6.5,3.9,5142.28,5.1
STU1942,20,7.2,87.7,72.3,45.8,64.5,2,9.9,4.0,486.25,2.8
STU1943,18,5.8,84.5,67.0,76.0,56.4,4,7.3,0.5,7192.28,22.6
STU1944,17,2.9,80.6,76.7,68.5,38.1,1,6.9,5.6,1106.32,7.0
STU1945,24,9.6,85.9,86.6,68.4,97.7,6,7.6,2.2,1402.09,3.8
STU1946,17,7.7,96.5,57.0,82.8,70.4,1,6.1,4.9,4113.47,17.4
STU1947,17,5.6,86.7,57.6,64.9,42.6,3,9.2,2.6,8875.02,11.3
STU1948,23,4.9,84.2,74.0,81.3,52.6,6,10.1,1.4,1362.26,22.6
STU1949,24,5.9,73.2,70.8,56.2,75.2,2,8.0,4.9,1500.37,32.0
STU1950,22,6.6,96.2,83.2,56.1,74.8,5,7.9,4.6,5652.7,2.0
STU1951,18,1.0,67.9,72.1,68.2,57.3,5,6.2,5.2,2782.01,10.1
STU1952,24,10.1,64.9,98.1,100.0,51.7,6,7.0,8.2,2127.62,3.6
STU1953,18,3.8,85.7,48.2,88.6,60.3,6,7.7,6.4,2865.27,20.3
STU1954,20,5.5,73.2,84.6,85.6,37.2,6,5.5,8.9,10342.02,7.6
STU1955,24,5.6,92.9,75.0,46.0,61.9,5,9.1,4.4,4123.64,3.9
STU1956,18,9.9,65.2,51.0,70.3,62.1,4,5.0,3.6,3149.46,9.1
STU1957,22,5.3,91.6,41.0,81.1,96.0,5,4.3,5.9,3644.31,26.4
STU1958,16,9.0,90.2,55.1,100.0,62.3,2,9.3,8.7,3275.48,5.7
STU1959,19,6.4,83.2,90.1,41.1,74.3,3,8.0,2.8,4526.54,9.6
STU1960,19,3.4,61.0,88.4,79.7,97.2,3,5.8,7.8,1651.08,4.7
STU1961,22,5.8,64.8,70.1,85.0,51.9,2,7.2,6.0,2391.78,24.1
STU1962,23,5.2,84.4,66.6,75.2,59.4,5,7.3,4.1,2467.9,4.2
STU1963,16,3.1,79.7,59.2,46.4,60.8,2,7.1,8.0,1368.99,27.6
STU1964,20,6.3,89.3,69.2,72.1,41.5,6,5.7,2.6,1224.37,16.6
STU1965,22,5.5,81.3,64.9,74.9,65.6,6,7.4,6.3,6196.44,38.1
STU1966,19,6.7,80.4,97.6,70.8,89.8,2,8.5,4.6,3962.94,4.0
STU1967,19,5.9,57.7,53.5,57.0,84.4,6,4.8,7.2,7893.0,15.7
STU1968,19,4.1,90.2,77.9,55.1,90.1,0,6.4,5.7,3470.61,1.7
STU1969,21,7.2,75.5,98.4,75.3,59.2,3,5.5,7.2,3077.53,1.9
STU1970,22,4.1,78.0,83.6,57.2,50.8,1,6.0,5.1,2189.92,17.7
STU1971,17,0.5,71.3,55.1,57.5,100.0,5,7.5,4.1,4814.63,4.6
STU1972,20,5.8,66.6,48.9,65.8,73.7,5,5.3,4.8,1092.99,8.6
STU1973,19,4.3,96.7,76.1,70.6,42.6,0,9.3,5.4,3047.38,23.4
STU1974,18,6.3,90.0,74.3,84.6,100.0,4,7.1,5.7,4559.84,21.4
STU1975,22,9.9,90.1,90.5,48.9,68.5,1,6.5,6.4,2366.51,12.5
STU1976,21,10.0,79.8,80.2,47.3,19.9,1,4.5,5.0,3330.13,15.8
STU1977,22,5.1,64.6,64.7,61.9,94.7,1,7.2,6.4,7001.82,39.9
STU1978,20,3.7,100.0,63.7,39.2,30.7,6,7.1,9.4,2153.11,14.4
STU1979,21,6.8,86.2,52.4,77.4,74.9,3,5.3,3.6,3284.28,20.1
STU1980,20,4.7,83.4,73.9,36.1,84.3,4,5.7,7.0,4861.93,14.9
STU1981,22,6.4,78.4,50.9,79.3,81.6,0,9.2,3.6,2032.45,5.0
STU1982,17,4.0,61.6,85.6,85.7,96.5,6,6.5,3.1,1239.85,5.5
STU1983,20,6.1,93.4,80.8,72.2,87.3,4,7.1,7.9,4016.96,9.0
STU1984,21,3.7,71.4,80.4,38.3,100.0,5,7.7,3.2,2695.26,16.0
STU1985,21,8.1,87.5,52.2,69.7,68.4,0,6.8,4.9,2457.22,37.8
STU1986,20,4.2,89.7,69.8,55.3,63.0,6,8.8,3.4,2791.89,20.8
STU1987,22,7.0,85.3,66.2,48.8,64.1,3,6.0,9.8,1159.61,4.9
STU1988,23,2.7,86.7,73.5,77.3,93.4,5,6.4,4.9,2125.19,21.1
STU1989,22,7.2,95.5,79.9,80.3,59.1,4,6.5,2.8,3977.84,17.2
STU1990,20,3.4,74.1,64.3,88.6,84.4,1,6.0,3.3,2495.67,8.1
STU1991,16,6.1,83.6,64.9,63.4,55.4,4,5.9,9.2,1787.59,10.7
STU1992,20,7.8,79.7,82.2,70.8,55.7,5,7.0,4.6,1546.02,1.9
STU1993,17,5.1,63.6,55.1,94.6,90.1,6,8.8,4.8,2983.16,31.3
STU1994,20,3.2,84.9,60.8,100.0,77.4,6,5.5,8.0,4319.64,9.4
STU1995,20,6.6,94.5,72.1,85.3,33.3,3,6.8,7.5,4870.46,8.4
STU1996,17,3.6,95.8,85.5,62.4,55.5,3,8.0,3.2,1741.7,24.6
STU1997,20,4.6,100.0,57.5,68.1,26.3,3,9.6,3.4,7188.59,6.3
STU1998,19,6.1,64.3,98.8,65.1,63.6,0,8.2,3.9,2692.02,14.9
STU1999,16,8.5,98.3,51.7,79.3,65.4,4,6.7,4.3,861.1,14.6
STU2000,18,5.6,83.8,95.3,54.9,61.9,1,6.3,6.7,2700.8,9.8
STU2001,16,5.6,98.0,90.0,73.1,90.5,6,8.5,4.8,1302.43,6.2
STU2002,20,7.1,78.1,50.5,73.2,77.0,1,8.1,4.4,3261.99,16.5
STU2003,19,5.6,76.7,47.5,74.1,100.0,2,7.0,5.0,2995.37,8.9
STU2004,22,6.9,69.8,82.8,51.6,79.1,3,6.7,3.9,928.92,18.6
STU2005,20,7.9,89.8,66.3,72.0,79.4,5,9.6,8.1,6365.11,14.3
STU2006,19,4.8,87.1,56.9,96.3,74.6,1,9.4,3.6,1643.76,7.6
STU2007,17,0.5,70.8,99.2,60.7,65.4,3,7.5,5.1,766.6,26.3
STU2008,19,3.7,60.4,54.1,72.2,59.0,1,7.3,6.2,5747.68,1.9
STU2009,17,8.2,86.2,61.1,38.5,66.0,4,5.5,6.3,3717.99,11.2
STU2010,23,5.4,87.3,62.9,72.0,66.8,2,7.1,4.2,2116.74,2.9
STU2011,18,4.8,72.1,30.0,71.5,68.4,3,8.6,7.2,2579.92,25.8
STU2012,24,8.1,70.1,73.4,69.9,80.8,0,4.5,9.3,2317.6,16.9
STU2013,19,5.3,88.6,58.3,79.7,75.1,0,7.8,8.6,891.52,15.4
STU2014,21,0.9,100.0,84.2,63.5,61.2,1,7.9,0.5,1007.45,9.7
STU2015,20,2.2,77.1,86.1,86.8,57.5,6,7.9,4.8,4642.65,13.2
STU2016,16,6.4,73.2,75.5,53.9,73.8,4,6.2,3.7,3269.17,9.6
STU2017,24,5.4,85.0,75.6,91.1,54.2,5,6.6,6.1,4532.75,22.4
STU2018,16,8.7,88.4,74.5,71.4,62.7,6,6.2,7.1,5480.9,10.6
STU2019,23,3.9,78.4,61.5,66.9,61.0,3,9.6,2.7,290.97,4.0
STU2020,24,4.8,100.0,62.8,45.1,100.0,2,9.0,6.7,1918.01,1.5
STU2021,24,3.6,91.0,91.8,50.2,48.3,4,7.5,4.9,1179.97,43.3
STU2022,16,4.4,78.2,83.0,73.6,56.5,1,7.0,4.5,2300.44,13.3
STU2023,17,1.3,66.1,75.1,56.5,60.6,4,7.0,6.1,749.81,25.1
STU2024,16,4.7,95.2,81.0,83.9,62.3,2,6.6,4.7,3686.18,18.0
STU2025,17,5.4,93.9,71.1,72.6,87.0,4,4.6,7.3,3840.14,21.7
STU2026,23,5.2,79.0,74.8,45.2,65.7,3,7.1,4.2,10959.81,15.6
STU2027,20,10.2,85.5,80.9,80.2,47.5,1,9.6,7.7,2342.4,19.0
STU2028,22,9.5,80.5,40.9,65.4,94.3,2,7.4,5.0,3882.66,8.8
STU2029,17,3.8,87.2,85.6,67.3,74.5,1,6.2,0.5,4697.33,31.5
STU2030,23,1.0,71.8,84.5,84.7,77.1,5,7.3,3.4,7641.26,14.9
STU2031,21,5.3,70.3,60.3,45.7,81.1,3,6.7,4.8,1198.32,17.5
STU2032,23,6.3,90.1,90.7,50.0,49.1,2,5.7,5.7,4473.62,12.2
STU2033,16,3.6,91.4,38.7,73.2,69.9,5,5.5,4.8,3237.14,7.0
STU2034,16,3.7,77.1,77.3,40.8,84.0,5,7.0,3.6,873.89,6.9
STU2035,22,9.0,74.5,72.6,58.3,59.1,5,5.1,8.6,3387.55,25.2
STU2036,23,4.9,93.5,67.4,83.7,75.2,2,7.0,7.8,4048.38,1.7
STU2037,18,7.0,74.8,72.3,66.3,79.2,1,6.9,2.6,835.2,17.2
STU2038,20,3.5,82.6,80.7,46.0,45.2,4,7.9,3.3,2379.18,10.2
STU2039,16,5.4,81.3,44.9,71.0,52.4,4,6.8,5.6,2630.87,11.3
STU2040,22,4.8,67.3,87.0,61.5,31.2,5,5.6,4.7,2578.83,20.8
STU2041,20,4.0,83.9,65.8,56.8,73.9,0,7.2,0.5,3752.79,9.2
STU2042,23,8.0,82.9,87.2,100.0,100.0,0,8.4,3.6,1693.06,12.0
STU2043,23,2.4,85.6,81.7,77.2,58.2,2,6.3,6.5,1227.21,8.4
STU2044,24,6.2,83.6,65.5,63.5,66.7,1,9.1,5.2,3432.03,23.6
STU2045,22,4.7,100.0,70.8,82.4,87.2,2,7.1,3.1,6945.51,28.1
STU2046,16,6.4,93.6,71.7,63.3,74.5,1,6.5,3.9,6620.81,16.5
STU2047,18,4.7,82.4,96.1,59.7,53.4,3,6.2,4.6,11822.04,5.8
STU2048,23,7.4,83.3,54.9,72.8,95.9,0,7.3,10.1,1964.97,21.6
STU2049,18,3.4,99.6,65.4,76.1,73.4,2,6.9,5.1,2241.58,5.3
STU2050,23,8.0,90.6,48.3,82.8,66.1,6,5.3,3.6,617.17,8.8
STU2051,16,5.4,69.7,73.9,90.8,67.5,3,9.1,8.6,1675.54,17.5
STU2052,20,2.6,91.5,62.6,87.0,80.0,4,6.6,6.2,894.98,2.0
STU2053,19,7.0,94.4,64.5,81.7,59.6,0,9.1,3.4,1997.46,13.9
STU2054,20,5.1,98.2,94.3,83.3,96.7,1,5.6,5.0,6058.82,21.3
STU2055,23,1.7,78.0,59.6,87.0,91.4,5,8.3,4.6,4994.97,9.3
STU2056,19,6.2,77.3,69.6,79.4,70.1,4,8.8,6.1,2017.93,13.2
STU2057,19,7.7,72.6,65.1,42.6,71.0,4,8.7,2.5,1720.38,7.4
STU2058,18,8.3,85.1,66.1,76.0,55.6,3,7.5,2.6,1474.37,15.5
STU2059,22,4.7,89.3,100.0,90.0,59.2,6,8.3,4.5,4379.95,52.5
STU2060,18,5.8,76.9,46.0,55.2,50.7,2,7.6,3.2,2038.93,13.1
STU2061,18,5.6,80.6,81.7,61.7,66.5,5,5.7,7.0,2967.89,19.2
STU2062,20,8.8,61.5,100.0,67.0,71.1,2,7.5,2.9,3862.44,11.9
STU2063,20,3.7,97.1,88.2,71.0,43.0,3,5.6,9.8,4048.81,27.6
STU2064,21,4.5,66.4,72.7,59.1,81.7,4,5.4,4.7,409.0,22.4
STU2065,23,3.7,85.7,54.4,68.9,55.2,0,7.4,5.3,3599.55,28.5
STU2066,21,2.3,84.4,91.6,76.2,77.0,4,6.2,5.7,2666.71,4.0
STU2067,16,6.0,82.5,86.1,35.8,83.7,3,9.1,4.9,774.43,14.2
STU2068,23,9.0,82.7,49.1,69.2,92.2,4,9.2,7.4,6136.87,7.2
STU2069,23,5.1,71.9,67.2,61.9,88.6,5,10.6,5.3,2843.0,37.3
STU2070,24,3.6,78.7,53.9,40.7,98.2,4,5.2,4.0,913.8,22.2
STU2071,24,5.9,91.7,29.1,77.0,83.9,4,5.5,2.3,1712.08,13.6
STU2072,17,6.8,94.7,53.6,73.0,72.9,4,8.1,5.8,2180.4,22.0
STU2073,17,5.2,77.8,73.6,70.6,62.0,0,6.6,6.8,13662.04,8.2
STU2074,18,8.6,66.4,80.7,77.8,68.0,1,6.1,2.5,1416.48,11.3
STU2075,16,3.7,74.2,67.1,73.1,97.7,1,6.5,4.2,1597.62,18.6
STU2076,19,4.9,100.0,92.6,56.2,66.6,2,6.9,6.9,2810.17,18.8
STU2077,19,6.2,74.8,87.4,79.6,69.9,1,7.9,3.3,10054.05,21.0
STU2078,24,6.4,81.0,70.1,82.3,95.1,1,4.6,3.3,2150.14,7.2
STU2079,24,5.6,96.2,68.2,50.6,66.0,1,7.5,4.7,1869.95,29.4
STU2080,24,2.7,76.7,77.7,82.1,56.5,6,6.8,7.6,2810.19,5.5
STU2081,22,10.6,80.3,71.7,63.5,89.3,4,6.0,6.8,2017.47,16.6
STU2082,17,5.0,89.9,50.6,77.8,55.9,6,8.8,7.6,1998.41,5.8
STU2083,20,5.7,99.1,67.6,70.4,76.9,4,6.4,3.0,4673.24,7.7
STU2084,19,6.9,75.5,82.0,65.2,73.9,5,6.6,3.7,1809.71,19.7
STU2085,23,4.1,95.9,91.7,76.6,75.4,0,6.6,4.6,1989.89,9.0
STU2086,17,5.6,79.2,86.4,62.7,28.9,6,9.0,4.4,4789.45,18.0
STU2087,21,4.0,73.1,77.0,85.3,83.3,4,7.1,3.4,987.49,27.0
STU2088,20,6.4,84.5,93.9,87.9,69.0,4,6.9,6.0,1995.28,11.8
STU2089,17,4.9,70.4,78.4,59.2,80.5,1,8.1,1.7,847.42,22.6
STU2090,16,6.1,86.7,70.7,65.3,78.5,0,4.1,5.3,1807.67,17.5
STU2091,23,3.2,100.0,94.2,62.0,75.4,0,7.3,8.3,1990.39,16.8
STU2092,17,3.7,93.1,82.8,74.0,63.2,1,7.3,5.2,2012.31,3.8
STU2093,22,2.5,81.0,91.5,89.0,63.4,6,8.1,3.3,1939.87,3.6
STU2094,24,3.9,92.5,54.2,41.3,69.1,1,7.4,2.4,3000.66,19.7
STU2095,24,0.5,72.7,59.1,45.3,72.9,0,5.5,5.7,1208.85,5.4
STU2096,23,4.8,74.4,59.7,66.7,62.8,3,4.8,8.5,3221.51,31.6
STU2097,24,4.3,81.2,74.7,71.0,86.0,1,7.8,5.4,1799.12,9.0
STU2098,17,5.8,82.9,99.4,52.9,64.4,1,6.4,4.3,4092.31,16.1
STU2099,21,5.6,69.1,54.9,70.9,53.3,0,6.6,3.5,2400.73,8.6
STU2100,19,8.3,78.9,85.6,56.1,80.1,6,5.9,2.0,1701.56,6.0
STU2101,19,11.2,80.6,54.0,60.9,100.0,3,7.0,5.5,1066.65,7.9
STU2102,20,8.0,97.4,100.0,88.3,50.2,5,6.9,1.8,3031.32,39.6
STU2103,18,4.5,69.1,48.1,62.5,67.9,3,5.4,6.8,2206.35,38.8
STU2104,16,4.4,68.1,83.1,62.2,88.1,2,8.0,6.3,6469.1,5.2
STU2105,23,7.4,83.8,85.2,70.1,79.7,3,6.1,4.6,6795.98,33.0
STU2106,20,1.8,93.5,81.3,85.5,80.6,1,8.9,6.3,1822.55,12.7
STU2107,18,4.8,87.5,58.8,67.3,70.5,4,7.3,5.3,540.07,10.1
STU2108,22,5.0,85.0,56.2,59.1,24.8,0,6.9,6.3,4448.37,5.4
STU2109,22,6.8,79.1,91.1,77.3,74.4,5,5.0,6.8,1768.98,51.5
STU2110,16,6.9,88.8,87.7,81.0,76.3,1,7.7,4.5,1991.26,9.3
STU2111,24,3.9,90.3,87.5,86.3,89.1,5,6.9,2.4,5434.93,11.3
STU2112,17,4.6,79.4,89.3,67.4,57.2,0,7.2,9.5,3133.22,9.3
STU2113,20,6.5,72.5,49.0,75.6,98.6,5,8.7,4.6,4338.21,15.7
STU2114,20,3.7,72.6,48.5,80.6,64.7,3,8.1,4.1,4990.12,8.1
STU2115,23,8.2,90.8,61.9,70.9,61.8,0,8.4,5.9,2240.94,28.9
STU2116,23,6.8,66.6,64.8,89.1,57.7,1,3.9,4.6,3900.26,25.7
STU2117,22,5.9,98.8,63.2,78.4,87.8,4,6.7,2.5,2677.4,17.8
STU2118,22,6.4,77.4,76.2,98.1,51.4,1,4.9,2.6,3549.9,16.4
STU2119,21,4.5,85.1,88.7,82.7,80.7,6,7.6,3.2,2766.25,13.4
STU2120,21,4.1,89.0,67.6,37.2,56.3,2,4.6,5.7,6054.4,10.6
STU2121,24,4.6,75.2,59.8,61.6,69.2,0,8.4,3.6,1087.09,7.2
STU2122,21,6.6,77.4,84.2,42.1,44.1,1,9.0,6.9,1885.63,20.4
STU2123,17,5.9,83.3,67.8,57.8,83.4,3,6.8,4.7,2359.5,21.7
STU2124,17,4.6,73.5,73.6,62.1,67.4,3,7.4,4.8,2704.1,37.0
STU2125,20,7.1,71.3,67.0,81.9,79.5,6,9.0,5.1,1086.09,14.3
STU2126,19,5.1,72.2,77.1,61.0,67.0,5,9.7,2.9,1541.77,9.9
STU2127,17,4.0,94.1,56.8,90.3,79.0,1,9.2,7.6,2560.76,15.7
STU2128,18,6.1,86.0,82.9,57.3,69.2,5,7.7,5.6,1755.64,11.6
STU2129,22,3.3,74.1,71.5,63.4,82.6,2,9.1,4.7,819.92,14.9
STU2130,23,1.8,90.7,60.5,48.2,79.1,0,5.7,3.9,1972.45,5.4
STU2131,21,5.5,74.6,80.0,91.1,73.3,2,6.1,3.9,1136.03,14.5
STU2132,20,4.1,62.5,60.5,93.3,54.7,4,8.2,2.7,3694.76,3.5
STU2133,16,4.9,89.0,61.2,65.9,62.6,6,7.0,2.3,3027.69,32.1
STU2134,23,3.4,98.5,54.0,44.3,56.9,5,7.9,2.3,4489.6,9.5
STU2135,18,8.2,87.6,46.4,64.7,94.3,1,8.2,7.1,2862.64,18.4
STU2136,21,4.0,63.1,80.0,71.7,83.3,5,8.2,3.5,1244.13,21.1
STU2137,18,4.5,81.8,89.5,57.8,70.6,2,4.6,2.8,323.46,6.9
STU2138,22,6.3,79.3,65.2,100.0,60.4,6,7.9,7.6,5255.57,3.3
STU2139,22,2.5,85.8,60.0,97.2,56.6,4,6.2,5.1,1894.78,34.4
STU2140,24,2.3,73.5,44.8,40.0,72.1,2,7.3,2.7,585.85,8.7
STU2141,20,6.3,78.7,39.4,49.5,100.0,4,6.4,6.1,6925.11,13.6
STU2142,23,4.5,67.8,82.9,75.3,70.1,6,6.5,7.9,3638.19,8.4
STU2143,23,3.5,84.2,42.4,50.8,90.4,3,6.2,6.4,6861.09,9.0
STU2144,16,6.8,68.2,54.8,70.9,74.7,3,8.0,5.3,3300.68,9.9
STU2145,20,3.7,86.4,76.3,68.2,79.6,1,6.8,5.9,3850.98,19.6
STU2146,18,4.9,74.5,73.3,67.4,61.9,2,6.7,7.4,1796.37,10.7
STU2147,16,3.5,50.6,76.9,84.3,66.6,3,6.6,8.5,3970.23,3.0
STU2148,19,6.2,89.9,72.1,96.9,55.9,5,7.8,3.1,8799.45,22.8
STU2149,23,8.4,86.9,66.6,74.3,75.2,6,5.9,5.0,4287.47,9.8
STU2150,18,1.4,95.5,54.9,48.6,65.9,0,9.1,6.2,1983.19,11.5
STU2151,17,5.7,61.1,62.5,70.3,76.1,6,6.1,5.3,1066.78,47.1
STU2152,24,7.4,75.5,67.7,58.7,53.3,5,6.4,6.1,5261.03,13.2
STU2153,20,4.6,83.3,43.6,99.9,77.7,3,7.0,9.4,2597.02,13.7
STU2154,22,3.0,87.7,60.2,79.1,72.9,3,7.6,4.5,2671.83,29.7
STU2155,17,6.4,67.4,66.4,74.4,72.3,2,6.8,2.2,690.52,7.0
STU2156,24,7.7,86.3,61.7,78.4,76.6,4,6.7,8.7,658.81,41.5
STU2157,24,7.5,76.3,66.9,67.4,66.0,0,8.4,8.5,2642.74,2.9
STU2158,19,6.3,63.4,82.0,88.0,100.0,0,4.0,6.1,1393.49,22.6
STU2159,19,5.7,74.5,83.9,58.9,78.0,4,6.3,4.0,2864.48,22.5
