Vehicle_ID,Model,Year,Price,Mileage,Purchase_Date,Used,Fuel_Type,Transmission,City,Engine_CC,Owner_Count
VH11833,Thar,2012,1194801,16.6,26-01-2023,Yes,Electric,Manual,Coimbatore,998,2
VH10108,Verna,2018,3280248,24.9,14-02-2025,Yes,Electric,Manual,Pune,1197,1
VH11618,Swift,2013,4390284,21.0,08-07-2021,No,Electric,Automatic,Pune,1498,3
VH10498,Baleno,2020,1023858,17.6,30-04-2024,Yes,Petrol,Automatic,Chennai,1498,1
VH11981,Creta,2012,3252053,18.7,23-08-2018,Yes,CNG,Manual,Coimbatore,998,2
VH10882,Venue,2011,941593,9.0,17-06-2025,Yes,CNG,Automatic,Delhi,1197,3
VH10757,Swift,2014,764462,19.5,19-04-2018,No,Electric,Automatic,Hyderabad,1197,3
VH10620,Thar,2020,3752814,15.4,11-10-2021,Yes,Diesel,Automatic,Hyderabad,1199,3
VH11107,Swift,2015,570146,11.9,08-05-2019,No,Electric,Automatic,Hyderabad,1199,4
VH11936,Verna,2022,3582808,22.3,15-06-2018,Yes,CNG,Automatic,Delhi,1197,4
VH10810,Fortuner,2021,2699146,22.3,28-04-2018,Yes,Petrol,Manual,Chennai,1197,1
VH11038,Thar,2012,1820180,25.2,25-08-2025,Yes,Electric,Manual,Bangalore,N/A,3
VH10073,City,2014,418581,N/A,02-08-2021,Yes,Diesel,Automatic,Mumbai,1497,3
VH11284,Verna,2020,1188698,15.5,18-11-2022,Yes,CNG,Automatic,Coimbatore,1497,1
VH11272,Venue,2023,3806172,19.7,03-06-2025,Yes,Diesel,Manual,Bangalore,1498,4
VH11335,Venue,2025,3231531,8.9,15-12-2024,Yes,Electric,Manual,Chennai,1199,3
VH11459,Verna,2022,4224152,19.0,19-07-2024,Yes,Petrol,Manual,Chennai,1199,1
VH10482,Fortuner,2014,4302981,19.6,23-10-2021,No,Diesel,Manual,Chennai,1199,1
VH11069,Swift,2016,3766689,10.9,18-08-2024,No,Petrol,Automatic,Chennai,1498,4
VH10507,Creta,2017,2520182,18.9,12-10-2023,Yes,Petrol,Automatic,Mumbai,1197,1
VH11238,Baleno,2016,3427022,8.2,10-06-2023,No,CNG,Manual,Chennai,1498,2
VH11862,Baleno,2022,1352305,17.6,09-06-2018,No,Diesel,Manual,Mumbai,1998,4
VH11990,Baleno,2016,1069565,14.2,24-01-2021,Yes,Diesel,Automatic,Pune,1497,4
VH11477,Baleno,2021,4475282,9.0,07-04-2018,No,CNG,Manual,Chennai,1199,4
VH11867,Baleno,2019,3024274,27.0,04-04-2021,No,Diesel,Manual,Delhi,998,2
VH11456,Verna,2022,448725,8.7,16-01-2019,No,CNG,Automatic,Hyderabad,1998,2
VH10312,City,2023,3995727,14.8,11-08-2023,No,Electric,Automatic,Pune,1199,4
VH10963,Seltos,2019,4014755,24.5,26-03-2021,Yes,CNG,Manual,Mumbai,1497,4
VH10406,Baleno,2012,4408502,18.6,01-08-2021,Yes,Petrol,Automatic,Pune,1199,1
VH11331,Baleno,2012,3280342,10.9,08-03-2018,Yes,Electric,Automatic,Pune,998,2
VH11650,Fortuner,2014,1132307,20.8,31-03-2018,No,Diesel,Manual,Mumbai,1998,3
VH10310,Swift,2015,1399577,26.4,03-02-2021,No,CNG,Manual,Mumbai,998,1
VH10227,Creta,2025,960327,27.0,24-03-2022,Yes,Petrol,Automatic,Chennai,1498,4
VH11858,Venue,2025,2064694,10.3,03-05-2024,Yes,Diesel,Automatic,Pune,1998,3
VH10711,Thar,2019,2097519,13.2,23-03-2026,No,Electric,Manual,Delhi,1497,3
VH11944,Verna,2016,3934183,19.5,26-02-2026,Yes,Diesel,Automatic,Coimbatore,2184,2
VH11384,Thar,2015,341743,20.3,12-06-2019,Yes,Electric,Manual,Delhi,2184,2
VH11786,Seltos,2013,3394510,25.8,16-08-2018,No,CNG,Automatic,Coimbatore,998,2
VH10149,Nexon,2015,2217160,22.1,06-06-2026,No,CNG,Manual,Delhi,1497,1
VH11555,Creta,2024,1264795,18.2,16-10-2023,No,CNG,Manual,Bangalore,1199,4
VH11957,Thar,2024,1278935,26.4,07-02-2025,Yes,Petrol,Manual,Hyderabad,1498,4
VH10926,Thar,2015,4387138,9.5,29-05-2021,No,Petrol,Manual,Pune,1498,4
VH10943,Verna,2016,4057454,13.3,18-03-2019,No,CNG,Manual,Hyderabad,1498,2
VH10837,Venue,2024,300917,15.3,23-02-2023,Yes,Diesel,Manual,Hyderabad,1498,1
VH10576,Baleno,2020,4491896,24.0,05-03-2020,No,CNG,Automatic,Mumbai,1199,3
VH10558,Baleno,2022,2765912,9.7,29-04-2025,Yes,Petrol,Manual,Coimbatore,2184,3
VH11236,Venue,2019,3545988,23.2,03-10-2025,No,CNG,Manual,Chennai,1498,4
VH11361,Swift,2012,2228854,20.9,30-03-2021,Yes,Electric,Automatic,Mumbai,2184,2
VH11348,Baleno,2018,2009813,9.7,12-05-2018,Yes,Petrol,Automatic,Mumbai,1998,2
VH11162,City,2025,2509821,16.1,15-04-2026,Yes,Diesel,Manual,Pune,998,1
VH11443,Verna,2014,775147,17.8,25-09-2019,No,Electric,Manual,Bangalore,1199,3
VH10287,City,2022,4092824,27.3,11-01-2025,Yes,Electric,Manual,Coimbatore,1197,4
VH11605,Thar,2017,1500847,10.1,15-05-2021,No,Electric,Automatic,Delhi,2184,4
VH11058,Venue,2013,753222,11.3,21-08-2020,No,Electric,Manual,Mumbai,1998,1
VH10599,Swift,2017,4325942,12.6,15-05-2024,Yes,Electric,Manual,Coimbatore,1197,3
VH10933,Venue,2015,796440,26.9,28-02-2023,No,Electric,Manual,Mumbai,1497,3
VH11462,Verna,2021,985338,27.3,10-07-2025,Yes,Electric,Manual,Hyderabad,998,1
VH11638,Thar,2011,2291161,21.3,26-11-2018,Yes,Diesel,Manual,Coimbatore,2184,2
VH11588,Verna,2021,656778,14.7,13-11-2023,No,Petrol,Automatic,Delhi,2184,3
VH11041,Thar,2020,3087976,11.7,12-11-2018,Yes,Diesel,Automatic,Delhi,1498,1
VH11231,Nexon,2010,3546434,11.3,27-05-2023,No,CNG,Manual,Pune,998,3
VH10807,Nexon,2018,4112010,27.7,16-02-2019,Yes,CNG,Automatic,Bangalore,1998,3
VH10905,Seltos,2018,2892806,18.6,14-02-2022,Yes,Electric,Manual,Delhi,1498,4
VH11680,Creta,2019,766589,14.2,29-12-2020,Yes,Petrol,Automatic,Hyderabad,1197,2
VH11205,Seltos,2024,2668756,11.5,04-08-2018,Yes,Electric,Automatic,Coimbatore,1998,4
VH10768,Venue,2023,2780017,27.3,15-05-2026,No,Petrol,Automatic,Delhi,2184,4
VH10610,Verna,2019,3749330,20.0,20-07-2026,Yes,CNG,Manual,Coimbatore,1199,4
VH11993,Thar,2019,2417191,13.0,22-06-2019,Yes,Electric,Automatic,Chennai,1998,1
VH11565,City,2017,437900,8.4,07-03-2021,No,Electric,Manual,Hyderabad,1998,2
VH11423,Thar,2010,1831181,16.6,01-07-2024,Yes,Diesel,Manual,Hyderabad,1197,4
VH11011,Fortuner,2021,2212493,23.1,14-09-2018,No,Electric,Manual,Mumbai,1199,3
VH10494,Baleno,2025,3933795,22.0,02-11-2024,Yes,CNG,Manual,Hyderabad,1197,1
VH11321,Swift,2014,1486430,16.2,18-07-2019,No,Electric,Automatic,Pune,1497,1
VH10278,Creta,2013,2769146,14.0,18-09-2020,No,CNG,Manual,Delhi,1497,3
VH11847,Thar,2024,2239983,18.8,09-07-2023,No,CNG,Manual,Bangalore,1197,2
VH10359,Venue,2011,3209984,8.0,22-07-2019,No,Diesel,Automatic,Coimbatore,1199,3
VH11111,Baleno,2021,568449,24.4,27-04-2018,No,Petrol,Automatic,Delhi,1197,4
VH10237,Baleno,2024,3007184,10.9,21-08-2025,Yes,Electric,Manual,Chennai,998,4
VH10552,Creta,2015,3630922,19.3,24-07-2026,No,Electric,Manual,Mumbai,1498,2
VH11868,Thar,2019,1894502,15.7,19-05-2026,No,CNG,Automatic,Delhi,1998,1
VH11813,Swift,2020,3044686,25.6,19-04-2026,No,Diesel,Manual,Bangalore,1998,4
VH10209,Fortuner,2012,1769793,14.2,31-03-2021,Yes,CNG,Manual,Hyderabad,1197,3
VH11387,Nexon,2011,801793,18.4,11-06-2020,Yes,CNG,Manual,Pune,1199,4
VH11561,Thar,2024,4097267,19.9,03-04-2024,Yes,CNG,Automatic,Pune,2184,4
VH10059,Venue,2021,3201092,21.6,20-03-2020,No,Petrol,Manual,Chennai,1498,2
VH10632,Seltos,2015,370463,27.3,18-05-2022,Yes,Diesel,Manual,Delhi,1197,3
VH11962,Fortuner,2017,2560791,26.8,19-06-2023,Yes,CNG,Manual,Coimbatore,1498,1
VH11860,City,2025,1972349,10.5,03-02-2023,Yes,CNG,Automatic,Mumbai,1197,3
VH11817,Seltos,2012,2702110,19.1,01-04-2026,No,Petrol,Automatic,Coimbatore,1199,4
VH10364,Venue,2013,1323920,24.8,12-11-2019,No,CNG,Manual,Coimbatore,2184,2
VH10506,Venue,2018,343764,20.2,03-02-2024,Yes,CNG,Automatic,Chennai,1497,3
VH11166,Fortuner,2017,3086905,26.2,17-02-2023,No,Electric,Manual,Coimbatore,1199,1
VH11122,Seltos,2011,4041104,19.4,17-02-2026,Yes,Electric,Manual,Bangalore,1199,3
VH11630,Fortuner,2023,4228685,9.7,29-04-2020,Yes,Diesel,Manual,Pune,1197,1
VH11217,Swift,2023,1878232,25.7,23-09-2021,Yes,Petrol,Automatic,Coimbatore,998,1
VH11152,Fortuner,2014,3269791,22.4,08-04-2021,No,CNG,Automatic,Coimbatore,1998,4
VH11125,Swift,2021,2665885,11.3,22-03-2018,No,Petrol,Manual,Hyderabad,1497,3
VH11595,Thar,2020,2315074,23.5,18-10-2023,No,CNG,Automatic,Hyderabad,2184,3
VH10119,Baleno,2014,723332,15.5,11-01-2019,No,Petrol,Manual,Bangalore,1998,4
VH11250,Nexon,2013,2336503,19.8,14-12-2024,No,CNG,Manual,Hyderabad,2184,3
VH11994,Thar,2019,1909425,8.7,22-02-2023,No,Petrol,Manual,Pune,2184,4
VH10523,Nexon,2010,2326110,19.6,17-11-2025,Yes,Petrol,Automatic,Mumbai,1197,3
VH10514,Nexon,2015,4480266,8.3,22-03-2026,Yes,CNG,Automatic,Bangalore,998,4
VH10082,Thar,2023,1658097,9.5,04-06-2025,Yes,CNG,Manual,Bangalore,1197,3
VH10916,Seltos,2019,2022199,10.1,12-11-2025,Yes,Diesel,Automatic,Pune,1498,4
VH11019,Swift,2014,3779000,8.3,11-12-2021,Yes,Petrol,Automatic,Chennai,1498,1
VH10381,Swift,2025,2309606,15.9,06-04-2020,No,Diesel,Manual,Pune,1197,2
VH11030,Creta,2019,2738710,19.6,18-10-2022,No,Petrol,Automatic,Hyderabad,998,2
VH11689,Nexon,2018,3882334,18.5,02-11-2024,Yes,CNG,Automatic,Bangalore,1498,3
VH10085,Verna,2016,2875508,16.3,21-09-2021,Yes,CNG,Automatic,Pune,1197,4
VH11678,Creta,2022,2609608,9.7,22-01-2024,No,Petrol,Manual,Chennai,1497,3
VH10330,Thar,2014,901891,24.9,04-02-2024,No,Petrol,Automatic,Pune,1998,2
VH10007,Creta,2020,3688445,14.6,01-09-2021,Yes,Petrol,Manual,Mumbai,1498,4
VH10746,City,2020,2814399,27.8,18-01-2023,Yes,Petrol,Automatic,Coimbatore,2184,1
VH11554,City,2022,2006930,24.7,23-03-2024,No,Electric,Automatic,Bangalore,1998,2
VH10915,Thar,2021,1623173,11.3,21-11-2018,No,CNG,Automatic,Hyderabad,2184,4
VH10874,Swift,2021,2921158,13.5,02-04-2025,Yes,Electric,Automatic,Delhi,1498,4
VH10452,Creta,2015,1077567,22.8,01-05-2020,Yes,CNG,Automatic,Mumbai,1998,1
VH10491,Swift,2025,2656632,27.4,02-02-2020,No,Diesel,Manual,Delhi,998,2
VH11481,Baleno,2018,3900952,15.1,19-08-2023,Yes,Petrol,Automatic,Chennai,1197,2
VH10288,Seltos,2013,2030992,12.1,05-07-2020,Yes,Electric,Manual,Delhi,998,4
VH10949,Venue,2015,3939688,24.7,19-11-2025,No,CNG,Automatic,Mumbai,998,3
VH11986,Swift,2015,2494358,10.3,28-11-2022,No,CNG,Manual,Delhi,1498,4
VH11369,Swift,2021,2090146,21.3,26-05-2021,Yes,Petrol,Automatic,Mumbai,2184,2
VH11147,City,2016,2975032,13.1,22-10-2020,No,Electric,Manual,Pune,1197,1
VH10706,City,2015,582140,19.6,invalid_date,No,CNG,Manual,Chennai,1497,4
VH11727,Seltos,2014,617942,13.5,13-01-2022,Yes,Petrol,Manual,Coimbatore,998,3
VH11702,Nexon,2013,3320745,18.2,03-02-2023,Yes,CNG,Automatic,Hyderabad,1197,1
VH11629,City,2020,1646652,22.4,25-12-2018,Yes,CNG,Manual,Chennai,2184,3
VH11600,Venue,2018,2374520,11.0,01-08-2018,Yes,Diesel,Automatic,Mumbai,1998,3
VH11539,Venue,2022,3496247,10.7,26-01-2024,Yes,Electric,Automatic,Chennai,2184,1
VH11406,Baleno,2012,3361342,13.3,26-03-2018,Yes,Petrol,Automatic,Chennai,1497,3
VH11651,Venue,2023,2389632,15.0,21-12-2019,Yes,Electric,Automatic,Pune,1497,4
VH10328,Verna,2010,1084192,22.8,28-02-2020,No,Diesel,Automatic,Chennai,2184,1
VH10443,Swift,2019,2885171,18.0,24-06-2025,Yes,Diesel,Automatic,Chennai,998,2
VH10775,Swift,2012,3932403,22.4,27-05-2022,No,Diesel,Manual,Delhi,1998,4
VH11088,Swift,2020,2528531,10.1,22-08-2023,Yes,Electric,Automatic,Hyderabad,1197,3
VH11221,City,2014,878110,16.3,05-06-2024,Yes,Diesel,Automatic,Pune,1498,3
VH11636,Thar,2014,2993695,19.0,12-01-2022,No,CNG,Manual,Hyderabad,1998,1
VH10178,City,2018,2892316,23.7,20-06-2023,Yes,CNG,Automatic,Delhi,2184,1
VH11323,Creta,2021,4109395,8.4,22-08-2019,Yes,CNG,Automatic,Mumbai,1497,3
VH10705,City,2012,1782795,9.1,11-01-2018,Yes,Electric,Automatic,Mumbai,1998,3
VH10087,Creta,2021,1658311,23.7,09-11-2022,No,Petrol,Automatic,Hyderabad,2184,1
VH11884,Fortuner,2012,2898385,8.2,12-06-2024,No,Petrol,Manual,Mumbai,2184,1
VH11948,Venue,2025,4171240,19.2,05-01-2026,Yes,Electric,Automatic,Delhi,1498,1
VH10458,Creta,2024,3999100,12.7,11-08-2026,Yes,Diesel,Automatic,Delhi,1497,1
VH11829,Verna,2024,506251,9.3,04-06-2018,Yes,Electric,Automatic,Hyderabad,1497,3
VH10055,Verna,2015,1704355,16.2,02-12-2020,No,Petrol,Automatic,Hyderabad,1498,4
VH11502,Nexon,2012,2319450,10.3,01-01-2022,No,Petrol,Manual,Hyderabad,1197,2
VH10644,City,2012,3941141,9.1,07-10-2021,No,CNG,Automatic,Delhi,1497,1
VH10678,Swift,2016,3949244,20.1,30-07-2024,No,Diesel,Manual,Chennai,2184,1
VH10222,Thar,2013,1950824,27.1,14-01-2018,No,Diesel,Manual,Mumbai,1998,4
VH10114,Creta,2011,2663162,26.6,25-02-2018,Yes,Diesel,Manual,Pune,1199,3
VH10983,Creta,2021,1740351,10.5,22-09-2019,No,Electric,Manual,Pune,1199,1
VH11229,Seltos,2020,3834150,14.4,10-03-2022,No,Petrol,Automatic,Delhi,1498,1
VH11000,Thar,2013,2312755,11.8,24-05-2024,Yes,Petrol,Manual,Bangalore,1998,3
VH10175,Verna,2016,4177809,14.0,26-07-2022,No,Petrol,Manual,Bangalore,1497,3
VH10782,Verna,2012,2882985,27.3,26-08-2025,No,Diesel,Manual,Pune,2184,2
VH10590,Seltos,2024,3505228,11.6,11-05-2023,No,Electric,Manual,Delhi,998,3
VH11560,Verna,2010,1920179,14.4,13-11-2022,No,Petrol,Automatic,Hyderabad,998,3
VH10019,Venue,2022,1137393,23.0,28-12-2022,No,CNG,Automatic,Mumbai,1197,2
VH10424,Baleno,2017,3826362,21.3,03-05-2020,Yes,CNG,Manual,Hyderabad,2184,4
VH11344,City,2021,1427787,23.4,10-02-2021,No,Electric,Manual,Chennai,1197,4
VH10286,Verna,TwentyTwenty,447745,11.2,06-06-2019,Yes,Electric,Automatic,Mumbai,2184,1
VH11584,Seltos,2011,Unknown,21.0,18-12-2020,No,Diesel,Automatic,Bangalore,998,3
VH10429,Nexon,2017,2953528,14.7,14-05-2019,No,Electric,Automatic,Pune,1497,3
VH11510,Fortuner,2019,2088220,13.7,11-11-2019,No,Electric,Manual,Bangalore,1197,2
VH11319,Fortuner,2025,3311165,12.8,11-11-2021,No,Diesel,Manual,Coimbatore,1498,2
VH10670,Fortuner,2015,3501208,22.4,09-04-2019,No,CNG,Automatic,Hyderabad,1498,4
VH10032,Creta,2018,4230010,22.3,21-03-2020,Yes,Electric,Automatic,Mumbai,1497,2
VH10941,City,TwentyTwenty,1857009,14.8,12-01-2026,Yes,Diesel,Manual,Hyderabad,1197,2
VH10723,Swift,2010,595866,9.8,12-11-2022,Yes,Petrol,Manual,Hyderabad,1199,1
VH10995,Baleno,2019,4412732,16.4,02-10-2019,Yes,Diesel,Manual,Hyderabad,1197,1
VH10215,Thar,2011,1749991,18.9,17-01-2023,Yes,Diesel,Automatic,Hyderabad,2184,1
VH10814,Nexon,2024,1250922,9.3,22-03-2025,No,CNG,Automatic,Coimbatore,1199,1
VH10327,Swift,2014,4395077,20.5,24-04-2023,Yes,CNG,Manual,Delhi,1197,4
VH10561,Nexon,2011,2672948,15.8,02-06-2025,Yes,CNG,Manual,Coimbatore,1199,3
VH11113,Swift,2018,4475318,21.1,29-05-2020,No,CNG,Automatic,Delhi,1199,4
VH10701,Baleno,2012,2146585,13.7,27-11-2021,No,Electric,Manual,Chennai,998,1
VH11579,Thar,2015,706547,12.2,05-09-2025,Yes,Diesel,Automatic,Pune,1998,4
VH11190,Seltos,2012,534000,16.3,05-05-2022,No,CNG,Manual,Chennai,1197,3
VH10342,Thar,2012,3023408,12.1,03-04-2025,No,Diesel,Automatic,Bangalore,2184,4
VH10630,City,2019,988332,17.5,25-07-2023,No,CNG,Manual,Hyderabad,1497,4
VH10148,Thar,2016,3506943,9.9,05-04-2024,Yes,Electric,Automatic,Delhi,1197,3
VH11310,Creta,2012,4164856,25.8,18-02-2025,Yes,Diesel,Automatic,Mumbai,998,4
VH10361,Nexon,2012,2870115,27.5,15-06-2019,No,Diesel,Manual,Hyderabad,1199,2
VH10084,Swift,2018,1594315,19.9,07-12-2019,No,Petrol,Automatic,Pune,1998,2
VH10049,Baleno,2012,4326390,21.4,27-10-2021,No,Petrol,Automatic,Delhi,1497,3
VH10469,Creta,2013,2481533,19.5,07-01-2026,Yes,Electric,Automatic,Delhi,1197,2
VH10156,Seltos,2014,1044748,24.6,invalid_date,Yes,Petrol,Manual,Pune,1197,2
VH10773,Swift,2020,2304517,25.4,18-04-2020,Yes,Diesel,Manual,Bangalore,998,4
VH11240,Venue,2025,893731,19.7,28-09-2020,No,CNG,Automatic,Delhi,1199,3
VH11201,Thar,2018,1008092,24.9,28-07-2026,No,Petrol,Manual,Delhi,998,2
VH11403,Seltos,2012,883510,25.1,20-02-2019,No,CNG,Automatic,Coimbatore,1199,2
VH11203,Fortuner,2021,899792,22.2,30-11-2022,Yes,CNG,Manual,Delhi,998,4
VH11631,Baleno,2020,2280407,17.3,03-03-2019,No,Electric,Manual,Delhi,1497,1
VH10501,Thar,2010,304138,14.4,15-07-2021,No,Diesel,Automatic,Pune,2184,2
VH11765,Seltos,2015,3177448,17.2,21-12-2024,Yes,Diesel,Manual,Delhi,1497,3
VH10180,Venue,2014,4276765,20.7,13-09-2025,Yes,Diesel,Manual,Delhi,2184,4
VH11048,Baleno,2010,1437613,24.7,24-02-2019,Yes,Electric,Automatic,Delhi,1497,3
VH11756,Swift,2014,4046962,8.8,21-03-2020,Yes,CNG,Automatic,Coimbatore,1998,1
VH10951,Baleno,2020,1904243,27.5,01-10-2022,No,Diesel,Manual,Chennai,1998,1
VH11317,Creta,2014,4391373,21.7,11-02-2022,Yes,CNG,Automatic,Chennai,2184,3
VH11620,Fortuner,2022,2755918,25.9,08-02-2020,Yes,Electric,Manual,Delhi,1998,2
VH10529,Fortuner,TwentyTwenty,726674,20.5,30-07-2020,No,Petrol,Manual,Mumbai,1998,4
VH10347,Creta,2014,2368671,27.3,11-05-2024,No,Electric,Manual,Hyderabad,2184,1
VH11388,Verna,2010,626284,9.5,22-01-2019,No,Petrol,Manual,Bangalore,2184,1
VH11961,Swift,2012,3701461,25.6,31-01-2026,No,Petrol,Manual,Pune,1497,3
VH11051,Swift,2017,2415226,25.0,23-04-2020,Yes,Electric,Manual,Hyderabad,2184,2
VH11973,Creta,2016,4497099,15.7,15-07-2025,Yes,Petrol,Manual,Coimbatore,1498,1
VH11442,Venue,2017,1650850,14.7,15-12-2024,Yes,Petrol,Manual,Mumbai,1199,1
VH10602,Venue,2014,1862518,17.5,19-08-2023,No,CNG,Manual,Hyderabad,1497,3
VH11282,Verna,2012,3635379,18.9,01-02-2025,Yes,Electric,Manual,Chennai,2184,2
VH10244,Verna,2021,4362224,14.7,03-02-2021,No,Diesel,Manual,Hyderabad,998,2
VH11337,City,2017,3768282,14.2,03-06-2025,Yes,Electric,Manual,Bangalore,1498,3
VH11068,Baleno,2023,2682962,26.2,29-09-2019,Yes,Electric,Automatic,Bangalore,998,1
VH11476,Creta,2016,2950432,22.8,28-07-2026,No,Diesel,Automatic,Mumbai,2184,3
VH10313,Thar,2016,1902970,27.2,16-11-2022,No,Electric,Automatic,Delhi,1498,2
VH10436,Swift,2024,3768582,21.2,23-07-2021,No,Petrol,Automatic,Delhi,1497,2
VH11899,Nexon,2024,687773,27.6,09-06-2021,No,CNG,Automatic,Pune,2184,2
VH11329,Baleno,2018,4435316,21.6,14-04-2024,Yes,Diesel,Manual,Bangalore,2184,3
VH10309,Baleno,2022,3539254,22.9,17-04-2022,Yes,Electric,Manual,Hyderabad,1498,4
VH10431,Nexon,2024,1813083,12.0,12-07-2025,Yes,CNG,Manual,Coimbatore,1498,4
VH10661,Seltos,2019,3750087,27.8,10-11-2021,No,Electric,Manual,Delhi,998,2
VH10371,Nexon,2010,3975002,27.5,30-10-2019,No,Electric,Manual,Bangalore,1199,1
VH10567,Fortuner,2011,3232977,21.5,17-12-2024,No,Diesel,Automatic,Hyderabad,2184,1
VH10980,Seltos,2018,1617621,22.3,11-11-2024,Yes,Petrol,Manual,Chennai,1498,3
VH10182,Seltos,2011,3222705,9.4,05-02-2025,No,Diesel,Automatic,Hyderabad,1197,4
VH11363,Verna,2016,2512809,27.2,26-02-2024,No,Electric,Manual,Hyderabad,2184,3
VH10622,Venue,2018,1321436,16.4,08-08-2023,Yes,CNG,Manual,Delhi,2184,4
VH10819,Swift,2014,3299610,8.6,03-09-2024,Yes,CNG,Automatic,Hyderabad,1998,1
VH11193,Seltos,2014,3323504,24.4,09-12-2022,Yes,Petrol,Manual,Hyderabad,1497,3
VH10953,Verna,2012,1005356,24.4,18-08-2022,No,Diesel,Manual,Delhi,1199,4
VH11422,Verna,2021,1717231,10.5,23-10-2022,No,Petrol,Automatic,Bangalore,1498,1
VH11841,Fortuner,2010,3135623,13.3,16-06-2020,Yes,CNG,Automatic,Hyderabad,1199,2
VH10923,Nexon,2011,2145700,25.4,25-06-2020,No,Petrol,Automatic,Delhi,1197,1
VH11074,Venue,2016,4181143,19.9,26-08-2026,Yes,Petrol,Manual,Delhi,1197,1
VH10297,Seltos,2024,2663128,14.6,31-07-2024,No,CNG,Manual,Pune,998,2
VH10967,Venue,2013,4398535,16.5,17-03-2023,No,CNG,Manual,Coimbatore,1199,2
VH10462,Swift,2018,4294420,10.1,07-02-2020,Yes,Electric,Manual,Chennai,1498,3
VH11303,Seltos,2025,2643136,11.5,15-10-2025,No,CNG,Manual,Delhi,1497,3
VH11177,Thar,2016,2305534,10.7,04-09-2024,No,CNG,Manual,Delhi,1199,2
VH10378,City,2010,319477,14.6,04-07-2025,Yes,Petrol,Manual,Coimbatore,998,4
VH10799,Baleno,2016,4145474,17.8,13-02-2020,No,Electric,Manual,Pune,1998,2
VH11103,Fortuner,2021,650679,23.9,20-01-2023,No,Electric,Automatic,Bangalore,1497,4
VH10106,Seltos,2021,979447,8.0,17-12-2019,Yes,Diesel,Manual,Hyderabad,1197,3
VH10127,Nexon,2013,3072605,11.8,17-03-2025,No,CNG,Manual,Chennai,1497,4
VH11996,Creta,2017,1839663,22.6,23-08-2018,Yes,CNG,Automatic,Pune,1497,3
VH10839,Nexon,2018,703157,27.5,13-01-2018,No,CNG,Automatic,Delhi,1498,3
VH10356,Venue,2013,4256778,16.9,25-02-2021,No,CNG,Manual,Mumbai,1199,2
VH11617,Thar,2024,4075702,unknown,26-03-2021,No,Electric,Manual,Delhi,1199,3
VH10683,Baleno,2012,1765915,23.2,28-06-2020,Yes,CNG,Automatic,Pune,2184,3
VH10813,City,2018,2222967,21.5,23-03-2025,No,CNG,automatic,Pune,2184,3
VH11681,Creta,2021,2693365,23.7,09-06-2023,No,CNG,Manual,Coimbatore,998,2
VH10210,Creta,2018,3197706,18.1,29-10-2020,No,Petrol,Manual,Pune,1497,4
VH11493,Creta,2011,1486837,26.5,23-07-2018,Yes,Electric,Automatic,Coimbatore,2184,2
VH10141,Fortuner,2012,3498156,17.7,23-05-2020,No,Petrol,Manual,Coimbatore,1497,1
VH11975,Fortuner,2010,1871480,23.0,28-02-2023,No,Electric,Manual,Pune,1199,4
VH11340,City,2024,1661425,24.2,17-06-2024,Yes,Diesel,Automatic,Bangalore,1199,2
VH11798,Thar,2021,1788543,26.3,17-06-2019,Yes,Electric,Automatic,Coimbatore,1197,1
VH11575,Baleno,2022,2974415,21.8,21-02-2025,No,Diesel,Manual,Pune,1498,2
VH11182,Thar,2013,3259470,10.0,27-05-2023,No,Petrol,Automatic,Mumbai,2184,2
VH11394,City,2017,806995,18.0,16-06-2020,Yes,Diesel,Automatic,Chennai,1498,2
VH11816,Venue,2018,2363729,19.2,03-09-2023,No,Electric,Manual,Pune,1498,1
VH10712,Venue,2015,4177590,14.3,08-08-2019,Yes,Electric,Automatic,Coimbatore,2184,2
VH11794,Verna,2012,1507739,15.9,19-05-2021,No,CNG,Manual,Pune,2184,1
VH10893,Swift,2014,4289284,25.4,09-09-2022,Yes,Diesel,Automatic,Chennai,1498,1
VH10860,Thar,2024,1699769,14.1,16-05-2022,No,Electric,Automatic,Delhi,1998,4
VH10011,Nexon,2023,3633178,10.4,26-07-2025,Yes,Diesel,Automatic,Coimbatore,998,3
VH11695,Swift,2023,3654513,13.6,31-07-2025,Yes,Petrol,Automatic,Delhi,1998,1
VH11428,Thar,2010,2771321,18.1,09-12-2019,No,CNG,Automatic,Mumbai,1498,1
VH10283,Venue,2014,2313148,N/A,05-06-2022,No,Electric,Manual,Chennai,1998,1
VH10811,Creta,2021,3371640,20.1,27-04-2019,Yes,Electric,Automatic,Bangalore,1498,3
VH11342,Creta,2021,3257498,26.9,14-02-2020,Yes,Electric,Manual,Bangalore,1998,3
VH10292,Creta,2016,2283044,19.1,20-07-2025,Yes,Diesel,Automatic,Delhi,1998,2
VH10755,Seltos,2019,2332709,17.7,02-04-2018,No,CNG,Automatic,Bangalore,1197,2
VH10627,Nexon,2013,784273,24.0,06-02-2019,No,CNG,Manual,Delhi,1199,2
VH10944,Verna,2015,416841,13.6,25-05-2021,Yes,CNG,Automatic,Hyderabad,2184,2
VH10862,Verna,2011,788051,13.9,09-12-2019,Yes,Diesel,Manual,Hyderabad,1197,2
VH10130,Baleno,2011,4156756,24.0,05-09-2020,No,Electric,Automatic,Chennai,1498,2
