Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Level,Years_In_Current_Role,Job_Satisfaction,Work_Hours_Per_Week,Projects_Completed,Training_Hours,Overtime,Department,Job_Role,Education_Level,Marital_Status,Attrition
EMP101475,58,,1,3,1,4.0,38,6,11.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP101476,21,72374.0,2,1,2,5.0,36,7,62.0,No,Sales,Financial Analyst,Bachelor,Single,0
EMP101477,51,44533.0,4,1,4,3.0,46,6,69.0,No,IT,Software Engineer,High School,Divorced,0
EMP101478,32,28924.0,9,1,4,3.0,48,6,11.0,Yes,IT,Software Engineer,Bachelor,Single,0
EMP101479,46,77472.0,6,4,3,3.0,38,4,39.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP101480,60,32841.0,7,2,1,1.0,47,2,6.0,Yes,Finance,Software Engineer,High School,Single,0
EMP101481,36,69392.0,3,3,1,5.0,37,7,46.0,No,Research & Development,HR Specialist,Diploma,Married,0
EMP101482,59,85215.0,1,2,1,5.0,34,5,49.0,Yes,Research & Development,Project Manager,Bachelor,Single,0
EMP101483,50,46449.0,6,2,2,2.0,45,4,35.0,No,Research & Development,Software Engineer,Master,Married,0
EMP101484,53,93634.0,4,2,4,1.0,37,4,39.0,No,IT,Project Manager,Doctorate,Married,0
EMP101485,43,68315.0,3,5,1,5.0,36,4,25.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP101486,54,40213.0,4,3,4,5.0,36,3,36.0,No,Research & Development,Software Engineer,Master,Divorced,0
EMP101487,25,103335.0,2,3,2,2.0,40,3,46.0,No,Research & Development,Research Scientist,Bachelor,Single,0
EMP101488,38,32904.0,2,1,2,4.0,33,1,32.0,Yes,Research & Development,Project Manager,Bachelor,Married,0
EMP101489,49,46424.0,5,2,5,4.0,45,4,53.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP101490,26,50124.0,6,2,3,1.0,44,8,25.0,Yes,IT,Research Scientist,Master,Single,0
EMP101491,29,72218.0,1,4,1,3.0,44,1,30.0,No,Research & Development,Research Scientist,High School,Married,0
EMP101492,60,90856.0,3,2,3,2.0,48,3,5.0,No,Research & Development,Financial Analyst,Bachelor,Married,0
EMP101493,51,88331.0,3,2,3,2.0,47,7,70.0,No,Research & Development,Sales Executive,Master,Married,0
EMP101494,53,60826.0,11,2,3,5.0,37,2,5.0,Yes,Research & Development,Software Engineer,Doctorate,Single,0
EMP101495,47,48483.0,7,1,2,5.0,45,8,52.0,,Finance,Sales Executive,Master,Married,0
EMP101496,34,24183.0,7,1,2,2.0,48,7,41.0,No,IT,Sales Executive,Diploma,Single,0
EMP101497,49,30446.0,3,4,3,3.0,46,8,35.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP101498,56,121794.0,2,2,2,4.0,46,7,,No,IT,Research Scientist,Bachelor,Single,0
EMP101499,48,24073.0,2,4,1,1.0,41,6,28.0,,Research & Development,Financial Analyst,Doctorate,Married,0
EMP101500,41,38641.0,9,4,3,4.0,39,4,29.0,No,IT,Software Engineer,Master,Single,0
EMP101501,23,92057.0,1,2,1,1.0,41,3,27.0,No,,Research Scientist,High School,Divorced,0
EMP101502,39,60443.0,13,2,2,3.0,39,4,5.0,No,Research & Development,Financial Analyst,Diploma,Married,0
EMP101503,51,83509.0,4,1,4,2.0,47,0,44.0,Yes,Human Resources,Research Scientist,Master,Married,0
EMP101504,55,70218.0,13,4,1,3.0,43,7,45.0,No,IT,Research Scientist,Doctorate,Single,0
EMP101505,23,106553.0,9,2,7,2.0,46,4,30.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP101506,46,62820.0,1,2,1,5.0,35,6,34.0,No,Sales,Financial Analyst,Master,Single,0
EMP101507,36,74135.0,2,2,2,1.0,40,4,44.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP101508,31,39703.0,5,2,0,5.0,37,5,14.0,Yes,Research & Development,Project Manager,High School,Single,0
EMP101509,41,71606.0,3,2,3,2.0,34,2,11.0,No,Finance,Project Manager,Master,Divorced,0
EMP101510,36,46020.0,6,2,6,1.0,43,2,35.0,No,Research & Development,Software Engineer,Master,Married,1
EMP101511,29,44855.0,17,3,1,1.0,37,5,30.0,Yes,IT,Software Engineer,High School,Married,0
EMP101512,20,82266.0,12,4,2,5.0,40,3,29.0,No,Research & Development,Financial Analyst,Diploma,Married,0
EMP101513,41,82522.0,3,2,2,1.0,37,7,44.0,No,Research & Development,Research Scientist,Doctorate,Married,0
EMP101514,45,117582.0,14,2,2,2.0,40,7,29.0,No,Finance,Research Scientist,Bachelor,Married,0
EMP101515,37,114183.0,3,4,3,2.0,45,5,42.0,No,Sales,Financial Analyst,Master,Married,0
EMP101516,33,83107.0,4,1,2,5.0,37,3,62.0,No,Sales,Software Engineer,Bachelor,Single,0
EMP101517,48,25359.0,6,4,1,3.0,40,1,66.0,No,Sales,Research Scientist,Bachelor,Married,0
EMP101518,31,125185.0,5,1,0,2.0,45,7,48.0,No,Sales,Sales Executive,Bachelor,Divorced,0
EMP101519,55,83131.0,11,3,1,2.0,45,4,5.0,Yes,Human Resources,Sales Executive,Master,Divorced,0
EMP101520,54,38966.0,13,2,8,1.0,40,0,44.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP101521,31,76351.0,6,2,4,1.0,43,1,58.0,Yes,IT,Sales Executive,Bachelor,Single,0
EMP101522,26,34486.0,1,4,1,2.0,46,5,39.0,No,IT,Software Engineer,Master,Married,0
EMP101523,48,72655.0,12,1,2,5.0,37,8,25.0,No,Research & Development,Research Scientist,Master,Single,0
EMP101524,30,30417.0,12,2,7,3.0,38,10,29.0,No,Sales,Sales Executive,Bachelor,Single,0
EMP101525,52,38231.0,4,2,4,1.0,40,4,53.0,No,Research & Development,Sales Executive,Bachelor,Single,0
EMP101526,25,75702.0,1,3,1,1.0,44,5,27.0,Yes,Finance,Sales Executive,Diploma,Single,0
EMP101527,34,89133.0,1,1,1,3.0,43,8,21.0,No,Human Resources,Research Scientist,,Single,0
EMP101528,51,63674.0,2,3,2,1.0,42,4,25.0,No,Sales,Sales Executive,Master,Married,0
EMP101529,30,48354.0,4,2,1,5.0,37,6,36.0,No,Sales,HR Specialist,Master,Single,0
EMP101530,42,21235.0,11,1,3,1.0,46,6,32.0,Yes,Sales,Research Scientist,Diploma,Single,0
EMP101531,45,50063.0,8,3,3,1.0,40,5,11.0,No,Research & Development,Sales Executive,Doctorate,Single,0
EMP101532,53,69923.0,9,1,2,2.0,41,6,29.0,No,Research & Development,Sales Executive,Diploma,Married,1
EMP101533,53,47693.0,6,2,0,5.0,43,9,63.0,Yes,Finance,Project Manager,Diploma,Married,0
EMP101534,48,54444.0,5,1,4,5.0,52,4,38.0,No,Sales,Sales Executive,Diploma,Married,0
EMP101535,23,50593.0,5,2,2,2.0,39,5,44.0,,Sales,Financial Analyst,Doctorate,Divorced,0
EMP101536,36,47587.0,2,3,2,4.0,39,4,14.0,Yes,IT,Software Engineer,Bachelor,Divorced,0
EMP101537,54,56910.0,2,2,2,3.0,40,7,45.0,Yes,IT,Software Engineer,Bachelor,Married,0
EMP101538,32,48648.0,4,2,4,5.0,48,9,58.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP101539,60,105300.0,3,2,3,4.0,43,5,40.0,No,Finance,Research Scientist,Doctorate,Single,0
EMP101540,58,20378.0,5,1,5,3.0,44,6,17.0,No,Research & Development,Research Scientist,Master,Single,0
EMP101541,34,43022.0,10,2,2,5.0,46,3,45.0,No,IT,Financial Analyst,Bachelor,Married,0
EMP101542,48,37178.0,2,5,1,1.0,48,6,47.0,No,IT,Project Manager,High School,Single,0
EMP101543,48,60699.0,3,4,3,5.0,39,5,24.0,Yes,IT,Research Scientist,Master,Married,0
EMP101544,30,56943.0,8,1,2,3.0,45,4,51.0,No,Sales,Project Manager,Master,Single,0
EMP101545,51,114128.0,8,1,5,4.0,48,6,42.0,No,Research & Development,Sales Executive,Master,Single,0
EMP101546,21,132336.0,6,4,1,1.0,43,7,5.0,No,Sales,Software Engineer,Master,Single,0
EMP101547,33,38840.0,5,2,4,3.0,38,5,26.0,No,Human Resources,Financial Analyst,Bachelor,Married,0
EMP101548,39,55012.0,4,2,3,3.0,37,5,30.0,,Sales,Research Scientist,Master,Single,0
EMP101549,41,60080.0,5,3,5,5.0,44,6,34.0,No,Human Resources,Research Scientist,Master,Married,0
EMP101550,30,38410.0,14,2,4,2.0,36,1,35.0,Yes,Sales,Research Scientist,Master,Divorced,0
EMP101551,46,72974.0,1,2,1,2.0,38,5,47.0,Yes,Finance,Sales Executive,Bachelor,Single,0
EMP101552,22,49380.0,4,5,4,1.0,40,2,47.0,No,Finance,Sales Executive,Master,Married,0
EMP101553,36,34018.0,2,3,0,3.0,43,6,59.0,Yes,Sales,Sales Executive,Master,Married,0
EMP101554,47,48498.0,7,1,5,4.0,45,5,40.0,No,Finance,Software Engineer,Master,Married,0
EMP101555,48,35106.0,5,1,5,1.0,38,2,57.0,No,Sales,Sales Executive,,Married,0
EMP101556,40,87691.0,3,1,3,1.0,36,3,49.0,Yes,Sales,Sales Executive,High School,Married,0
EMP101557,35,129416.0,4,3,4,5.0,46,5,53.0,Yes,Research & Development,HR Specialist,Bachelor,Married,0
EMP101558,56,61406.0,7,2,4,4.0,45,3,59.0,No,Research & Development,Sales Executive,Master,Divorced,0
EMP101559,39,57824.0,4,1,2,3.0,44,10,30.0,Yes,Sales,Research Scientist,Diploma,Married,0
EMP101560,25,58905.0,7,5,3,3.0,44,8,34.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP101561,38,93629.0,4,1,2,3.0,40,4,5.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP101562,24,92726.0,12,1,1,1.0,41,8,52.0,Yes,IT,Project Manager,Master,Single,0
EMP101563,22,52211.0,12,1,2,5.0,42,3,50.0,Yes,Research & Development,Sales Executive,Diploma,Divorced,0
EMP101564,20,61621.0,3,1,3,1.0,38,5,37.0,No,Research & Development,Project Manager,Master,Single,0
EMP101565,57,73775.0,4,2,4,2.0,44,4,47.0,No,Human Resources,Financial Analyst,Bachelor,Single,0
EMP101566,34,32963.0,2,4,2,2.0,43,4,51.0,No,Finance,Project Manager,Master,Married,0
EMP101567,53,94917.0,8,4,6,3.0,41,6,35.0,Yes,Sales,Financial Analyst,Master,Married,0
EMP101568,54,120062.0,8,2,4,5.0,47,10,41.0,No,Sales,Financial Analyst,Master,Married,0
EMP101569,44,92907.0,4,2,4,,41,4,35.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP101570,43,31400.0,7,2,3,3.0,45,8,34.0,No,Human Resources,Financial Analyst,Diploma,Married,0
EMP101571,31,22665.0,4,1,4,1.0,36,8,25.0,Yes,Sales,Research Scientist,Diploma,Married,0
EMP101572,37,75661.0,4,1,2,3.0,46,6,14.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP101573,34,39066.0,8,4,3,3.0,45,5,16.0,Yes,Sales,Sales Executive,Master,Married,0
EMP101574,35,62586.0,2,1,2,5.0,53,5,34.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP101575,46,109744.0,6,1,1,5.0,50,7,18.0,No,Research & Development,HR Specialist,,Married,0
EMP101576,27,40923.0,3,2,1,5.0,47,5,21.0,No,Finance,Financial Analyst,Bachelor,Single,0
EMP101577,44,46406.0,13,2,1,3.0,39,6,23.0,No,Research & Development,Software Engineer,Master,Single,0
EMP101578,36,62294.0,4,1,4,5.0,38,8,31.0,No,Human Resources,Sales Executive,High School,Single,0
EMP101579,48,30675.0,4,1,4,5.0,38,7,52.0,No,Human Resources,Sales Executive,Bachelor,Married,0
EMP101580,27,39107.0,4,2,4,4.0,45,6,5.0,Yes,Research & Development,Sales Executive,Bachelor,Married,0
EMP101581,34,55619.0,2,3,2,4.0,48,6,36.0,No,Sales,Sales Executive,Bachelor,Single,0
EMP101582,46,48045.0,2,1,2,,36,4,21.0,No,Finance,Software Engineer,Bachelor,Divorced,0
EMP101583,26,72321.0,10,2,1,1.0,38,2,34.0,No,IT,HR Specialist,High School,Married,0
EMP101584,22,190952.0,2,2,2,1.0,42,4,26.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP101585,48,57509.0,3,4,2,5.0,36,2,32.0,No,Sales,Sales Executive,Bachelor,Single,0
EMP101586,43,37659.0,4,2,1,2.0,40,7,12.0,Yes,Human Resources,Financial Analyst,Master,Single,0
EMP101587,22,104120.0,4,1,1,2.0,48,3,41.0,No,Research & Development,Software Engineer,Master,Single,0
EMP101588,39,26906.0,5,2,2,4.0,46,2,36.0,No,Sales,HR Specialist,High School,Single,1
EMP101589,34,29439.0,7,3,7,2.0,46,4,37.0,,IT,Software Engineer,Bachelor,Single,0
EMP101590,44,42078.0,10,1,1,3.0,37,4,50.0,Yes,Human Resources,Research Scientist,Master,Married,0
EMP101591,49,48426.0,4,2,1,5.0,33,2,14.0,No,Finance,Sales Executive,Bachelor,Married,0
EMP101592,33,41627.0,1,1,1,3.0,40,6,19.0,Yes,Finance,HR Specialist,Bachelor,Married,0
EMP101593,26,54226.0,6,1,2,1.0,30,5,60.0,Yes,Research & Development,Research Scientist,Diploma,Married,0
EMP101594,36,62238.0,4,2,4,4.0,44,4,43.0,Yes,Research & Development,Research Scientist,Diploma,Single,0
EMP101595,39,88976.0,3,2,2,3.0,46,5,6.0,No,Sales,Software Engineer,Bachelor,Single,0
EMP101596,55,57304.0,3,4,1,5.0,38,4,32.0,No,Finance,Research Scientist,Master,Divorced,0
EMP101597,28,42711.0,11,3,2,3.0,45,1,51.0,Yes,Research & Development,Project Manager,High School,Single,0
EMP101598,57,86828.0,4,2,3,3.0,45,4,66.0,No,Human Resources,Sales Executive,Bachelor,Married,0
EMP101599,41,38068.0,2,2,2,2.0,36,9,58.0,Yes,Research & Development,Financial Analyst,Doctorate,Married,0
EMP101600,21,26381.0,6,2,1,4.0,40,5,28.0,No,Human Resources,Sales Executive,Master,Single,0
EMP101601,43,94634.0,10,1,4,1.0,40,4,33.0,No,Human Resources,Software Engineer,Bachelor,Single,0
EMP101602,27,91943.0,2,4,2,5.0,47,8,8.0,No,Finance,HR Specialist,High School,Married,0
EMP101603,30,38505.0,10,5,7,5.0,46,5,37.0,No,Sales,Research Scientist,Bachelor,Single,0
EMP101604,32,45958.0,1,1,1,1.0,45,6,38.0,Yes,Human Resources,HR Specialist,Diploma,Married,1
EMP101605,36,36405.0,5,1,1,5.0,39,2,49.0,No,IT,Project Manager,Master,Single,0
EMP101606,27,63708.0,7,1,2,2.0,49,5,5.0,No,Sales,Project Manager,Master,Married,0
EMP101607,40,119912.0,3,3,0,3.0,43,5,21.0,Yes,IT,Project Manager,Master,Single,0
EMP101608,37,75462.0,2,3,1,2.0,44,4,32.0,Yes,Sales,Research Scientist,Master,Single,0
EMP101609,49,87655.0,3,4,3,2.0,51,3,48.0,Yes,IT,Software Engineer,Bachelor,Single,1
EMP101610,37,79536.0,11,3,4,2.0,45,4,29.0,No,IT,Software Engineer,High School,Married,0
EMP101611,50,54997.0,6,2,4,1.0,41,5,70.0,No,Finance,Research Scientist,Bachelor,Married,0
EMP101612,57,89554.0,1,3,1,4.0,40,7,19.0,Yes,Sales,Research Scientist,Master,Married,0
EMP101613,51,76907.0,13,3,1,1.0,33,5,28.0,Yes,Sales,Project Manager,Bachelor,Married,0
EMP101614,30,105118.0,3,2,3,1.0,34,8,19.0,No,Research & Development,Research Scientist,Master,Married,0
EMP101615,44,44725.0,5,2,3,2.0,46,4,32.0,No,Finance,Software Engineer,Doctorate,Married,1
EMP101616,52,25158.0,7,3,1,4.0,32,5,42.0,Yes,Sales,HR Specialist,Bachelor,Single,0
EMP101617,57,88032.0,7,2,7,1.0,47,1,38.0,Yes,Research & Development,Sales Executive,Bachelor,Married,0
EMP101618,60,64375.0,3,3,3,4.0,46,5,22.0,Yes,Finance,Sales Executive,Bachelor,Married,0
EMP101619,27,48140.0,6,3,5,2.0,38,7,53.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP101620,30,49366.0,6,3,3,1.0,43,3,56.0,No,IT,Sales Executive,Diploma,Married,0
EMP101621,41,173633.0,5,3,1,4.0,45,6,25.0,No,Research & Development,Financial Analyst,Bachelor,Married,0
EMP101622,43,41196.0,13,2,2,5.0,42,10,81.0,Yes,Research & Development,Sales Executive,Diploma,Single,0
EMP101623,60,37463.0,3,3,3,1.0,48,4,18.0,No,Human Resources,Research Scientist,High School,Married,1
EMP101624,36,,2,2,2,1.0,35,5,36.0,Yes,IT,HR Specialist,Diploma,Married,0
EMP101625,31,93555.0,6,1,1,1.0,45,8,36.0,Yes,Sales,Financial Analyst,Doctorate,Single,0
EMP101626,51,153333.0,6,1,5,4.0,39,7,18.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP101627,34,73932.0,7,2,3,3.0,33,10,38.0,No,IT,Software Engineer,Diploma,Divorced,0
EMP101628,35,31052.0,2,2,2,1.0,36,3,33.0,No,Sales,Financial Analyst,Master,Single,0
EMP101629,41,133516.0,6,5,2,5.0,39,5,41.0,No,Sales,Sales Executive,Bachelor,Single,0
EMP101630,47,54520.0,1,2,0,5.0,42,8,35.0,No,Research & Development,Financial Analyst,Diploma,Single,0
EMP101631,39,37727.0,3,2,2,2.0,37,6,47.0,No,IT,Project Manager,Master,Married,0
EMP101632,52,33839.0,2,1,2,3.0,39,5,44.0,Yes,Sales,Financial Analyst,Diploma,Married,0
EMP101633,29,80132.0,10,1,1,3.0,40,1,20.0,No,Sales,Software Engineer,High School,Single,0
EMP101634,59,61240.0,2,3,2,4.0,38,5,30.0,No,Human Resources,Sales Executive,Diploma,Married,0
EMP101635,51,64239.0,6,1,3,2.0,39,3,23.0,Yes,Research & Development,Software Engineer,Master,Married,0
EMP101636,52,98127.0,1,3,1,4.0,45,2,60.0,No,Research & Development,Software Engineer,Master,Divorced,0
EMP101637,21,38335.0,1,3,1,2.0,50,4,49.0,No,IT,Research Scientist,Master,Married,0
EMP101638,52,101708.0,3,2,1,3.0,43,10,40.0,Yes,Research & Development,Software Engineer,Master,Married,0
EMP101639,52,43541.0,1,4,1,4.0,43,4,43.0,Yes,Human Resources,Sales Executive,High School,Single,0
EMP101640,60,145640.0,4,2,4,2.0,42,3,33.0,No,Research & Development,Financial Analyst,Master,Single,0
EMP101641,32,72007.0,4,2,4,3.0,40,4,37.0,No,IT,Project Manager,Bachelor,Married,0
EMP101642,49,36351.0,2,4,2,3.0,45,4,24.0,Yes,Research & Development,Financial Analyst,Doctorate,Single,0
EMP101643,52,22107.0,5,4,2,1.0,47,7,25.0,Yes,Finance,Software Engineer,Master,Married,1
EMP101644,32,79150.0,1,1,1,4.0,36,3,44.0,No,Sales,Software Engineer,Master,Married,0
EMP101645,45,46477.0,15,1,4,1.0,47,4,19.0,Yes,Research & Development,Sales Executive,Master,Divorced,0
EMP101646,41,51281.0,9,1,1,3.0,50,4,24.0,No,Research & Development,HR Specialist,Bachelor,Married,0
EMP101647,58,77643.0,2,2,2,4.0,37,4,32.0,No,Sales,Financial Analyst,Bachelor,Single,0
EMP101648,21,86662.0,8,5,1,4.0,47,9,12.0,Yes,Research & Development,Research Scientist,Doctorate,Single,0
EMP101649,57,95393.0,5,2,2,5.0,50,6,50.0,No,Sales,Research Scientist,Master,Single,0
EMP101650,58,32416.0,5,2,5,2.0,46,2,45.0,No,IT,Financial Analyst,Bachelor,Divorced,0
EMP101651,45,104479.0,2,4,1,5.0,41,8,41.0,No,Human Resources,Sales Executive,Bachelor,Married,0
EMP101652,34,42384.0,2,2,2,5.0,46,5,29.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP101653,53,19926.0,2,2,2,3.0,38,5,53.0,Yes,,Software Engineer,Master,Single,0
EMP101654,59,32364.0,6,5,2,2.0,40,8,41.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP101655,30,60670.0,3,4,1,5.0,38,7,50.0,Yes,Research & Development,Project Manager,Bachelor,Married,0
EMP101656,22,35405.0,2,4,2,5.0,35,6,51.0,Yes,Research & Development,Project Manager,Bachelor,Single,0
EMP101657,25,52864.0,9,2,4,4.0,42,8,28.0,Yes,Sales,Software Engineer,Bachelor,Married,0
EMP101658,28,64042.0,2,3,1,3.0,44,3,22.0,No,Sales,Software Engineer,Doctorate,Single,0
EMP101659,25,50689.0,5,1,2,5.0,45,4,20.0,No,IT,Research Scientist,Diploma,Single,0
EMP101660,28,44030.0,2,2,2,2.0,30,4,36.0,No,Sales,Project Manager,Doctorate,Single,0
EMP101661,58,31328.0,1,5,1,1.0,43,3,5.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP101662,50,55546.0,9,2,9,1.0,42,3,19.0,No,Finance,Project Manager,Bachelor,Single,1
EMP101663,51,21717.0,2,3,2,3.0,37,3,25.0,,Research & Development,Software Engineer,,Married,0
EMP101664,60,40392.0,10,2,3,1.0,40,1,26.0,No,Human Resources,Project Manager,Master,Single,0
EMP101665,31,36228.0,4,1,4,4.0,46,6,44.0,No,Sales,Financial Analyst,High School,Married,0
EMP101666,27,49383.0,4,3,4,4.0,42,3,13.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP101667,27,49966.0,7,1,2,2.0,42,1,10.0,Yes,Human Resources,Project Manager,Bachelor,Married,0
EMP101668,47,84717.0,7,3,2,3.0,46,3,10.0,Yes,Sales,Software Engineer,Master,Married,0
EMP101669,39,112157.0,5,1,2,3.0,54,3,43.0,Yes,Research & Development,Financial Analyst,Master,Divorced,1
EMP101670,26,33259.0,3,5,3,1.0,41,9,26.0,Yes,Research & Development,HR Specialist,Diploma,Married,0
EMP101671,30,134843.0,6,2,4,5.0,43,4,26.0,No,Finance,Project Manager,High School,Single,0
EMP101672,39,38731.0,7,1,0,5.0,38,5,61.0,No,Sales,Research Scientist,Diploma,Married,0
EMP101673,35,59440.0,1,1,1,5.0,53,5,42.0,No,IT,Software Engineer,Bachelor,Single,0
EMP101674,23,69215.0,4,5,4,2.0,39,7,24.0,No,,Financial Analyst,High School,Divorced,0
EMP101675,25,165239.0,0,3,0,3.0,33,7,14.0,Yes,Sales,Software Engineer,,Single,0
EMP101676,41,43091.0,6,3,3,1.0,45,4,63.0,Yes,Research & Development,Financial Analyst,Bachelor,Single,1
EMP101677,45,24503.0,2,2,0,2.0,34,6,39.0,No,Sales,Software Engineer,Bachelor,Married,1
EMP101678,22,107555.0,6,2,1,4.0,48,4,28.0,No,Research & Development,Sales Executive,Master,Single,0
EMP101679,60,37800.0,4,1,1,4.0,45,2,38.0,No,Research & Development,Research Scientist,Master,Single,0
EMP101680,33,46741.0,5,2,4,4.0,37,8,29.0,Yes,Research & Development,Financial Analyst,Bachelor,Married,0
EMP101681,30,33260.0,11,1,7,3.0,45,2,43.0,Yes,Sales,HR Specialist,,Single,0
EMP101682,37,46802.0,2,5,2,4.0,40,3,10.0,Yes,Human Resources,Project Manager,Bachelor,Single,0
EMP101683,31,37681.0,4,3,3,5.0,44,3,29.0,No,IT,Sales Executive,Bachelor,Married,0
EMP101684,42,74570.0,5,2,5,4.0,36,2,19.0,No,Human Resources,Software Engineer,Master,Single,0
EMP101685,31,57036.0,1,1,0,2.0,35,6,34.0,No,Research & Development,Software Engineer,High School,Married,0
EMP101686,32,40482.0,8,3,7,4.0,44,6,21.0,No,Sales,Sales Executive,Bachelor,Married,0
EMP101687,44,86097.0,10,1,3,5.0,51,3,26.0,Yes,Human Resources,Sales Executive,Diploma,Married,0
EMP101688,38,61688.0,5,1,5,4.0,39,7,27.0,Yes,Human Resources,Sales Executive,High School,Married,0
EMP101689,55,23965.0,12,1,5,1.0,38,4,39.0,No,Human Resources,Software Engineer,High School,Single,1
EMP101690,27,83196.0,6,2,1,5.0,40,3,29.0,Yes,Sales,Financial Analyst,High School,Divorced,0
EMP101691,48,59771.0,5,3,4,3.0,35,6,20.0,No,Research & Development,Financial Analyst,Master,Married,0
EMP101692,51,102839.0,8,2,2,4.0,45,7,41.0,No,Research & Development,Research Scientist,Diploma,Married,0
EMP101693,37,58154.0,4,1,4,2.0,47,4,66.0,No,Finance,Software Engineer,Diploma,Married,0
EMP101694,25,38516.0,4,2,4,4.0,44,3,30.0,Yes,Finance,Sales Executive,Bachelor,Married,0
EMP101695,37,50169.0,6,3,4,2.0,41,4,55.0,No,IT,Sales Executive,Bachelor,Married,0
EMP101696,38,78972.0,14,1,1,1.0,37,2,12.0,No,IT,Software Engineer,Master,Married,0
EMP101697,41,38881.0,2,1,2,3.0,52,7,24.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP101698,56,45114.0,1,5,1,5.0,38,6,54.0,No,IT,Software Engineer,Bachelor,Single,0
EMP101699,51,49778.0,5,5,5,5.0,38,5,38.0,Yes,Sales,Project Manager,Bachelor,Married,0
EMP101700,60,32790.0,1,5,1,,33,4,24.0,No,Sales,Research Scientist,Master,Single,1
EMP101701,22,39134.0,3,3,3,1.0,35,7,48.0,No,Sales,Software Engineer,Diploma,Single,0
EMP101702,47,59441.0,4,1,2,1.0,44,5,19.0,Yes,Research & Development,Software Engineer,Bachelor,Married,1
EMP101703,29,94486.0,3,1,3,4.0,40,6,36.0,Yes,Finance,Software Engineer,Bachelor,Married,0
EMP101704,54,63437.0,10,2,6,1.0,38,2,49.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP101705,48,53877.0,9,2,3,4.0,38,4,40.0,No,Finance,Sales Executive,Diploma,Single,0
EMP101706,34,37836.0,13,5,2,2.0,39,7,73.0,No,Finance,Sales Executive,Diploma,Single,0
EMP101707,52,90031.0,4,3,4,3.0,39,3,27.0,No,Finance,Research Scientist,Doctorate,Married,0
EMP101708,26,66847.0,5,3,3,2.0,49,4,45.0,No,Sales,Research Scientist,Master,Married,0
EMP101709,31,40017.0,3,1,3,2.0,40,4,48.0,,Research & Development,Sales Executive,Bachelor,Married,0
EMP101710,49,82412.0,9,4,1,2.0,43,5,32.0,No,Human Resources,Financial Analyst,Master,Divorced,0
EMP101711,40,70749.0,1,4,1,2.0,42,2,21.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP101712,50,38139.0,3,1,3,5.0,42,6,52.0,No,Finance,Financial Analyst,High School,Divorced,0
EMP101713,43,52547.0,9,4,2,1.0,40,5,27.0,No,Finance,Software Engineer,Bachelor,Married,0
EMP101714,39,44061.0,4,2,0,3.0,40,4,45.0,Yes,Sales,Software Engineer,Diploma,Single,0
EMP101715,56,179904.0,3,1,3,3.0,45,4,41.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP101716,23,69869.0,2,3,2,2.0,43,4,37.0,No,Sales,Software Engineer,High School,Divorced,0
EMP101717,47,59822.0,2,3,2,3.0,38,6,55.0,No,IT,Project Manager,Diploma,Married,0
EMP101718,39,68036.0,3,1,1,4.0,30,5,40.0,No,Sales,Software Engineer,Master,Single,0
EMP101719,43,102305.0,6,2,2,3.0,39,2,44.0,Yes,Human Resources,Research Scientist,Master,Single,0
EMP101720,51,52975.0,4,5,1,2.0,35,4,41.0,No,Sales,Financial Analyst,Master,Married,0
EMP101721,60,42177.0,10,3,1,3.0,37,8,36.0,No,Research & Development,Software Engineer,Master,Married,0
EMP101722,55,80420.0,1,3,1,1.0,35,7,29.0,No,Sales,Sales Executive,Master,Single,0
EMP101723,53,,2,1,1,2.0,48,10,35.0,No,Research & Development,Financial Analyst,High School,Divorced,0
EMP101724,55,33984.0,1,1,1,5.0,48,4,44.0,No,Research & Development,Software Engineer,Bachelor,Married,1
EMP101725,21,31132.0,2,2,2,1.0,46,4,42.0,No,Research & Development,Project Manager,,Married,0
EMP101726,34,109455.0,3,1,3,3.0,40,2,44.0,Yes,Research & Development,Research Scientist,Bachelor,Married,0
