Customer_ID,Household_Size,House_Area_sqft,Monthly_Income,Monthly_Electricity_Usage_kWh,Peak_Usage_kWh,Average_Temperature_C,AC_Usage_Hours,Appliance_Count,Monthly_Electricity_Bill,Solar_Panel,City
HSE02064,5,567,88876.03,1110.7,476.5,31.6,89.0,14,8045.69,Yes,Madurai
HSE02065,3,1297,39878.25,746.6,234.0,30.2,35.3,5,5695.81,No,Coimbatore
HSE02066,6,556,88090.07,790.6,200.6,30.8,81.2,3,4663.56,No,Pune
HSE02067,3,1455,63799.4,769.0,275.1,25.6,31.2,11,5588.12,No,Hyderabad
HSE02068,6,1004,56160.87,863.0,464.8,34.1,18.3,10,7254.57,No,Bangalore
HSE02069,7,554,98323.52,1041.4,475.9,30.2,81.8,9,6959.1,No,Delhi
HSE02070,2,939,43676.0,701.1,355.7,32.3,39.1,8,5417.4,Yes,Delhi
HSE02071,1,958,39736.63,571.4,167.7,27.4,18.8,12,3587.15,No,Madurai
HSE02072,2,1681,60384.76,951.1,258.7,32.9,83.9,9,8021.44,No,Chennai
HSE02073,7,1278,69758.28,1011.0,256.2,27.3,55.1,13,5917.78,Yes,Delhi
HSE02074,4,770,84959.56,702.1,376.8,25.4,39.1,11,5706.47,Yes,Bangalore
HSE02075,4,1942,51387.98,986.3,335.4,36.1,60.6,8,6792.53,Yes,Delhi
HSE02076,7,1482,37522.33,830.5,322.1,19.5,44.3,12,5433.37,No,Coimbatore
HSE02077,6,1049,171603.86,1060.8,390.8,41.0,41.1,5,8887.99,No,Hyderabad
HSE02078,5,501,33729.26,1014.7,476.0,31.8,76.3,15,7423.68,No,Chennai
HSE02079,5,1009,56381.23,694.0,238.0,27.7,55.5,5,5508.16,No,Bangalore
HSE02080,6,1101,78116.45,745.9,306.3,30.3,29.9,6,6005.29,Yes,Delhi
HSE02081,4,1366,92327.16,970.1,532.3,31.8,48.2,12,7853.05,No,Chennai
HSE02082,4,1473,42610.94,937.6,359.3,27.7,75.6,15,7553.39,No,Delhi
HSE02083,4,1563,23656.08,818.4,339.9,37.1,24.1,12,6640.12,No,Hyderabad
HSE02084,2,475,42170.2,757.1,303.4,34.9,93.8,10,5875.78,No,Coimbatore
HSE02085,4,1294,81038.82,907.8,445.7,39.9,54.4,12,6223.53,No,Bangalore
HSE02086,3,1128,73274.06,610.0,201.3,24.1,51.9,11,4176.3,Yes,Kochi
HSE02087,1,2405,74357.78,755.6,227.5,29.9,53.5,10,6738.21,No,Salem
HSE02088,4,1229,75760.88,1088.7,518.5,23.5,116.5,13,9799.61,No,Bangalore
HSE02089,6,920,100521.45,822.0,308.0,24.6,48.4,12,5929.79,No,Coimbatore
HSE02090,1,1250,38790.81,488.2,255.9,27.7,39.4,4,2747.22,Yes,Coimbatore
HSE02091,2,1196,32081.49,505.8,224.2,27.8,44.8,6,3289.38,No,Pune
HSE02092,6,400,64978.04,839.9,352.2,30.5,81.7,6,6688.41,Yes,Delhi
HSE02093,1,1384,34312.07,697.9,189.2,28.6,69.5,14,4811.27,No,Chennai
HSE02094,6,1060,31184.5,787.5,369.4,32.2,48.8,4,6463.4,No,Bangalore
HSE02095,2,1188,95403.49,1283.1,584.9,30.3,148.9,15,10837.31,Yes,Kochi
HSE02096,3,807,61558.94,909.5,402.0,35.6,66.3,10,7905.61,No,Bangalore
HSE02097,2,708,55709.75,527.8,174.4,32.3,27.5,5,3062.55,No,Pune
HSE02098,2,1595,56233.15,508.6,271.6,24.3,11.5,4,4125.38,Yes,Chennai
HSE02099,6,1699,52434.81,954.4,330.7,28.4,70.0,9,8020.09,No,Delhi
HSE02100,7,1388,95115.46,746.5,220.7,28.7,41.1,3,4384.71,No,Hyderabad
HSE02101,5,400,27820.02,760.6,415.4,30.8,17.9,8,5591.38,Yes,Mumbai
HSE02102,4,1417,27306.44,890.8,422.1,33.3,45.7,15,7018.97,Yes,Mumbai
HSE02103,4,400,36088.04,862.4,322.9,30.1,72.7,15,7920.79,No,Hyderabad
HSE02104,3,902,62643.25,669.3,355.2,31.3,43.8,5,4295.67,No,Hyderabad
HSE02105,3,1590,123932.6,754.4,209.2,24.5,47.4,15,4729.25,No,Chennai
HSE02106,4,1496,81322.36,642.3,177.5,27.2,10.7,5,4859.05,Yes,Salem
HSE02107,5,1406,71803.44,748.6,340.4,21.4,70.1,7,6484.44,No,Madurai
HSE02108,4,1791,53058.39,747.0,226.6,30.8,15.2,5,6762.46,No,Hyderabad
HSE02109,7,1452,30195.55,1081.1,567.7,32.4,33.7,14,7139.1,No,Coimbatore
HSE02110,5,400,69343.93,607.5,305.0,23.7,57.2,6,4119.98,No,Chennai
HSE02111,3,1034,136868.19,892.2,305.1,29.6,29.5,15,7767.88,No,Kochi
HSE02112,1,1181,49368.24,651.0,336.3,28.6,33.4,15,5145.0,No,Madurai
HSE02113,6,1129,42735.51,1010.1,265.5,35.8,55.7,5,8972.65,Yes,Chennai
HSE02114,7,922,49475.31,942.4,390.7,25.4,58.3,9,8240.62,No,Pune
HSE02115,7,736,72039.98,971.8,515.7,32.7,49.7,5,6042.32,No,Mumbai
HSE02116,3,2280,57836.02,877.5,444.6,33.6,9.9,12,7461.42,No,Bangalore
HSE02117,3,1025,82834.08,479.8,171.2,28.2,12.8,6,3095.58,No,Hyderabad
HSE02118,2,2258,54178.29,997.8,304.2,30.2,81.7,4,8101.08,No,Delhi
HSE02119,7,686,49347.05,773.6,242.3,33.3,38.5,4,5675.82,No,Coimbatore
HSE02120,2,1496,60970.24,1006.5,407.0,24.6,163.1,11,9077.49,No,Chennai
HSE02121,2,1303,43141.69,760.1,326.1,27.3,55.8,13,6887.38,Yes,Coimbatore
HSE02122,6,785,120382.89,924.0,240.1,29.7,132.5,3,5797.01,Yes,Madurai
HSE02123,2,990,79657.38,703.0,263.0,37.3,43.4,3,4299.69,No,Mumbai
HSE02124,5,1193,33530.95,771.7,385.2,27.4,35.6,12,6080.34,No,Hyderabad
HSE02125,4,820,39320.32,661.7,253.6,27.9,70.6,3,5580.18,No,Delhi
HSE02126,1,1085,70932.93,857.1,257.8,35.2,91.0,5,7279.89,Yes,Salem
HSE02127,3,400,59729.5,618.4,331.7,31.7,43.5,4,5544.82,No,Chennai
HSE02128,5,1520,63020.71,990.8,326.8,37.7,69.3,5,8068.72,Yes,Coimbatore
HSE02129,1,1752,50444.61,647.8,317.1,33.4,15.2,7,4407.94,No,Chennai
HSE02130,7,1404,67502.26,901.3,277.7,28.4,27.5,11,5550.54,No,Madurai
HSE02131,7,2219,50981.38,942.5,355.3,27.8,61.7,4,6271.44,No,Bangalore
HSE02132,7,1507,70870.48,962.0,382.0,25.7,38.7,14,7505.45,No,Pune
HSE02133,5,1714,77882.08,943.8,377.7,23.8,57.1,13,7868.1,No,Chennai
HSE02134,5,1757,113337.07,841.4,340.7,30.4,62.3,3,5864.29,Yes,Hyderabad
HSE02135,3,400,43628.85,843.7,267.9,31.5,68.7,13,7024.47,No,Coimbatore
HSE02136,4,1391,54725.5,875.6,354.4,32.0,80.7,8,6353.95,No,Bangalore
HSE02137,2,578,31778.55,601.3,237.2,28.5,81.8,5,4190.67,No,Chennai
HSE02138,7,669,125104.68,945.2,295.5,36.7,23.7,15,7136.48,No,Mumbai
HSE02139,6,747,22609.35,681.9,372.6,23.6,44.0,9,4806.63,No,Pune
HSE02140,4,1059,117287.06,730.9,372.5,23.1,43.2,8,6575.67,No,Madurai
HSE02141,6,1493,57362.71,974.2,503.0,25.7,46.8,13,7299.19,No,Chennai
HSE02142,3,1395,66395.27,660.2,300.8,29.0,41.0,9,4297.78,No,Pune
HSE02143,3,1194,51048.8,808.4,240.9,24.6,48.6,15,7266.13,Yes,Madurai
HSE02144,3,1525,55775.15,886.6,372.8,34.4,32.8,15,7938.13,No,Coimbatore
HSE02145,1,1553,71662.76,653.6,324.5,26.0,77.8,7,4952.36,Yes,Mumbai
HSE02146,6,1399,26333.5,672.1,175.8,25.3,62.4,3,4401.1,Yes,Mumbai
HSE02147,4,424,41012.48,696.2,277.6,33.2,32.6,5,4404.39,No,Chennai
HSE02148,4,867,37602.01,588.0,216.9,29.8,49.2,5,3874.49,Yes,Coimbatore
HSE02149,5,1212,67266.7,1116.3,350.1,32.1,125.3,9,7151.13,Yes,Chennai
HSE02150,5,1530,55108.17,828.1,301.0,28.8,24.6,15,7374.8,No,Mumbai
HSE02151,7,602,72637.14,778.0,424.0,30.1,28.1,5,4992.41,No,Chennai
HSE02152,5,1195,59233.18,888.9,415.1,23.3,79.8,13,6849.7,Yes,Chennai
HSE02153,3,495,88561.58,795.6,270.4,28.4,110.5,7,6396.32,No,Delhi
HSE02154,4,1662,39417.5,744.6,321.4,24.8,58.5,6,6443.2,No,Bangalore
HSE02155,6,1309,56458.35,976.8,316.5,36.8,51.1,6,6216.55,No,Coimbatore
HSE02156,3,594,90608.38,764.3,331.1,34.2,21.6,15,5561.96,Yes,Bangalore
HSE02157,1,591,82808.43,493.3,255.9,26.4,36.7,9,3412.98,No,Salem
HSE02158,5,1374,28261.29,649.5,270.9,28.2,35.6,3,3840.87,No,Chennai
HSE02159,3,1819,34737.97,654.4,307.6,28.4,37.0,9,4411.35,No,Chennai
HSE02160,3,706,53012.47,687.1,265.2,37.6,30.2,10,5362.52,No,Chennai
HSE02161,1,1554,49484.36,602.0,245.2,30.6,20.7,5,3627.99,Yes,Chennai
HSE02162,2,956,53404.29,615.0,282.0,27.3,71.0,5,4362.74,No,Mumbai
HSE02163,4,1570,78698.08,772.8,381.5,29.6,60.6,6,5175.99,Yes,Salem
HSE02164,6,1507,62649.49,737.2,330.1,22.9,20.7,15,6434.69,No,Mumbai
HSE02165,7,1270,64315.08,785.2,426.6,28.7,49.6,8,5863.93,Yes,Bangalore
HSE02166,2,400,74374.21,454.3,225.3,24.7,40.0,9,4122.01,No,Bangalore
HSE02167,5,1507,89184.89,928.3,448.5,21.6,117.9,3,6302.45,No,Coimbatore
HSE02168,3,1426,13903.32,1102.2,555.0,36.9,95.8,15,9183.75,No,Coimbatore
HSE02169,1,1385,46217.17,861.7,288.1,28.9,117.5,6,6230.09,No,Pune
HSE02170,1,1288,36965.97,619.3,235.1,25.9,36.4,14,4198.22,No,Hyderabad
HSE02171,4,805,68116.91,565.5,237.1,22.2,13.8,9,4692.38,Yes,Coimbatore
HSE02172,2,1687,44673.76,702.6,273.1,28.1,23.2,13,5917.2,No,Chennai
HSE02173,7,1604,56909.99,742.0,374.1,28.4,36.8,4,6754.45,No,Bangalore
HSE02174,4,716,80704.76,621.4,160.4,32.1,41.8,3,5126.77,No,Pune
HSE02175,3,1791,41929.49,996.1,311.5,25.2,119.0,3,6503.57,No,Hyderabad
HSE02176,4,1259,64754.31,1028.9,529.4,26.9,77.5,12,6995.31,Yes,Pune
HSE02177,6,1258,110670.32,877.4,234.9,25.3,60.6,8,6524.4,No,Mumbai
HSE02178,1,1121,79962.69,857.5,272.8,28.1,96.6,14,5457.48,No,Coimbatore
HSE02179,1,1165,26943.27,565.5,201.0,21.0,66.7,7,4664.98,No,Salem
HSE02180,5,1817,48233.18,850.9,404.4,25.8,74.9,3,6225.49,No,Chennai
HSE02181,5,1665,64550.67,943.5,394.4,31.5,40.0,12,8357.96,No,Chennai
HSE02182,7,1655,70533.37,757.9,406.5,24.1,17.8,5,5894.25,No,Pune
HSE02183,3,1283,49095.93,786.5,250.4,33.0,15.3,13,5801.65,No,Chennai
HSE02184,6,1600,41240.81,844.0,431.8,32.5,15.5,9,4957.41,No,Bangalore
HSE02185,2,825,56702.97,779.9,261.2,32.8,70.5,14,4732.82,No,Kochi
HSE02186,4,1463,33724.85,753.5,243.9,29.0,28.8,11,6395.62,No,Mumbai
HSE02187,7,1131,90216.61,1039.3,415.2,28.6,40.2,15,9379.8,No,Bangalore
HSE02188,3,400,127515.72,600.7,163.0,30.3,19.5,11,4685.39,No,Delhi
HSE02189,5,486,65689.92,954.6,348.7,34.3,89.6,8,8039.4,Yes,Kochi
HSE02190,4,902,49537.79,725.8,258.9,33.9,48.1,5,5428.74,No,Bangalore
HSE02191,5,1387,83993.43,589.9,175.8,22.4,55.5,3,5199.4,Yes,Mumbai
HSE02192,4,902,77843.57,637.2,323.8,25.5,58.8,5,4503.67,No,Salem
HSE02193,2,934,48586.22,625.1,228.6,24.8,63.0,12,4649.43,No,Salem
HSE02194,3,1543,53828.53,794.7,432.8,31.9,92.2,4,5944.16,No,Hyderabad
HSE02195,4,950,41806.12,942.0,489.8,26.3,71.9,13,7214.52,No,Coimbatore
HSE02196,6,1799,59230.78,791.8,244.2,28.2,25.4,7,5505.88,No,Delhi
HSE02197,7,1724,62918.63,981.3,394.0,35.8,27.9,10,7687.71,No,Chennai
HSE02198,1,1210,38716.8,1213.0,522.2,33.5,180.0,7,9220.95,Yes,Delhi
HSE02199,6,1539,33910.64,1053.8,522.4,34.5,83.0,3,6740.93,No,Bangalore
HSE02200,6,1478,30284.2,1091.1,562.7,26.1,151.0,5,8961.57,Yes,Delhi
HSE02201,7,1089,66338.72,837.0,365.9,18.0,42.0,14,6625.23,No,Bangalore
HSE02202,1,1588,54716.54,814.0,212.1,27.4,110.3,7,7015.96,No,Madurai
HSE02203,6,1654,52969.95,840.8,331.6,23.2,64.3,9,6423.36,Yes,Coimbatore
HSE02204,4,771,67786.96,639.1,329.4,21.2,57.6,7,4193.13,No,Coimbatore
HSE02205,4,1269,36667.85,890.8,413.5,33.5,49.3,12,6217.88,No,Pune
HSE02206,4,1264,33978.21,794.7,406.1,25.4,76.8,7,4957.7,No,Bangalore
HSE02207,1,1582,61302.46,771.2,348.8,25.8,65.9,9,6294.85,No,Hyderabad
HSE02208,6,1000,25265.19,980.5,258.1,27.5,43.5,15,6017.72,No,Madurai
HSE02209,1,931,48949.55,644.7,348.4,35.6,33.6,10,4588.3,Yes,Mumbai
HSE02210,4,1276,166873.17,819.9,430.8,28.4,44.3,10,4840.87,No,Delhi
HSE02211,7,1732,29978.83,958.1,275.9,32.8,48.5,9,5624.09,No,Coimbatore
HSE02212,6,660,45329.1,892.5,253.3,27.7,37.9,15,7682.41,Yes,Delhi
HSE02213,6,739,21158.28,591.9,243.7,22.7,27.3,5,5022.63,No,Bangalore
HSE02214,5,966,49509.05,831.0,396.5,24.2,50.5,13,6144.48,No,Hyderabad
HSE02215,5,1046,133256.33,738.5,269.3,29.0,61.5,4,4793.35,Yes,Pune
HSE02216,2,405,67859.95,666.6,193.9,29.4,56.9,3,5684.62,No,Hyderabad
HSE02217,3,1874,41726.34,687.1,277.0,31.2,22.9,8,5873.67,No,Salem
HSE02218,5,1141,146784.86,1247.6,438.2,31.2,117.1,15,10867.54,No,Pune
HSE02219,1,1074,25110.21,920.2,327.2,32.6,133.3,11,6860.7,No,Delhi
HSE02220,5,1930,67464.91,898.8,398.6,25.9,69.8,5,5850.94,No,Mumbai
HSE02221,2,1523,56630.29,937.8,483.6,36.3,77.9,7,5788.5,No,Bangalore
HSE02222,6,959,49213.7,1021.0,426.3,36.7,55.8,11,8951.4,No,Coimbatore
HSE02223,2,1274,79085.09,705.4,321.9,26.9,59.6,11,6170.63,No,Coimbatore
HSE02224,6,1181,32312.12,722.6,323.7,25.8,14.7,9,5115.67,No,Coimbatore
HSE02225,7,1852,63308.11,844.3,350.7,21.9,45.9,6,5837.93,No,Salem
HSE02226,7,1125,59792.45,1108.0,380.3,29.7,46.3,13,8698.54,No,Bangalore
HSE02227,6,551,37165.37,933.3,339.1,30.8,131.0,4,7926.32,No,Delhi
HSE02228,3,400,132268.14,451.5,155.6,26.7,40.6,4,3676.88,No,Mumbai
HSE02229,5,1864,50678.74,1104.3,580.0,30.1,116.0,6,8530.52,No,Mumbai
HSE02230,1,845,51673.26,396.2,197.3,23.4,49.3,3,2673.8,No,Mumbai
HSE02231,1,1502,34635.48,643.5,272.7,32.9,37.1,6,4428.9,No,Bangalore
HSE02232,4,1232,51102.32,812.5,425.5,26.9,15.4,14,6972.92,No,Madurai
HSE02233,6,1013,157271.37,774.9,399.8,30.2,59.0,13,6527.51,No,Madurai
HSE02234,1,1083,49087.91,524.5,277.1,29.8,29.8,8,3331.54,Yes,Delhi
HSE02235,3,1913,69459.86,463.7,146.8,21.2,16.9,8,3119.86,No,Kochi
HSE02236,6,548,84358.85,826.0,384.3,32.3,69.5,9,6471.31,No,Coimbatore
HSE02237,3,1026,50688.66,839.2,363.2,25.9,60.4,7,5703.92,No,Coimbatore
HSE02238,1,1608,45742.03,833.0,391.6,29.8,63.5,11,6349.49,No,Mumbai
HSE02239,1,623,68023.41,471.2,155.0,23.4,49.0,4,3889.28,Yes,Kochi
HSE02240,4,1793,49341.57,674.1,309.0,27.1,31.6,4,5836.36,No,Bangalore
HSE02241,1,1602,47370.65,640.5,238.9,30.5,24.9,6,5052.9,No,Mumbai
HSE02242,6,1322,83955.23,833.8,417.1,24.7,107.9,6,5823.33,Yes,Coimbatore
HSE02243,7,974,53308.34,924.0,451.5,24.9,72.8,6,6651.21,No,Salem
HSE02244,6,565,94944.37,749.8,235.0,29.5,83.7,3,4859.31,No,Pune
HSE02245,6,1518,52771.23,795.2,242.7,28.3,44.6,6,6851.8,No,Bangalore
HSE02246,4,2437,30404.64,1014.2,471.9,30.4,29.2,14,8347.24,Yes,Salem
HSE02247,4,1266,11772.02,684.6,284.2,27.5,27.2,7,4902.73,No,Coimbatore
HSE02248,1,400,24050.75,639.4,266.7,31.6,51.1,11,4458.39,No,Hyderabad
HSE02249,2,1406,25988.42,454.8,216.4,26.7,30.0,5,2813.19,No,Coimbatore
HSE02250,2,1587,62008.73,596.9,302.3,31.4,13.6,5,4636.39,No,Bangalore
HSE02251,4,787,35524.89,769.7,247.6,25.4,67.5,7,5095.56,No,Chennai
HSE02252,1,910,22623.16,704.8,293.7,26.6,83.7,12,5465.11,Yes,Bangalore
HSE02253,2,864,51853.67,723.9,361.0,31.9,34.6,8,5617.89,No,Madurai
HSE02254,1,961,33801.68,350.2,179.2,26.9,16.4,5,2595.17,Yes,Bangalore
HSE02255,1,1123,67743.45,475.9,160.0,24.3,53.8,3,4113.54,No,Bangalore
HSE02256,1,813,66990.72,851.0,239.3,35.9,44.2,12,6077.95,Yes,Delhi
HSE02257,5,644,70257.85,696.6,222.8,28.9,38.6,10,5965.57,Yes,Delhi
HSE02258,6,1278,17393.68,1118.3,596.8,30.9,62.7,14,6779.59,No,Salem
HSE02259,1,1118,56135.44,543.4,211.2,20.0,52.2,3,3347.09,No,Mumbai
HSE02260,5,1004,52075.89,845.4,317.5,34.3,61.4,4,6029.31,No,Pune
HSE02261,4,1237,31740.49,843.1,214.1,39.6,50.8,5,6422.65,No,Bangalore
HSE02262,2,516,21020.31,552.5,146.6,34.0,29.9,8,3231.78,No,Chennai
HSE02263,6,1318,52374.77,941.2,424.1,34.5,28.5,6,6889.24,Yes,Bangalore
HSE02264,7,1013,88782.13,906.7,387.1,27.4,49.0,6,6236.09,No,Bangalore
HSE02265,2,1308,17210.89,958.4,405.1,30.0,80.3,11,7949.12,No,Bangalore
HSE02266,6,1380,37814.73,912.4,258.3,31.0,51.6,8,7069.21,No,Delhi
HSE02267,7,1709,58353.77,1045.8,371.9,26.2,32.2,14,8018.47,Yes,Bangalore
HSE02268,2,1246,91244.91,612.4,302.3,28.5,53.7,4,5390.2,No,Salem
HSE02269,6,1680,47787.59,827.8,250.4,25.0,55.0,9,6797.36,No,Salem
HSE02270,2,1055,131142.5,777.6,400.3,27.4,30.1,15,5644.06,No,Hyderabad
HSE02271,2,1077,24518.92,1037.7,297.2,32.4,132.2,5,7938.18,No,Mumbai
HSE02272,7,1159,22191.54,863.7,259.8,21.9,78.0,11,6617.77,Yes,Bangalore
HSE02273,2,1548,86947.54,687.0,270.2,32.8,44.7,8,4242.41,No,Bangalore
HSE02274,2,1484,19106.0,901.8,481.2,22.7,126.7,10,5672.12,Yes,Salem
HSE02275,7,1261,67695.71,1135.7,396.2,29.2,59.2,15,7785.36,No,Coimbatore
HSE02276,4,648,48172.75,777.9,348.1,29.6,56.4,15,6548.64,No,Bangalore
HSE02277,1,1476,36667.21,792.9,338.3,31.3,102.0,3,5498.48,No,Coimbatore
HSE02278,3,812,45391.87,643.2,189.7,28.3,78.3,4,3912.37,No,Delhi
HSE02279,5,788,30791.87,794.7,257.8,24.8,64.1,8,5398.98,No,Chennai
HSE02280,3,688,47659.54,523.5,277.0,29.7,37.9,5,4023.38,No,Madurai
HSE02281,3,1163,55432.82,808.6,247.0,37.7,48.6,3,6354.34,Yes,Bangalore
HSE02282,6,1745,45605.73,892.3,409.1,28.9,44.2,8,6973.71,No,Madurai
HSE02283,1,766,42271.45,389.1,209.9,25.5,32.6,7,2734.21,No,Salem
HSE02284,6,1955,61663.66,1390.4,397.4,27.1,156.2,15,12096.29,No,Pune
HSE02285,1,1609,116063.85,701.3,259.3,29.6,78.7,11,4959.75,No,Mumbai
HSE02286,7,541,48790.79,746.5,236.8,27.9,43.2,8,5384.95,No,Coimbatore
HSE02287,7,1028,79545.48,897.6,284.1,27.4,60.5,7,8075.67,No,Madurai
HSE02288,1,732,35607.4,424.7,121.3,34.3,44.5,3,3714.36,No,Pune
HSE02289,2,1499,30174.48,409.5,182.2,31.1,29.4,3,3451.87,No,Chennai
HSE02290,4,755,67445.85,516.2,244.6,28.5,13.4,13,4462.53,No,Hyderabad
HSE02291,2,470,49513.37,630.5,285.6,28.6,63.5,3,5041.65,No,Coimbatore
HSE02292,4,1053,91433.05,772.2,407.3,29.7,49.6,9,5174.34,No,Delhi
HSE02293,6,1726,99860.46,1048.0,307.8,31.2,91.0,8,7543.75,No,Coimbatore
HSE02294,4,1113,80231.91,833.9,288.5,34.1,34.9,7,6433.09,No,Delhi
HSE02295,6,1379,79451.31,922.4,326.0,27.4,91.0,6,7280.62,No,Delhi
HSE02296,7,1397,11774.31,1125.5,359.7,25.0,96.9,13,8056.64,No,Bangalore
HSE02297,3,519,67179.51,632.4,185.1,26.8,17.6,15,5602.35,No,Madurai
HSE02298,7,795,81095.63,1004.1,397.6,25.5,84.1,15,7447.44,No,Pune
HSE02299,7,1203,31032.37,1006.6,503.6,22.9,76.3,13,6806.89,Yes,Hyderabad
HSE02300,3,949,55217.55,856.4,459.3,34.6,46.7,10,4774.79,No,Madurai
HSE02301,4,1967,34401.68,1116.4,322.4,32.4,90.1,13,9748.63,No,Kochi
HSE02302,4,647,87331.65,671.6,333.7,19.9,82.1,10,5490.0,No,Delhi
HSE02303,6,791,35770.88,789.1,392.5,29.9,52.7,7,6272.7,No,Coimbatore
HSE02304,2,1331,38495.65,368.8,135.2,27.5,17.0,6,3048.01,Yes,Hyderabad
HSE02305,6,917,44634.66,716.3,202.7,27.0,42.0,4,5958.82,No,Kochi
HSE02306,2,400,151345.88,477.9,261.4,19.1,84.7,9,4101.46,No,Mumbai
HSE02307,7,2071,86438.72,1059.6,473.3,28.9,58.6,7,7849.3,No,Mumbai
HSE02308,3,717,113636.52,567.9,309.3,29.3,37.1,5,4360.87,No,Salem
HSE02309,7,1452,24323.17,926.0,365.9,24.3,50.6,11,5865.58,No,Coimbatore
HSE02310,1,636,31067.14,774.2,285.3,35.5,52.6,11,6775.75,No,Coimbatore
HSE02311,4,812,100453.41,726.7,235.6,32.2,28.8,13,6502.54,No,Madurai
HSE02312,2,470,24909.78,598.2,326.1,24.7,36.4,13,4829.67,No,Coimbatore
HSE02313,6,866,40653.11,1289.2,420.2,33.1,149.7,12,9553.43,No,Bangalore
HSE02314,3,910,138689.38,597.9,153.7,27.1,6.6,13,4271.71,Yes,Madurai
HSE02315,2,1140,35650.89,705.8,285.0,33.2,50.3,10,5290.61,No,Delhi
HSE02316,6,1032,24237.1,813.5,295.4,23.2,84.7,3,5464.53,Yes,Delhi
HSE02317,4,551,56187.63,857.2,281.5,29.7,49.8,14,6671.18,No,Delhi
HSE02318,7,964,24691.25,703.9,310.0,24.1,34.0,5,4679.57,No,Bangalore
HSE02319,4,1851,95975.77,618.0,222.0,25.7,40.1,4,5547.16,No,Hyderabad
HSE02320,5,1798,36768.69,948.5,351.6,21.3,128.8,6,7133.73,Yes,Mumbai
HSE02321,1,1405,33598.31,576.4,148.1,24.1,71.4,4,5197.26,No,Bangalore
HSE02322,5,1498,55732.04,990.8,422.8,24.0,69.0,14,7839.72,No,Pune
HSE02323,3,2127,45848.21,720.0,206.4,23.5,46.6,13,4966.24,No,Bangalore
HSE02324,2,1457,61614.07,739.1,232.2,29.8,56.8,10,5017.17,No,Coimbatore
HSE02325,3,1490,69547.51,455.7,212.0,21.9,25.8,3,4202.98,Yes,Chennai
HSE02326,7,496,49876.69,1060.3,364.7,30.2,133.0,6,8849.93,No,Bangalore
HSE02327,6,699,32612.03,825.9,246.9,33.0,74.1,7,5603.74,Yes,Madurai
HSE02328,4,1185,76406.05,769.0,325.5,25.4,50.0,12,4770.51,No,Bangalore
HSE02329,5,837,40257.6,721.6,226.9,28.7,54.5,6,5862.26,Yes,Coimbatore
HSE02330,5,751,37197.56,752.9,249.4,27.7,65.6,10,4981.56,No,Chennai
HSE02331,7,803,58646.65,673.0,293.7,27.4,25.6,4,4442.35,Yes,Mumbai
HSE02332,5,559,23090.82,571.7,269.8,18.8,41.4,11,4429.15,No,Chennai
HSE02333,7,844,65577.16,679.3,320.6,24.5,26.2,4,5370.49,No,Coimbatore
HSE02334,3,1353,60064.93,770.5,304.1,34.8,73.8,4,5629.44,No,Delhi
HSE02335,4,2008,91117.7,922.7,356.4,30.3,20.6,15,8027.73,No,Pune
HSE02336,2,1559,43910.64,504.9,245.5,28.0,27.3,4,3869.49,Yes,Kochi
HSE02337,6,1486,99833.86,930.3,286.4,20.9,79.2,14,8123.71,No,Kochi
HSE02338,2,469,69802.69,741.2,219.1,31.4,56.9,12,4813.66,Yes,Bangalore
HSE02339,3,1254,54340.95,954.5,429.0,25.4,120.8,10,6500.77,Yes,Pune
HSE02340,6,1170,124567.33,669.2,249.5,24.1,41.1,5,3971.67,No,Mumbai
HSE02341,5,1331,57407.73,799.6,370.2,24.5,45.4,12,5474.61,No,Coimbatore
HSE02342,1,1038,43556.89,813.2,265.9,31.0,106.7,13,7456.15,No,Bangalore
HSE02343,3,1948,58152.05,1111.6,386.2,28.7,91.6,12,10089.48,No,Coimbatore
HSE02344,3,1224,43154.95,958.8,497.6,32.5,80.1,10,8007.21,Yes,Coimbatore
HSE02345,4,1268,65070.69,846.5,318.7,33.5,31.0,9,6349.07,No,Coimbatore
HSE02346,2,400,99647.85,442.0,188.9,26.0,32.7,12,3787.93,No,Salem
HSE02347,3,1152,54802.26,629.2,177.4,28.8,47.7,6,4699.84,No,Kochi
HSE02348,3,1717,57276.82,751.7,228.3,27.8,46.9,9,4464.25,Yes,Hyderabad
HSE02349,5,1450,78756.22,657.3,171.4,23.6,31.4,13,4799.15,No,Chennai
HSE02350,5,400,93840.0,709.8,267.8,24.1,40.0,10,5697.65,No,Coimbatore
HSE02351,6,998,44864.52,920.2,503.1,28.3,48.5,8,6395.23,Yes,Hyderabad
HSE02352,7,1979,59435.07,1262.0,646.3,28.8,88.8,8,8335.43,No,Mumbai
HSE02353,7,1132,78913.41,932.6,410.2,28.8,102.5,5,6673.29,No,Pune
HSE02354,1,1345,63803.73,709.3,360.6,28.8,72.4,7,5657.07,No,Coimbatore
HSE02355,7,1929,23793.04,1004.8,430.3,25.7,18.5,12,6533.22,No,Bangalore
HSE02356,4,1130,85589.3,942.6,339.9,37.5,95.4,4,7737.39,No,Salem
HSE02357,1,1556,69590.62,829.9,250.7,29.9,72.6,14,5804.52,No,Coimbatore
HSE02358,6,1385,71852.12,798.8,356.2,26.7,81.8,7,5478.59,No,Bangalore
HSE02359,5,1481,32164.56,876.3,269.8,30.6,32.6,7,7370.1,No,Chennai
