Car_ID,Brand,Model_Year,Mileage_Km,Engine_CC,Horsepower,Fuel_Efficiency_Kmpl,Owner_Count,Service_Count,Accident_Count,Car_Age,Commute_Distance_Km,Condition_Score,Selling_Price_Lakhs,Engine_Power_Copy,Random_Feature,Constant_Feature
CAR01394,Toyota,2022,59821,1500,87,17.89,2,14,0,4,13.9,7.9,23.12,87,74.37,1
CAR01395,Tata,2023,49514,1200,99,20.51,2,10,0,3,8.0,6.7,32.83,99,30.83,1
CAR01396,Ford,2023,24092,3000,215,13.63,1,7,0,3,15.72,8.0,26.21,215,12.05,1
CAR01397,Honda,2015,97326,3000,179,15.76,1,9,2,11,15.62,8.8,19.46,179,38.43,1
CAR01398,Tata,2015,115363,1600,126,19.33,3,5,0,11,28.2,9.3,18.0,126,59.06,1
CAR01399,Tata,2016,87145,3000,247,16.34,2,2,2,10,18.74,9.0,19.8,247,73.47,1
CAR01400,Honda,2019,38956,1500,90,17.97,1,8,0,7,3.11,4.1,13.4,90,54.22,1
CAR01401,Maruti,2016,59366,2200,175,14.65,1,10,0,10,7.21,8.1,23.01,175,42.69,1
CAR01402,BMW,2019,64810,2200,183,16.96,3,10,2,7,3.07,8.5,30.66,183,21.57,1
CAR01403,Ford,2021,85102,2500,208,14.11,1,4,0,5,9.53,8.7,27.12,208,39.38,1
CAR01404,Mercedes,2012,87807,1600,132,18.61,2,7,2,14,7.79,8.0,15.87,132,12.03,1
CAR01405,Tata,2023,46712,1500,107,16.39,1,5,2,3,37.77,7.6,22.88,107,71.61,1
CAR01406,Audi,2021,67443,1500,99,16.06,1,7,0,5,7.37,7.1,26.58,99,28.57,1
CAR01407,Tata,2020,79851,1800,99,19.29,1,7,0,6,14.57,6.5,26.8,99,34.38,1
CAR01408,Toyota,2017,125149,1000,57,17.12,1,10,1,9,46.7,6.7,21.75,57,24.71,1
CAR01409,Audi,2014,89248,1500,102,19.76,1,6,0,12,29.77,9.3,19.2,102,46.77,1
CAR01410,Hyundai,2024,92709,2000,134,17.46,2,6,0,2,20.48,8.4,25.77,134,55.69,1
CAR01411,Tata,2025,67499,1500,91,17.9,2,8,1,1,10.26,8.6,36.81,91,71.84,1
CAR01412,Tata,2019,122620,1800,120,13.07,1,9,0,7,14.93,6.8,18.51,120,48.59,1
CAR01413,Honda,2020,78162,3000,181,16.4,2,4,0,6,16.08,8.2,24.21,181,35.67,1
CAR01414,Honda,2017,44119,1200,97,16.7,2,4,0,9,53.56,9.9,23.06,97,69.33,1
CAR01415,Ford,2022,122230,1200,77,20.48,1,10,1,4,16.23,7.7,25.06,77,56.93,1
CAR01416,Honda,2018,88983,2000,146,14.9,1,7,0,8,19.07,8.5,20.79,146,49.23,1
CAR01417,Maruti,2012,53251,2000,140,14.74,1,8,1,14,13.85,6.8,17.37,140,41.65,1
CAR01418,Hyundai,2025,52385,2500,141,16.19,4,2,0,1,8.57,7.0,30.17,141,31.59,1
CAR01419,Audi,2016,74280,1200,100,19.65,2,3,0,10,4.31,7.9,16.65,100,62.47,1
CAR01420,Kia,2016,80064,3000,212,11.14,1,6,0,10,22.06,6.6,21.53,212,48.87,1
CAR01421,BMW,2021,71035,1200,78,21.44,2,7,3,5,35.78,6.5,26.22,78,19.45,1
CAR01422,Maruti,2025,74774,1000,60,18.73,1,9,0,1,18.24,7.3,24.81,60,45.11,1
CAR01423,Honda,2015,139682,1200,78,18.71,1,5,1,11,51.5,7.8,9.87,78,68.5,1
CAR01424,Audi,2017,105276,2200,122,15.12,2,8,1,9,35.79,6.7,16.94,122,95.26,1
CAR01425,Hyundai,2018,70822,2500,165,12.65,2,14,0,8,15.94,7.7,18.01,165,44.83,1
CAR01426,Honda,2020,99283,1800,128,18.33,1,13,1,6,5.29,6.0,18.97,128,65.55,1
CAR01427,Maruti,2012,40844,2000,162,16.86,3,9,2,14,10.2,7.7,13.74,162,41.99,1
CAR01428,Honda,2017,77747,1000,76,17.53,1,11,0,9,11.49,5.0,17.14,76,52.11,1
CAR01429,Hyundai,2018,146727,2000,117,18.17,1,6,1,8,10.36,8.9,20.16,117,56.48,1
CAR01430,Kia,2014,58925,2500,149,14.97,4,6,0,12,13.1,5.5,12.35,149,78.17,1
CAR01431,Mercedes,2019,44387,1500,102,17.87,2,8,1,7,14.8,9.5,27.14,102,72.48,1
CAR01432,Toyota,2016,48470,1000,61,22.7,3,12,4,10,1.0,8.1,10.1,61,62.41,1
CAR01433,Tata,2020,39807,1600,89,14.21,3,11,0,6,26.46,8.3,25.37,89,33.66,1
CAR01434,Ford,2016,45661,1000,79,15.9,3,3,0,10,19.31,6.9,17.45,79,60.03,1
CAR01435,Ford,2020,55018,2500,139,12.07,1,5,1,6,19.44,8.2,24.99,139,80.18,1
CAR01436,Kia,2021,34532,1800,144,17.58,1,5,2,5,16.87,7.7,24.34,144,61.28,1
CAR01437,Toyota,2015,65458,1000,59,18.42,2,10,0,11,22.65,6.0,22.91,59,63.98,1
CAR01438,Toyota,2020,97555,2500,211,14.3,2,10,1,6,4.23,8.5,32.3,211,52.94,1
CAR01439,Tata,2016,43202,3000,219,11.54,2,6,0,10,34.7,6.4,18.84,219,43.73,1
CAR01440,Mercedes,2021,128775,1200,92,21.9,1,3,2,5,55.01,10.0,18.53,92,60.76,1
CAR01441,Mercedes,2020,81797,3000,175,17.43,1,5,1,6,6.92,6.5,19.59,175,45.89,1
CAR01442,Audi,2014,103353,2500,202,16.65,2,8,0,12,22.76,5.4,12.85,202,18.64,1
CAR01443,Maruti,2015,48345,2200,176,12.7,1,7,0,11,9.99,9.7,25.47,176,77.09,1
CAR01444,Mercedes,2020,95481,1500,112,16.74,1,5,1,6,24.76,8.5,28.17,112,63.39,1
CAR01445,BMW,2021,39766,1200,84,20.23,1,9,0,5,25.98,8.1,34.92,84,10.68,1
CAR01446,Toyota,2022,97028,2200,169,15.62,1,5,1,4,6.85,6.8,31.58,169,0.85,1
CAR01447,Honda,2017,70226,1800,99,18.66,2,13,2,9,26.22,7.6,16.07,99,46.17,1
CAR01448,Audi,2013,83375,2000,146,18.78,2,5,0,13,14.58,7.3,12.21,146,62.25,1
CAR01449,BMW,2018,38297,1600,129,21.24,1,4,0,8,39.43,8.7,29.99,129,37.96,1
CAR01450,Mercedes,2013,43450,1200,79,17.26,1,5,1,13,21.02,6.7,9.35,79,32.06,1
CAR01451,Audi,2022,85042,3000,175,13.59,2,12,0,4,17.89,6.8,24.38,175,47.02,1
CAR01452,Ford,2013,42420,1500,101,16.83,1,7,1,13,34.35,8.4,22.81,101,47.02,1
CAR01453,Ford,2022,80064,2200,169,11.71,3,9,2,4,16.5,9.2,26.44,169,45.29,1
CAR01454,Honda,2012,35134,2500,146,16.26,2,10,0,14,22.44,7.0,18.08,146,26.93,1
CAR01455,Maruti,2022,95208,1200,73,19.7,3,7,0,4,10.03,8.3,21.09,73,53.42,1
CAR01456,Honda,2022,37328,2000,119,15.19,2,2,1,4,46.54,8.9,25.45,119,50.18,1
CAR01457,Mercedes,2023,83339,2500,197,11.66,1,5,1,3,7.27,6.3,26.72,197,20.01,1
CAR01458,Kia,2022,86135,2200,125,14.95,2,5,0,4,14.62,7.1,27.83,125,59.54,1
CAR01459,Honda,2014,47505,1500,113,19.18,1,5,0,12,9.13,5.3,13.99,113,42.48,1
CAR01460,Maruti,2017,84462,1000,66,21.82,1,10,0,9,3.54,10.0,17.85,66,34.11,1
CAR01461,Audi,2019,73082,2000,155,14.86,1,8,0,7,9.65,7.8,22.86,155,53.45,1
CAR01462,Kia,2020,51004,2500,210,17.07,1,8,0,6,34.2,8.7,24.86,210,43.77,1
CAR01463,Maruti,2018,41287,2000,117,17.53,1,4,1,8,20.53,7.0,22.42,117,42.64,1
CAR01464,Audi,2015,26875,1800,116,17.68,1,9,1,11,29.1,6.9,18.05,116,33.62,1
CAR01465,Mercedes,2017,76076,2500,198,12.27,2,13,0,9,37.97,7.4,21.94,198,55.4,1
CAR01466,Ford,2016,32144,1200,76,16.07,4,8,1,10,24.17,7.3,15.81,76,73.89,1
CAR01467,Maruti,2019,67850,1000,61,17.48,1,5,1,7,16.12,10.0,21.09,61,48.5,1
CAR01468,BMW,2012,57733,1000,80,18.49,2,10,0,14,15.43,8.0,10.76,80,36.59,1
CAR01469,BMW,2012,88235,1600,135,21.03,1,8,1,14,9.3,8.4,13.92,135,67.35,1
CAR01470,Honda,2024,56739,2000,143,14.96,3,7,1,2,31.29,7.5,19.0,143,51.47,1
CAR01471,Hyundai,2022,56044,3000,190,14.97,1,9,0,4,23.95,7.6,30.39,190,22.21,1
CAR01472,BMW,2017,90353,1000,67,18.21,3,4,1,9,32.95,8.4,22.47,67,54.3,1
CAR01473,Maruti,2021,75578,1000,60,20.09,1,5,0,5,21.78,7.5,29.85,60,36.42,1
CAR01474,Hyundai,2023,74938,1800,140,16.73,3,5,1,3,19.29,9.3,25.14,140,65.43,1
CAR01475,Maruti,2013,80283,1800,141,17.21,1,6,2,13,34.79,6.4,17.72,141,11.15,1
CAR01476,BMW,2016,32570,1800,146,17.6,1,6,1,10,24.59,9.1,22.09,146,47.67,1
CAR01477,Hyundai,2012,91372,2000,112,15.79,1,9,2,14,8.35,9.0,21.29,112,72.33,1
CAR01478,Toyota,2018,85627,2500,180,15.61,1,1,0,8,23.22,10.0,22.55,180,42.92,1
CAR01479,BMW,2012,41136,1500,92,20.18,3,4,0,14,16.44,5.2,8.56,92,47.32,1
CAR01480,Honda,2015,58239,3000,196,11.92,2,9,0,11,15.4,8.9,21.42,196,35.43,1
CAR01481,Kia,2020,63860,1000,79,21.51,1,9,2,6,28.04,6.6,24.31,79,46.34,1
CAR01482,BMW,2012,61183,1600,97,16.9,4,2,1,14,43.43,8.7,15.2,97,21.8,1
CAR01483,Toyota,2015,75537,3000,222,12.69,2,9,0,11,19.66,8.7,24.02,222,25.39,1
CAR01484,Maruti,2017,123780,2500,187,16.26,4,8,1,9,10.71,6.4,22.09,187,24.16,1
CAR01485,Ford,2017,105761,3000,251,12.75,1,11,0,9,57.88,8.4,22.15,251,78.4,1
CAR01486,Audi,2023,36013,1000,78,19.78,3,5,0,3,37.14,7.1,22.58,78,20.13,1
CAR01487,Hyundai,2024,85998,3000,237,13.88,1,4,1,2,11.79,6.6,24.52,237,33.81,1
CAR01488,Kia,2019,118203,1500,106,13.55,2,8,2,7,16.33,5.1,9.31,106,18.99,1
CAR01489,Kia,2012,77359,3000,182,14.26,1,4,0,14,6.79,9.3,19.58,182,80.27,1
CAR01490,Tata,2018,106200,1000,68,16.26,2,7,3,8,12.23,7.4,18.19,68,39.56,1
CAR01491,Ford,2012,160759,1000,71,16.41,2,9,0,14,21.53,6.1,6.1,71,21.39,1
CAR01492,Maruti,2024,103034,3000,226,14.16,1,7,0,2,47.64,7.9,30.21,226,35.04,1
CAR01493,Mercedes,2025,72717,2000,146,17.36,4,8,0,1,7.64,7.6,27.95,146,31.03,1
CAR01494,Kia,2018,104030,1600,107,19.84,4,9,0,8,19.07,6.3,16.68,107,68.19,1
CAR01495,BMW,2014,69379,2200,139,13.54,4,5,2,12,4.64,6.3,9.97,139,45.44,1
CAR01496,Mercedes,2022,65703,1800,108,15.37,4,4,0,4,58.06,8.9,25.16,108,26.5,1
CAR01497,Toyota,2019,55493,2200,167,16.64,2,6,0,7,20.98,7.8,24.64,167,78.51,1
CAR01498,Maruti,2014,131358,2500,186,17.31,4,10,1,12,16.21,6.7,10.66,186,61.11,1
CAR01499,Honda,2025,44974,2500,189,15.24,3,7,0,1,8.57,7.0,30.44,189,32.26,1
CAR01500,Toyota,2025,129535,1000,66,17.39,1,7,0,1,6.25,7.0,35.28,66,57.88,1
CAR01501,Mercedes,2024,81396,2500,157,17.87,2,3,1,2,15.25,5.3,25.35,157,19.15,1
CAR01502,Tata,2012,34629,2000,156,15.76,3,8,1,14,12.77,8.7,15.26,156,14.91,1
CAR01503,Maruti,2024,76694,1600,125,16.97,2,8,1,2,36.21,7.0,22.96,125,26.93,1
CAR01504,Honda,2024,25264,2500,172,11.99,1,7,1,2,8.17,7.3,26.4,172,65.26,1
CAR01505,Ford,2025,86131,1500,110,19.16,1,9,0,1,26.13,8.2,27.37,110,79.76,1
CAR01506,Mercedes,2019,96809,1600,106,19.13,3,8,2,7,22.99,9.1,23.93,106,28.28,1
CAR01507,Honda,2014,49791,2000,152,14.87,4,12,1,12,3.09,7.8,22.93,152,50.81,1
CAR01508,Mercedes,2013,68716,2200,176,19.22,1,7,1,13,9.57,6.1,15.32,176,83.96,1
CAR01509,Hyundai,2012,156610,1600,121,16.25,1,5,0,14,30.87,7.2,10.29,121,65.09,1
CAR01510,Audi,2025,51770,1600,113,18.68,1,3,0,1,21.81,7.4,33.03,113,38.38,1
CAR01511,Mercedes,2014,40362,2200,151,16.16,2,9,3,12,31.75,5.1,8.96,151,68.24,1
CAR01512,Toyota,2013,126613,2000,149,12.23,1,6,1,13,4.54,8.1,22.45,149,67.85,1
CAR01513,Kia,2013,157205,2500,188,15.94,2,8,0,13,3.81,8.4,12.8,188,33.09,1
CAR01514,BMW,2017,65108,1000,72,20.05,4,8,1,9,65.72,7.6,15.05,72,1.98,1
CAR01515,Maruti,2023,102467,2200,162,12.18,2,6,1,3,20.85,6.4,25.7,162,33.4,1
CAR01516,BMW,2012,118872,2200,127,18.76,1,9,2,14,19.78,7.8,10.02,127,45.37,1
CAR01517,Honda,2013,46538,2200,184,16.63,3,8,1,13,2.44,8.8,25.63,184,26.15,1
CAR01518,Honda,2025,52248,2200,173,18.19,2,5,1,1,3.97,7.2,26.91,173,42.5,1
CAR01519,Audi,2017,113101,2500,166,11.42,1,7,0,9,25.14,8.5,12.87,166,84.29,1
CAR01520,Tata,2014,138746,3000,216,12.61,2,6,0,12,24.22,8.1,18.71,216,58.38,1
CAR01521,Ford,2015,83737,3000,169,15.79,2,8,1,11,7.59,5.0,13.32,169,26.61,1
CAR01522,Mercedes,2012,43749,1200,67,15.43,3,8,1,14,4.08,6.8,13.15,67,26.03,1
CAR01523,Toyota,2019,158946,2200,138,14.95,3,8,1,7,18.69,8.2,18.8,138,68.38,1
CAR01524,BMW,2024,51185,2200,167,16.53,1,7,0,2,23.53,7.7,32.42,167,46.64,1
CAR01525,Tata,2018,55901,1600,129,13.64,1,11,0,8,17.81,8.7,30.37,129,58.76,1
CAR01526,Mercedes,2018,75826,3000,215,10.79,1,7,3,8,37.1,7.8,22.73,215,56.96,1
CAR01527,Tata,2014,130812,2500,177,17.62,2,6,0,12,15.98,8.3,19.34,177,48.7,1
CAR01528,Mercedes,2021,95457,1000,67,19.26,2,6,0,5,4.93,7.1,20.52,67,97.72,1
CAR01529,Tata,2021,78341,1200,72,20.92,1,9,0,5,5.25,7.9,28.73,72,41.2,1
CAR01530,Hyundai,2014,80067,1200,70,18.94,1,8,1,12,12.5,6.2,10.85,70,23.95,1
CAR01531,Kia,2025,66285,2500,195,19.77,4,3,0,1,15.85,8.6,40.94,195,53.25,1
CAR01532,Kia,2013,83559,1000,83,20.02,3,8,1,13,11.68,7.9,10.07,83,49.53,1
CAR01533,Ford,2023,20824,1600,110,19.97,1,6,1,3,26.49,5.9,26.54,110,57.07,1
CAR01534,Kia,2012,56878,1800,135,16.36,2,9,2,14,17.81,7.2,11.54,135,41.04,1
CAR01535,Mercedes,2018,72456,3000,247,13.85,2,5,2,8,37.98,10.0,23.34,247,41.65,1
CAR01536,Mercedes,2018,38723,2200,127,17.0,1,10,0,8,19.13,7.3,21.11,127,75.87,1
CAR01537,Kia,2023,77342,2500,195,16.47,1,9,1,3,40.38,7.1,33.28,195,69.09,1
CAR01538,Honda,2013,59286,3000,221,13.35,1,5,1,13,2.87,6.5,11.58,221,45.31,1
CAR01539,Tata,2018,143216,2200,161,15.72,1,6,0,8,15.64,6.1,15.15,161,57.1,1
CAR01540,Ford,2024,131927,1800,115,17.86,2,10,1,2,9.43,6.2,31.08,115,58.8,1
CAR01541,Audi,2019,52708,1800,136,17.86,1,7,3,7,13.37,10.0,29.95,136,48.75,1
CAR01542,Audi,2012,60734,2000,158,14.24,1,6,0,14,36.7,8.0,15.38,158,23.72,1
CAR01543,Hyundai,2020,62873,1800,105,17.31,2,9,0,6,22.83,5.7,24.48,105,3.19,1
CAR01544,Ford,2018,53045,3000,213,14.07,1,5,0,8,8.28,7.5,29.52,213,63.81,1
CAR01545,Maruti,2014,70962,1500,87,15.76,2,6,1,12,51.43,8.8,11.83,87,42.13,1
CAR01546,Maruti,2019,46208,1500,122,19.53,1,7,0,7,44.49,8.1,26.33,122,77.88,1
CAR01547,Honda,2018,39080,2200,155,16.54,2,7,0,8,5.74,5.7,15.78,155,22.36,1
CAR01548,BMW,2022,86022,2200,174,20.38,4,11,0,4,14.24,8.3,24.39,174,58.58,1
CAR01549,Toyota,2024,86287,2000,132,16.23,1,4,0,2,73.67,7.5,26.93,132,26.47,1
CAR01550,Audi,2019,45261,1500,88,19.99,2,8,1,7,49.17,7.8,28.74,88,53.74,1
CAR01551,Tata,2017,97251,2200,124,16.79,1,4,3,9,5.63,9.9,21.43,124,37.94,1
CAR01552,Kia,2020,48920,1800,114,20.7,3,8,2,6,22.94,7.5,20.09,114,11.14,1
CAR01553,Ford,2016,72843,2200,137,13.77,3,4,0,10,44.63,6.6,15.4,137,64.12,1
CAR01554,BMW,2014,94023,1200,86,17.58,1,11,1,12,19.53,5.3,7.32,86,58.41,1
CAR01555,Toyota,2014,64024,2000,111,14.41,2,6,0,12,38.78,6.6,15.01,111,59.88,1
CAR01556,BMW,2012,79760,2500,177,14.7,1,10,0,14,15.15,6.5,13.72,177,75.55,1
CAR01557,Toyota,2023,51521,1000,67,16.89,4,8,0,3,25.94,5.0,22.93,67,65.55,1
CAR01558,Ford,2019,59500,1600,116,14.38,1,2,0,7,39.21,8.4,22.51,116,42.21,1
CAR01559,Kia,2013,59249,1000,76,14.88,3,4,1,13,8.24,8.2,17.36,76,90.68,1
CAR01560,Ford,2014,46452,1000,74,14.75,1,5,1,12,11.8,7.5,25.78,74,61.87,1
CAR01561,Hyundai,2019,60030,2500,211,16.17,2,7,0,7,21.79,6.2,25.95,211,30.07,1
CAR01562,Maruti,2025,32379,2200,130,14.8,4,12,0,1,36.49,7.8,33.94,130,44.25,1
CAR01563,Hyundai,2019,52111,1000,68,16.68,3,5,1,7,23.69,8.3,17.13,68,37.15,1
CAR01564,Maruti,2025,57179,1200,81,17.25,1,11,1,1,9.81,9.8,37.96,81,87.73,1
CAR01565,Tata,2022,57923,1600,108,16.37,2,10,1,4,20.58,8.0,26.3,108,69.06,1
CAR01566,BMW,2015,58306,1000,75,17.21,1,5,0,11,13.83,8.1,19.33,75,55.44,1
CAR01567,Hyundai,2015,63218,1500,105,20.93,1,9,1,11,16.24,7.7,16.24,105,42.13,1
CAR01568,Ford,2016,80651,2500,176,17.69,1,6,2,10,22.54,7.2,15.61,176,89.76,1
CAR01569,Mercedes,2017,96344,2500,170,18.03,1,8,1,9,7.36,8.5,28.36,170,74.61,1
CAR01570,Toyota,2016,48521,2500,212,15.22,2,9,0,10,16.61,7.4,15.26,212,41.08,1
CAR01571,Hyundai,2025,37824,2000,166,16.85,1,6,0,1,45.98,7.3,39.65,166,51.99,1
CAR01572,BMW,2018,40669,2000,128,14.98,2,4,0,8,23.56,7.0,11.96,128,60.84,1
CAR01573,Tata,2013,52203,1800,105,15.16,1,12,0,13,12.72,7.1,16.53,105,34.41,1
CAR01574,Honda,2018,55480,3000,241,13.47,1,4,1,8,61.7,7.9,31.19,241,34.81,1
CAR01575,Audi,2021,45965,1600,136,18.73,2,5,2,5,33.99,8.3,23.57,136,90.45,1
CAR01576,Mercedes,2018,36275,2200,140,18.11,1,9,0,8,24.77,6.6,22.84,140,48.88,1
CAR01577,Honda,2012,52939,1000,66,18.05,1,7,0,14,11.64,7.8,20.89,66,43.54,1
CAR01578,Ford,2018,70529,3000,250,10.92,1,4,1,8,9.82,6.3,26.34,250,66.47,1
CAR01579,Maruti,2016,84957,2200,168,17.18,2,7,0,10,12.53,8.3,28.75,168,28.96,1
CAR01580,Honda,2014,50580,3000,192,9.79,2,11,0,12,21.68,9.4,16.42,192,50.31,1
CAR01581,Maruti,2024,53976,2200,159,15.64,1,6,0,2,12.96,8.2,26.13,159,76.28,1
CAR01582,Kia,2014,42836,1200,100,18.75,1,5,2,12,34.91,7.1,18.11,100,19.05,1
CAR01583,Tata,2015,64087,2000,159,15.53,3,8,2,11,9.07,8.8,18.75,159,36.84,1
CAR01584,Honda,2024,44371,1600,124,14.34,4,9,0,2,51.2,5.9,20.36,124,45.23,1
CAR01585,Tata,2023,84124,1500,116,16.98,1,4,0,3,16.42,7.9,28.69,116,34.85,1
CAR01586,Tata,2013,29100,1200,72,21.86,2,9,0,13,17.41,10.0,24.7,72,73.15,1
CAR01587,BMW,2013,55288,2000,159,17.47,1,7,1,13,20.55,6.4,20.46,159,74.81,1
CAR01588,Maruti,2012,74432,2500,158,17.18,1,4,1,14,28.55,7.1,8.42,158,59.07,1
CAR01589,Audi,2016,70606,2000,166,13.85,1,7,0,10,4.02,7.2,22.37,166,48.3,1
CAR01590,Maruti,2015,218383,3000,198,13.94,2,5,1,11,33.95,6.0,10.53,198,81.79,1
CAR01591,Kia,2022,76081,1800,145,17.03,1,7,0,4,21.83,6.5,25.29,145,41.72,1
CAR01592,Tata,2021,41370,1200,76,18.79,3,5,1,5,21.03,7.5,19.49,76,52.7,1
CAR01593,Hyundai,2013,62267,2500,176,15.97,2,10,0,13,32.39,9.6,20.61,176,54.87,1
CAR01594,Mercedes,2014,29227,3000,175,13.72,1,5,0,12,26.75,8.1,15.9,175,40.79,1
CAR01595,Ford,2018,62685,1600,120,15.05,2,12,1,8,27.22,9.0,23.95,120,46.07,1
CAR01596,Toyota,2018,44679,2000,160,17.51,1,7,1,8,9.8,8.6,26.43,160,28.17,1
CAR01597,Hyundai,2023,98132,2500,191,16.54,1,6,0,3,3.16,8.0,29.57,191,72.89,1
CAR01598,Kia,2015,50759,3000,212,16.07,1,6,0,11,16.41,5.2,26.43,212,10.51,1
CAR01599,Kia,2016,61673,1800,101,19.58,1,5,0,10,27.53,9.6,30.45,101,51.35,1
CAR01600,Ford,2016,48832,2000,166,17.24,1,7,0,10,7.97,8.8,32.11,166,35.58,1
CAR01601,Ford,2017,142148,1600,122,15.14,1,13,1,9,23.17,7.9,18.97,122,46.83,1
CAR01602,Maruti,2025,56251,1800,139,13.8,1,10,0,1,7.38,5.8,25.78,139,10.08,1
CAR01603,Maruti,2020,148270,2200,173,15.26,1,10,1,6,23.41,5.6,20.29,173,71.64,1
CAR01604,Maruti,2013,93762,3000,232,15.27,4,7,0,13,17.72,5.9,14.18,232,43.13,1
CAR01605,Honda,2016,80747,2000,136,18.0,1,6,0,10,80.0,6.6,25.16,136,61.76,1
CAR01606,Mercedes,2023,76732,2000,154,16.83,1,4,0,3,9.86,8.0,34.8,154,50.38,1
CAR01607,Hyundai,2014,77602,2500,184,14.78,4,6,0,12,12.97,7.2,23.68,184,45.9,1
CAR01608,Toyota,2015,27301,1600,129,21.24,2,4,0,11,20.88,7.6,24.41,129,58.22,1
CAR01609,Tata,2021,57334,1500,119,18.86,2,5,0,5,16.22,8.2,21.21,119,26.29,1
CAR01610,Hyundai,2017,95079,2200,124,15.54,1,8,0,9,23.14,9.2,21.29,124,50.18,1
CAR01611,Kia,2023,63585,1800,119,15.57,2,7,0,3,20.73,6.7,28.14,119,21.61,1
CAR01612,Kia,2019,34538,1200,67,16.55,1,6,1,7,11.54,5.3,23.43,67,29.46,1
CAR01613,Tata,2012,63485,1200,70,16.36,2,7,1,14,19.76,6.5,12.79,70,39.33,1
CAR01614,Mercedes,2021,139943,2000,146,14.27,4,6,0,5,17.11,8.3,20.24,146,35.08,1
CAR01615,Toyota,2025,113919,2500,203,15.42,2,9,1,1,19.06,8.6,25.58,203,53.8,1
CAR01616,BMW,2019,63211,1000,59,19.11,1,2,1,7,20.85,8.6,25.79,59,22.38,1
CAR01617,Tata,2022,99737,2000,137,15.63,2,9,0,4,16.16,6.6,19.68,137,62.61,1
CAR01618,Toyota,2025,55117,1200,99,20.04,2,6,2,1,2.52,7.9,28.52,99,93.72,1
CAR01619,Honda,2018,30194,1200,95,22.19,2,6,1,8,32.24,9.5,23.36,95,70.34,1
CAR01620,Hyundai,2012,42879,2200,155,14.07,2,15,1,14,5.32,8.5,25.78,155,58.73,1
CAR01621,BMW,2013,131327,1000,78,17.79,2,4,1,13,37.98,5.2,7.41,78,38.68,1
CAR01622,Mercedes,2014,57460,2000,141,11.85,2,5,0,12,13.32,7.4,21.5,141,53.61,1
CAR01623,Audi,2012,58257,2200,131,15.66,4,6,0,14,20.87,7.1,13.12,131,61.24,1
CAR01624,Kia,2025,56796,2500,147,14.6,3,9,0,1,5.72,5.6,25.9,147,72.41,1
CAR01625,Mercedes,2020,153124,2200,133,17.5,1,7,0,6,18.8,9.4,21.9,133,84.0,1
CAR01626,BMW,2019,135107,2000,131,16.11,2,9,1,7,31.27,5.7,15.61,131,37.76,1
CAR01627,Ford,2013,176415,3000,249,12.25,1,9,0,13,6.39,7.4,16.35,249,19.04,1
CAR01628,Tata,2024,60511,1500,118,18.1,2,11,1,2,2.47,9.2,38.09,118,59.63,1
CAR01629,Honda,2020,74249,2000,136,17.4,1,12,0,6,8.21,6.4,35.94,136,47.17,1
CAR01630,Audi,2018,32848,1600,112,14.19,2,10,1,8,12.07,7.5,18.21,112,30.27,1
CAR01631,Ford,2020,126344,1200,76,20.59,2,4,0,6,8.21,8.1,23.26,76,38.07,1
CAR01632,Tata,2017,38432,1000,76,21.76,1,6,0,9,30.23,6.5,12.35,76,29.44,1
CAR01633,Honda,2017,71660,1000,79,20.24,3,4,1,9,14.3,6.8,20.86,79,53.59,1
CAR01634,Hyundai,2022,39670,1500,93,15.85,2,7,2,4,8.7,7.9,23.6,93,89.62,1
CAR01635,Tata,2025,49869,1600,90,16.78,1,5,1,1,15.14,8.3,26.73,90,51.67,1
CAR01636,Tata,2015,44595,1200,88,20.94,1,7,0,11,15.4,8.5,21.86,88,43.11,1
CAR01637,Mercedes,2021,49444,1000,72,17.19,3,3,0,5,19.45,6.2,24.71,72,72.14,1
CAR01638,Tata,2021,50998,1600,107,18.69,1,9,0,5,13.98,5.4,22.82,107,56.28,1
CAR01639,Audi,2024,50788,2200,163,15.61,2,6,2,2,9.21,8.6,23.88,163,61.42,1
CAR01640,Ford,2024,94574,2000,143,16.61,2,8,0,2,13.27,9.1,35.29,143,89.11,1
CAR01641,Tata,2013,39536,2000,125,14.61,3,10,1,13,14.55,10.0,29.62,125,14.32,1
CAR01642,Audi,2018,71782,3000,201,14.09,2,5,0,8,17.09,10.0,27.2,201,22.93,1
CAR01643,Tata,2016,112446,1200,81,19.09,2,10,0,10,30.63,9.8,18.75,81,44.3,1
CAR01644,Tata,2022,51596,1600,130,14.41,3,8,1,4,24.55,6.2,19.37,130,77.21,1
CAR01645,BMW,2017,47055,1800,151,16.85,3,5,0,9,47.06,7.3,23.11,151,45.72,1
CAR01646,Honda,2013,58595,1000,82,20.37,2,8,1,13,26.29,8.3,16.28,82,66.07,1
CAR01647,Honda,2016,110527,2500,191,14.09,1,10,0,10,30.42,8.1,20.88,191,23.28,1
CAR01648,Audi,2021,70933,2500,181,9.96,1,11,1,5,14.6,7.3,33.39,181,66.17,1
CAR01649,Maruti,2015,51180,2000,151,16.06,2,6,1,11,1.48,9.2,22.46,151,52.05,1
CAR01650,Audi,2020,80813,1800,150,19.79,2,16,1,6,5.03,6.9,23.54,150,35.17,1
CAR01651,Kia,2017,39581,2500,156,14.17,1,4,0,9,39.18,7.8,22.36,156,76.34,1
