Customer_ID,Age,Annual_Income,Credit_Limit,Bill_Amount,Payment_Amount,Total_Transactions,Late_Payments,Credit_Utilization,Months_With_Bank,Employment_Type,Education_Level,Marital_Status,Card_Type,Region,Default
CUST102689,27,43272.0,12585.0,11059.0,4772.0,23,1,87.87,121,Salaried,High School,Single,Gold,Central,0
CUST102690,36,31198.0,14105.0,10434.0,5887.0,16,1,73.97,24,Salaried,High School,Divorced,Standard,North,0
CUST102691,36,52576.0,29357.0,10651.0,1757.0,26,1,36.28,69,Salaried,Bachelor,Married,Standard,North,0
CUST102692,53,82547.0,43806.0,8607.0,5376.0,20,0,19.65,26,Salaried,Bachelor,Widowed,Platinum,,0
CUST102693,24,74180.0,20863.0,17128.0,6592.0,24,2,82.1,150,Salaried,Bachelor,Married,Platinum,South,0
CUST102694,24,129491.0,35306.0,28677.0,17717.0,18,0,81.22,54,Salaried,Bachelor,Married,Standard,West,0
CUST102695,59,100368.0,63522.0,20653.0,15200.0,21,0,32.51,65,Business,Master,Single,Standard,North,0
CUST102696,60,110792.0,17075.0,3126.0,1642.0,29,2,18.31,47,Self-Employed,High School,Single,Gold,South,0
CUST102697,37,77801.0,45892.0,17327.0,7413.0,18,0,37.76,78,Salaried,Bachelor,Single,Gold,Central,0
CUST102698,57,30274.0,7564.0,1125.0,684.0,29,3,14.87,49,Self-Employed,Bachelor,Single,Standard,South,0
CUST102699,59,58367.0,36400.0,10795.0,6930.0,28,2,29.66,60,Business,Bachelor,Married,Gold,South,0
CUST102700,49,116447.0,37397.0,2899.0,689.0,17,4,7.75,57,Self-Employed,High School,Single,Gold,East,0
CUST102701,56,63184.0,23389.0,4226.0,2220.0,14,1,18.07,109,Salaried,Bachelor,Single,Gold,South,0
CUST102702,58,85720.0,43165.0,12161.0,5816.0,29,0,28.17,24,Salaried,High School,Divorced,Signature,South,0
CUST102703,59,54548.0,24210.0,14881.0,8790.0,24,2,61.47,71,Salaried,Bachelor,Single,Standard,West,0
CUST102704,70,36892.0,11399.0,4937.0,2684.0,24,4,43.31,33,Salaried,Diploma,Single,Gold,Central,0
CUST102705,57,60737.0,25930.0,8252.0,2653.0,29,4,31.82,46,Salaried,Bachelor,Single,Signature,South,0
CUST102706,55,77043.0,39704.0,10821.0,4757.0,21,2,27.25,29,Business,Master,Married,Standard,East,0
CUST102707,27,45320.0,7757.0,6025.0,1845.0,27,1,77.67,23,Salaried,Doctorate,Divorced,Gold,West,0
CUST102708,47,57097.0,8884.0,2134.0,251.0,17,1,24.02,80,Student,Bachelor,Divorced,Signature,West,0
CUST102709,48,38771.0,14696.0,747.0,362.0,27,4,5.08,56,Self-Employed,Bachelor,Divorced,Standard,South,0
CUST102710,42,120298.0,25975.0,15604.0,7433.0,20,0,60.07,29,Unemployed,Diploma,Married,,West,0
CUST102711,34,55281.0,26655.0,8819.0,4024.0,24,4,33.09,27,Business,Bachelor,Married,Standard,Central,0
CUST102712,27,144518.0,37145.0,11114.0,5833.0,19,3,29.92,66,Student,High School,Married,Gold,North,0
CUST102713,57,150686.0,55215.0,14464.0,7357.0,18,3,26.2,58,Unemployed,Master,Divorced,Platinum,North,0
CUST102714,42,62166.0,15469.0,6629.0,4428.0,19,3,42.85,48,Salaried,Bachelor,Married,Standard,Central,0
CUST102715,25,37328.0,15836.0,9096.0,3697.0,22,1,57.44,49,Self-Employed,Bachelor,Married,Standard,East,0
CUST102716,22,20638.0,4293.0,2721.0,2185.0,20,2,63.38,108,Unemployed,Bachelor,Married,Gold,North,0
CUST102717,47,28927.0,4673.0,2249.0,1407.0,26,2,48.13,46,Self-Employed,Master,Single,Standard,West,0
CUST102718,41,30532.0,5360.0,3512.0,1695.0,24,0,65.52,86,Salaried,Master,Single,Platinum,North,0
CUST102719,58,138732.0,87003.0,19877.0,10973.0,12,2,22.85,45,Business,Diploma,Single,Standard,West,0
CUST102720,35,69275.0,15320.0,635.0,254.0,25,0,4.14,65,Unemployed,Master,Single,Platinum,East,0
CUST102721,41,80533.0,40608.0,31361.0,19716.0,19,3,77.23,155,Business,Bachelor,Married,Platinum,South,0
CUST102722,30,19166.0,3526.0,1151.0,388.0,23,4,,79,Business,Bachelor,Married,Standard,East,0
CUST102723,43,33633.0,6864.0,4192.0,2145.0,16,4,61.07,131,Salaried,Master,Divorced,Standard,North,0
CUST102724,59,105877.0,42821.0,5633.0,3612.0,25,0,13.15,15,Business,Bachelor,Married,Platinum,East,0
CUST102725,25,76105.0,29105.0,12535.0,6267.0,22,2,43.07,59,Salaried,High School,Married,Platinum,East,0
CUST102726,21,59945.0,37513.0,8584.0,4681.0,22,0,22.88,88,Unemployed,Diploma,Married,Gold,South,0
CUST102727,33,88681.0,55197.0,22266.0,15410.0,12,1,40.34,45,Unemployed,Master,Married,Gold,West,0
CUST102728,41,159824.0,86274.0,40761.0,25286.0,19,3,47.25,105,Unemployed,Bachelor,Single,Standard,South,0
CUST102729,46,57559.0,25962.0,14677.0,11851.0,22,4,56.53,61,Salaried,Master,Single,Platinum,Central,0
CUST102730,70,67528.0,25490.0,9003.0,5301.0,23,4,35.32,41,Self-Employed,Bachelor,Married,Standard,North,0
CUST102731,65,72263.0,23709.0,5224.0,3254.0,24,1,22.03,25,Self-Employed,Bachelor,Divorced,Gold,West,0
CUST102732,41,242269.0,150000.0,49002.0,22764.0,19,0,32.67,108,Self-Employed,Master,Married,Standard,South,0
CUST102733,38,20486.0,9248.0,6953.0,2336.0,19,2,75.18,94,Salaried,Diploma,Single,Standard,South,0
CUST102734,57,94648.0,41601.0,18784.0,7839.0,17,1,45.15,114,Unemployed,High School,Single,Standard,Central,0
CUST102735,65,61023.0,16229.0,1788.0,526.0,17,3,11.02,137,Student,Bachelor,Divorced,Standard,South,0
CUST102736,52,88776.0,15389.0,4682.0,2910.0,28,2,30.42,15,Self-Employed,Bachelor,Married,Gold,South,0
CUST102737,56,45279.0,28190.0,12276.0,9353.0,25,3,43.55,67,Self-Employed,High School,Married,Standard,East,0
CUST102738,37,63273.0,19416.0,12633.0,10517.0,25,3,65.06,79,Business,Bachelor,Married,Standard,South,0
CUST102739,55,96126.0,35691.0,27113.0,,14,1,75.97,66,Self-Employed,Bachelor,Divorced,Standard,North,0
CUST102740,69,350000.0,72562.0,40856.0,20475.0,20,2,56.3,34,,Diploma,Married,Gold,Central,0
CUST102741,31,101373.0,57627.0,14671.0,7778.0,17,0,25.46,115,Business,High School,Married,Standard,Central,0
CUST102742,41,40770.0,6679.0,1569.0,1007.0,20,0,23.49,58,Unemployed,Master,Single,Gold,West,0
CUST102743,46,51486.0,29192.0,12829.0,8385.0,23,1,43.95,86,Student,Master,Divorced,Signature,South,0
CUST102744,24,50654.0,11151.0,4406.0,1329.0,17,6,39.51,63,Salaried,Bachelor,Single,Platinum,West,0
CUST102745,54,24210.0,14363.0,3800.0,1509.0,21,1,26.46,53,Self-Employed,High School,Married,Standard,Central,0
CUST102746,68,54208.0,27911.0,4202.0,833.0,32,1,15.05,106,Self-Employed,Bachelor,Married,Standard,Central,0
CUST102747,38,97265.0,22598.0,11286.0,3225.0,18,1,49.94,19,Salaried,Diploma,Widowed,Signature,North,0
CUST102748,60,32251.0,13962.0,3730.0,1716.0,28,1,26.72,56,Salaried,Bachelor,Married,Standard,West,0
CUST102749,55,115706.0,35444.0,17667.0,12026.0,20,1,49.84,73,Unemployed,High School,Married,Standard,West,0
CUST102750,61,85001.0,20325.0,9420.0,6885.0,17,0,46.35,48,Salaried,Master,Widowed,Standard,Central,0
CUST102751,49,43404.0,25157.0,16575.0,3144.0,27,1,65.89,110,Salaried,High School,Married,Standard,North,0
CUST102752,49,60132.0,21152.0,16808.0,5067.0,27,2,79.46,31,Student,Bachelor,Married,Gold,West,1
CUST102753,58,156564.0,54683.0,7915.0,4306.0,22,1,14.47,21,Salaried,Bachelor,Married,Standard,East,0
CUST102754,62,97304.0,22861.0,4897.0,2001.0,27,3,21.42,57,Student,Bachelor,Married,Standard,East,0
CUST102755,41,65315.0,22307.0,16509.0,3726.0,20,2,74.01,73,Salaried,Diploma,Single,Standard,South,0
CUST102756,62,57035.0,33412.0,19720.0,7612.0,20,2,59.02,12,Self-Employed,Bachelor,Married,Platinum,West,0
CUST102757,33,67797.0,22479.0,4419.0,,15,6,19.66,140,Self-Employed,Bachelor,Single,Gold,South,0
CUST102758,69,49054.0,30698.0,23300.0,4765.0,21,1,75.9,118,Self-Employed,High School,Married,Gold,South,0
CUST102759,61,20425.0,12728.0,1667.0,765.0,19,1,13.1,87,Unemployed,Bachelor,Married,Gold,Central,1
CUST102760,37,199854.0,44457.0,6232.0,2832.0,18,0,14.02,49,Salaried,High School,Married,Signature,East,0
CUST102761,29,70797.0,16896.0,5414.0,2357.0,21,1,32.04,19,Business,High School,Married,Gold,West,0
CUST102762,61,80912.0,47037.0,30008.0,5024.0,30,1,63.8,21,Student,High School,Married,Standard,North,0
CUST102763,21,62962.0,21809.0,7384.0,4177.0,24,4,33.86,137,Self-Employed,Bachelor,Single,Standard,West,0
CUST102764,22,43383.0,6602.0,3156.0,938.0,16,2,47.8,62,Unemployed,Master,Married,Gold,West,0
CUST102765,68,58682.0,16838.0,1319.0,430.0,21,2,7.83,33,Salaried,Doctorate,Single,Standard,East,0
CUST102766,49,26970.0,12105.0,9984.0,2545.0,16,1,82.48,54,Business,Bachelor,Married,Platinum,North,0
CUST102767,53,227417.0,124996.0,38659.0,32323.0,21,2,30.93,86,Business,Diploma,Single,Platinum,North,0
CUST102768,30,32964.0,7143.0,3788.0,3398.0,17,3,53.03,114,Salaried,Diploma,Single,Standard,West,0
CUST102769,70,36848.0,7564.0,2885.0,781.0,23,2,38.14,53,Self-Employed,Bachelor,Married,Standard,Central,0
CUST102770,60,51021.0,31176.0,13183.0,6306.0,18,2,42.29,118,Salaried,High School,Married,Standard,,0
CUST102771,41,132004.0,69378.0,16026.0,5928.0,23,0,23.1,35,Self-Employed,Diploma,Married,Signature,East,0
CUST102772,48,65521.0,29150.0,3054.0,796.0,20,0,10.48,87,Student,Bachelor,Married,Gold,East,0
CUST102773,31,32934.0,17606.0,4435.0,2057.0,24,2,25.19,45,Self-Employed,Bachelor,Single,Gold,North,0
CUST102774,54,129577.0,47221.0,25588.0,2328.0,30,3,54.19,99,Self-Employed,Bachelor,Single,Standard,North,0
CUST102775,28,97168.0,51424.0,12303.0,1580.0,16,1,23.92,63,Self-Employed,Doctorate,Single,Gold,West,0
CUST102776,42,87403.0,29359.0,17223.0,6184.0,24,4,58.66,65,Self-Employed,Bachelor,Married,Gold,West,1
CUST102777,28,96355.0,26213.0,15699.0,1123.0,20,2,59.89,88,Salaried,Bachelor,Married,Gold,West,0
CUST102778,69,242569.0,124803.0,11842.0,5622.0,18,3,9.49,76,Salaried,Doctorate,Married,Standard,West,0
CUST102779,35,216197.0,77795.0,24121.0,6750.0,24,5,31.01,103,Business,Bachelor,Married,Gold,South,0
CUST102780,37,44554.0,28545.0,15033.0,6282.0,29,0,52.66,77,Business,Bachelor,Married,Signature,North,0
CUST102781,43,158781.0,51563.0,13941.0,6436.0,21,1,27.04,75,Salaried,Bachelor,Single,Gold,North,0
CUST102782,44,80249.0,49021.0,34401.0,22507.0,18,1,70.18,26,Salaried,Doctorate,Married,Gold,West,0
CUST102783,65,85532.0,52729.0,17500.0,,23,4,33.19,58,Self-Employed,Diploma,Single,Platinum,South,0
CUST102784,39,25627.0,6943.0,491.0,296.0,18,2,7.07,23,Self-Employed,High School,Married,Standard,North,0
CUST102785,25,59185.0,32499.0,18069.0,3401.0,23,0,55.6,37,Salaried,Master,Married,Standard,Central,0
CUST102786,52,41568.0,15236.0,3553.0,1669.0,18,3,23.32,53,Salaried,Bachelor,Married,Gold,South,0
CUST102787,64,102496.0,62396.0,26783.0,12198.0,25,2,42.92,31,Student,Bachelor,Divorced,Standard,North,0
CUST102788,21,117153.0,43940.0,26585.0,15805.0,17,2,60.5,73,Self-Employed,Bachelor,Married,Standard,South,0
CUST102789,43,20768.0,10844.0,7832.0,3057.0,28,0,72.22,180,Business,Diploma,Married,Standard,South,0
CUST102790,57,64217.0,24626.0,1496.0,1094.0,17,0,6.07,23,Self-Employed,Bachelor,Married,Gold,South,0
CUST102791,28,120471.0,31792.0,14595.0,8503.0,25,3,45.91,41,Business,Diploma,Married,Gold,Central,0
CUST102792,33,58657.0,14645.0,5036.0,2860.0,27,1,34.39,39,Student,Master,Single,Platinum,West,0
CUST102793,28,97064.0,35207.0,6934.0,2462.0,17,2,19.69,31,Salaried,Bachelor,Single,Standard,West,0
CUST102794,43,78848.0,41612.0,8685.0,5040.0,14,1,20.87,78,Business,Master,Married,Standard,Central,0
CUST102795,63,78437.0,35496.0,7634.0,5688.0,26,2,21.51,34,Business,Diploma,Widowed,Gold,North,0
CUST102796,21,55989.0,27676.0,6392.0,3095.0,21,1,23.1,71,Self-Employed,Bachelor,Married,Platinum,North,0
CUST102797,65,33290.0,9693.0,2458.0,855.0,16,6,25.36,53,Self-Employed,Diploma,Married,Gold,Central,1
CUST102798,44,35077.0,13705.0,10317.0,5750.0,34,0,75.28,26,Salaried,Diploma,Single,Standard,North,0
CUST102799,55,96018.0,16534.0,5363.0,2284.0,22,5,32.44,25,Self-Employed,Bachelor,Single,Platinum,West,0
CUST102800,44,65699.0,36710.0,11101.0,7226.0,21,2,30.24,45,Salaried,Bachelor,Single,Gold,South,0
CUST102801,37,60232.0,38846.0,23048.0,11776.0,17,1,59.33,66,Student,Bachelor,Married,Platinum,East,0
CUST102802,25,51483.0,18196.0,3492.0,1069.0,22,2,19.19,114,Self-Employed,Diploma,Married,Platinum,South,0
CUST102803,40,54956.0,8545.0,,6176.0,27,1,87.17,99,Salaried,High School,Single,Gold,North,0
CUST102804,41,115606.0,27155.0,6531.0,4642.0,25,0,24.05,65,Salaried,Master,Single,Gold,West,0
CUST102805,60,54055.0,25744.0,13319.0,8644.0,24,0,51.74,70,Business,Bachelor,Single,Gold,Central,0
CUST102806,51,31087.0,14177.0,10049.0,4495.0,18,1,70.88,62,Self-Employed,Bachelor,Single,Signature,North,0
CUST102807,66,97846.0,53222.0,23907.0,10729.0,24,1,44.92,80,Salaried,High School,Married,Platinum,South,0
CUST102808,56,58073.0,16083.0,1223.0,791.0,26,2,7.6,98,Salaried,High School,Single,Standard,North,0
CUST102809,31,66132.0,35170.0,10039.0,1783.0,27,3,28.54,40,Business,Bachelor,Single,Standard,South,0
CUST102810,35,157363.0,77736.0,41647.0,17445.0,18,0,53.57,59,Salaried,Bachelor,Single,Platinum,South,0
CUST102811,39,64269.0,20014.0,1744.0,1045.0,23,2,8.71,21,Student,Bachelor,Married,Standard,West,0
CUST102812,27,76206.0,32216.0,2398.0,717.0,23,4,7.44,40,Business,Bachelor,Single,Gold,West,0
CUST102813,48,33987.0,7601.0,5008.0,1403.0,20,2,65.89,52,Student,Master,Single,Signature,West,0
CUST102814,63,57603.0,21675.0,9781.0,7283.0,18,2,45.13,62,Unemployed,Bachelor,Single,Standard,North,0
CUST102815,25,90888.0,53678.0,6215.0,4475.0,18,1,11.58,16,Salaried,Master,Single,Gold,North,0
CUST102816,25,27631.0,9964.0,2582.0,988.0,26,1,25.91,52,Self-Employed,Bachelor,Married,Standard,South,0
CUST102817,50,72592.0,41362.0,14559.0,2685.0,28,1,35.2,11,Salaried,High School,Single,Gold,West,0
CUST102818,52,68705.0,30582.0,14092.0,1727.0,37,1,46.08,93,Salaried,,Married,Signature,North,1
CUST102819,28,66493.0,16353.0,3203.0,1566.0,25,2,19.59,22,Salaried,Bachelor,Married,Standard,North,0
CUST102820,30,114988.0,50658.0,25916.0,24159.0,25,2,51.16,75,Salaried,Diploma,Single,Signature,East,0
CUST102821,58,78126.0,31484.0,15156.0,6761.0,19,1,48.14,89,Salaried,Bachelor,Married,Standard,North,0
CUST102822,67,146544.0,51191.0,17756.0,3703.0,19,0,34.69,64,Student,Bachelor,Divorced,Standard,North,0
CUST102823,52,37634.0,7896.0,2466.0,1391.0,22,2,31.23,17,Salaried,Bachelor,Single,Gold,South,0
CUST102824,68,70046.0,25101.0,7269.0,2437.0,18,2,28.96,71,Business,Bachelor,Married,Standard,South,0
CUST102825,48,68091.0,12691.0,6227.0,2727.0,21,1,49.07,74,Salaried,Master,Married,Standard,South,0
CUST102826,37,36100.0,7198.0,1753.0,986.0,19,2,24.35,34,Salaried,Bachelor,Married,Standard,West,0
CUST102827,51,109986.0,39370.0,13013.0,2103.0,25,2,33.05,24,Unemployed,Bachelor,Married,Standard,South,0
CUST102828,28,233448.0,70663.0,22131.0,18362.0,20,3,31.32,110,Salaried,Bachelor,Married,Platinum,West,0
CUST102829,60,64395.0,39459.0,15654.0,7422.0,27,1,39.67,34,Business,High School,Single,Standard,Central,0
CUST102830,45,85811.0,28991.0,12876.0,6792.0,27,0,44.41,180,Self-Employed,High School,Widowed,Gold,South,0
CUST102831,29,68093.0,36016.0,20326.0,6270.0,18,2,56.44,44,Salaried,Bachelor,Married,Standard,North,0
CUST102832,22,43900.0,18224.0,6397.0,1131.0,21,3,35.1,94,Salaried,Master,Single,Standard,West,0
CUST102833,35,23878.0,11988.0,10075.0,4209.0,23,1,84.04,51,Salaried,Master,Divorced,Standard,West,0
CUST102834,70,44089.0,12347.0,4858.0,1956.0,20,2,39.35,41,Student,Bachelor,Widowed,Standard,East,0
CUST102835,23,30229.0,18771.0,5515.0,3624.0,26,4,29.38,24,Student,Master,Single,Gold,South,0
CUST102836,69,165943.0,68874.0,7971.0,1902.0,31,2,11.57,33,Self-Employed,Master,Married,Gold,West,0
CUST102837,56,61012.0,34512.0,10659.0,7304.0,21,1,30.88,60,Self-Employed,Master,Widowed,Standard,South,0
CUST102838,24,53739.0,17869.0,8223.0,1066.0,16,1,46.02,21,Salaried,Bachelor,Married,Gold,North,0
CUST102839,34,105998.0,21211.0,14870.0,8696.0,22,1,70.11,67,Business,Bachelor,Married,Standard,Central,0
CUST102840,61,35073.0,17075.0,6562.0,1319.0,23,1,38.43,47,Student,High School,Married,Standard,South,0
CUST102841,61,42632.0,6560.0,2274.0,314.0,30,2,34.66,109,Business,High School,Single,Signature,East,0
CUST102842,45,67480.0,26158.0,8810.0,4452.0,18,3,33.68,54,Self-Employed,,Married,Standard,East,0
CUST102843,70,114458.0,28203.0,21678.0,9390.0,28,1,76.86,118,Self-Employed,Bachelor,Married,Gold,East,0
CUST102844,30,85654.0,39717.0,22151.0,20174.0,23,0,55.77,28,Salaried,High School,Single,Gold,South,0
CUST102845,41,74512.0,47666.0,26141.0,11047.0,18,0,54.84,29,Unemployed,Diploma,Married,Gold,West,0
CUST102846,56,67854.0,25934.0,7885.0,4390.0,24,2,30.4,49,Unemployed,Bachelor,Married,Standard,South,0
CUST102847,32,81005.0,45261.0,28091.0,7138.0,32,3,62.06,87,Unemployed,Master,Single,Standard,Central,0
CUST102848,47,72624.0,29332.0,,2945.0,26,1,19.02,102,Salaried,Bachelor,Widowed,Standard,East,0
CUST102849,60,36889.0,14679.0,9154.0,4015.0,17,1,62.36,46,Self-Employed,Bachelor,Married,Signature,West,0
CUST102850,22,66668.0,41015.0,12697.0,1659.0,16,2,30.96,29,Self-Employed,High School,Married,Standard,West,0
CUST102851,33,36012.0,21427.0,7147.0,4738.0,27,2,33.36,22,Salaried,Doctorate,Single,Standard,Central,0
CUST102852,52,67964.0,36898.0,9244.0,6990.0,20,0,25.05,41,Student,Doctorate,Single,Standard,East,0
CUST102853,51,49900.0,14877.0,7440.0,3179.0,19,2,50.01,35,Business,Bachelor,Married,Platinum,North,0
CUST102854,36,262709.0,110996.0,52355.0,43135.0,16,1,47.17,33,Business,Bachelor,Single,Platinum,North,0
CUST102855,52,63589.0,16657.0,8223.0,3916.0,29,3,49.37,35,Salaried,Master,Single,Gold,South,0
CUST102856,52,30026.0,11168.0,1762.0,853.0,19,4,15.78,56,Unemployed,Doctorate,Single,Standard,South,0
CUST102857,54,60376.0,23674.0,5234.0,2112.0,17,0,22.11,99,Business,Bachelor,Single,Platinum,South,0
CUST102858,31,86490.0,48938.0,21693.0,6820.0,29,0,44.33,32,Unemployed,Master,Single,Gold,Central,0
CUST102859,30,163161.0,97573.0,50323.0,30438.0,21,3,51.57,64,Salaried,Diploma,Widowed,Signature,East,0
CUST102860,35,47002.0,16794.0,7196.0,3390.0,37,3,42.85,24,Business,Diploma,Single,Standard,Central,0
CUST102861,37,27223.0,4324.0,671.0,550.0,20,1,15.52,38,Business,Master,Married,Standard,North,0
CUST102862,60,101865.0,59172.0,10305.0,1123.0,21,4,17.42,44,Salaried,Master,Married,Standard,South,0
CUST102863,38,30419.0,7214.0,3184.0,1762.0,21,4,44.14,60,Salaried,Bachelor,Widowed,Gold,South,0
CUST102864,29,51137.0,23571.0,20869.0,4814.0,14,0,88.54,79,Business,Bachelor,Single,Signature,North,0
CUST102865,45,,9166.0,1568.0,714.0,33,4,17.11,30,Business,Bachelor,Single,Platinum,West,1
CUST102866,60,62558.0,21880.0,3379.0,1424.0,18,0,15.44,44,Unemployed,Master,Married,Gold,North,0
CUST102867,34,94957.0,61055.0,19038.0,1316.0,21,1,31.18,140,Business,Master,Married,Gold,South,0
CUST102868,45,44629.0,8941.0,5772.0,1403.0,30,2,64.56,73,Salaried,Master,Married,Standard,Central,0
CUST102869,70,55915.0,20233.0,11619.0,8894.0,20,0,57.43,50,Unemployed,High School,Married,Standard,Central,1
CUST102870,42,64492.0,19578.0,8383.0,3544.0,26,2,42.82,55,Salaried,Master,Married,Standard,South,0
CUST102871,50,70574.0,42524.0,23449.0,15177.0,31,1,55.14,79,Business,Master,Single,Gold,South,0
CUST102872,40,68593.0,40104.0,7956.0,3696.0,30,0,19.84,57,Self-Employed,High School,Married,Platinum,East,0
CUST102873,41,82615.0,22211.0,14893.0,5415.0,25,0,67.05,100,Salaried,Bachelor,Married,Standard,South,0
CUST102874,64,103389.0,19705.0,5861.0,,22,3,29.74,57,Unemployed,High School,Single,Standard,West,0
CUST102875,52,80668.0,37395.0,16399.0,13544.0,25,0,43.85,70,Self-Employed,Bachelor,Single,Gold,East,0
CUST102876,66,83418.0,26542.0,10532.0,6712.0,15,4,39.68,23,Salaried,Bachelor,Married,Platinum,East,0
CUST102877,69,27226.0,13233.0,6431.0,4012.0,19,1,48.6,48,Salaried,Diploma,Married,Signature,Central,0
CUST102878,41,66821.0,11096.0,1869.0,547.0,24,2,16.84,66,Business,High School,Single,Standard,South,0
CUST102879,55,84615.0,18336.0,15623.0,9620.0,12,2,85.2,52,Self-Employed,Bachelor,Married,Standard,Central,0
CUST102880,52,97058.0,47868.0,12054.0,1717.0,25,1,25.18,50,Salaried,Master,Divorced,Gold,West,0
CUST102881,50,44416.0,11379.0,7663.0,962.0,25,2,67.34,38,Self-Employed,Diploma,Single,Standard,South,0
CUST102882,59,45237.0,26183.0,13756.0,6842.0,18,2,52.54,55,Salaried,Master,Married,Platinum,North,0
CUST102883,69,47400.0,8499.0,2830.0,795.0,12,2,33.3,73,Self-Employed,Master,Single,Platinum,East,0
CUST102884,32,87306.0,22502.0,2885.0,850.0,25,3,12.82,69,Salaried,Bachelor,Single,Standard,North,0
CUST102885,61,114781.0,74525.0,25879.0,7998.0,19,3,34.73,116,Self-Employed,High School,Married,Standard,,0
CUST102886,67,51950.0,19042.0,2320.0,766.0,36,3,12.18,120,Student,Master,Single,Standard,South,0
CUST102887,38,107100.0,53709.0,15259.0,3718.0,23,1,28.41,82,Salaried,Bachelor,Single,Gold,Central,0
CUST102888,41,69568.0,16789.0,6496.0,5342.0,27,1,38.69,108,Salaried,Bachelor,Single,Signature,East,0
CUST102889,33,60705.0,27617.0,3178.0,1044.0,27,1,11.51,62,Salaried,Bachelor,Married,Standard,West,0
CUST102890,41,57866.0,29688.0,6768.0,2567.0,17,1,22.8,81,Student,Bachelor,Divorced,Standard,South,0
CUST102891,28,98005.0,30111.0,21292.0,5002.0,21,2,70.71,47,Salaried,Master,Single,Platinum,South,0
CUST102892,66,77747.0,43884.0,9353.0,3824.0,28,3,21.31,124,,High School,Married,Gold,East,0
CUST102893,60,227259.0,102655.0,26712.0,22615.0,22,2,26.02,65,Salaried,Bachelor,Single,Standard,Central,0
CUST102894,66,40677.0,14016.0,1898.0,752.0,19,5,13.54,81,Salaried,Bachelor,Widowed,Standard,East,0
CUST102895,27,86431.0,37063.0,19183.0,14238.0,22,0,51.76,71,Self-Employed,High School,Married,Standard,North,0
CUST102896,43,48586.0,21299.0,6920.0,3167.0,18,1,32.49,101,Business,Bachelor,Single,Standard,Central,0
CUST102897,64,40297.0,9380.0,3263.0,1166.0,17,2,34.79,9,Business,Bachelor,Single,Platinum,West,0
CUST102898,52,64613.0,22703.0,8332.0,652.0,25,6,36.7,39,Self-Employed,,Single,Standard,Central,0
CUST102899,31,70101.0,22553.0,8570.0,3570.0,26,1,,94,Business,Diploma,Married,Platinum,East,0
CUST102900,42,323559.0,113392.0,79386.0,36719.0,27,1,70.01,57,Salaried,High School,Married,Gold,Central,0
CUST102901,42,58739.0,31164.0,7939.0,2452.0,21,2,25.47,23,Self-Employed,Master,Married,Standard,South,0
CUST102902,63,34911.0,13660.0,7767.0,2801.0,22,2,56.86,83,Salaried,High School,Married,Standard,West,0
CUST102903,45,75531.0,46841.0,9848.0,2597.0,19,1,21.02,138,Unemployed,Master,Single,Gold,East,0
CUST102904,42,,6164.0,3255.0,994.0,26,1,52.81,75,Self-Employed,Master,Single,Standard,Central,0
CUST102905,48,61794.0,22113.0,1882.0,468.0,24,2,8.51,71,Self-Employed,Diploma,Divorced,Platinum,South,0
CUST102906,49,65575.0,35639.0,9704.0,4383.0,23,2,27.23,44,Self-Employed,Diploma,Single,Standard,North,0
CUST102907,33,100627.0,42566.0,20026.0,4796.0,24,4,47.05,124,Student,High School,Married,Standard,West,0
CUST102908,38,111039.0,47027.0,15877.0,11320.0,27,1,33.76,63,Salaried,Bachelor,Single,Gold,Central,0
CUST102909,22,49275.0,8705.0,7441.0,3947.0,19,1,85.48,76,Student,Doctorate,Divorced,Standard,North,0
CUST102910,49,59833.0,20900.0,8782.0,2410.0,25,3,42.02,28,Salaried,Diploma,Married,Signature,North,0
CUST102911,41,42650.0,12171.0,4125.0,1086.0,20,0,33.89,49,Self-Employed,Diploma,Married,Gold,South,0
CUST102912,35,34951.0,22707.0,11495.0,4116.0,18,1,50.62,80,Self-Employed,Bachelor,Married,Gold,West,0
CUST102913,47,77079.0,23446.0,9638.0,6213.0,28,2,41.11,21,Salaried,Master,Single,Standard,East,0
CUST102914,70,32263.0,19108.0,5286.0,3099.0,21,2,27.66,53,Salaried,Master,Married,Signature,Central,0
CUST102915,51,51746.0,25258.0,7843.0,1674.0,17,1,31.05,102,Salaried,Bachelor,Married,Standard,West,0
CUST102916,35,37601.0,12050.0,6386.0,4965.0,24,0,53.0,81,Business,Master,Single,Standard,East,0
CUST102917,43,87945.0,37092.0,17076.0,5777.0,30,3,46.04,95,Salaried,Bachelor,Single,Standard,South,0
CUST102918,44,175068.0,99836.0,14834.0,5682.0,24,1,14.86,42,Business,Master,Married,Standard,West,0
CUST102919,64,31770.0,18798.0,7870.0,2694.0,21,1,41.87,55,Unemployed,Bachelor,Married,Signature,East,0
CUST102920,33,23458.0,5400.0,1424.0,620.0,17,3,26.37,74,Business,High School,Single,Gold,Central,0
CUST102921,42,60685.0,19406.0,7197.0,3500.0,19,1,37.09,45,Salaried,Bachelor,Widowed,Gold,East,0
CUST102922,63,65564.0,20824.0,7243.0,2239.0,26,0,34.78,40,Self-Employed,Master,Married,Gold,West,0
CUST102923,57,73307.0,12537.0,1378.0,461.0,24,1,10.99,44,Student,Master,Single,Standard,North,0
CUST102924,53,50852.0,22839.0,12632.0,3716.0,22,2,55.31,33,Unemployed,High School,Single,Standard,Central,0
