Transaction_ID,Customer_Age,Annual_Income,Purchase_Amount,Transaction_Count,Discount_Percentage,Customer_Tenure_Months,Delivery_Distance_Km,Product_Rating,Customer_Support_Calls,Monthly_Spend,Returns_Count
TXN01918,30,16274.45,1581.42,5,11.24,31,15.08,3.5,5,1386.08,1
TXN01919,34,83693.55,2132.49,8,40.5,36,11.43,3.7,4,11655.01,0
TXN01920,31,26922.28,2711.31,7,21.54,65,4.82,3.6,6,793.35,1
TXN01921,18,124128.53,1041.98,5,12.45,72,13.87,4.58,1,1662.77,0
TXN01922,43,61079.6,3031.88,6,40.26,59,12.45,3.94,4,16948.38,1
TXN01923,25,83597.5,579.96,4,15.79,31,10.98,2.82,3,3756.46,2
TXN01924,38,58010.61,6087.28,4,5.27,18,2.42,4.07,1,2205.38,1
TXN01925,57,17606.85,2601.09,5,20.54,34,4.22,4.0,1,1431.6,0
TXN01926,27,31433.03,1605.65,5,4.1,33,57.05,4.54,4,2579.3,2
TXN01927,18,85147.6,1230.07,3,1.92,7,6.81,4.04,0,4287.05,2
TXN01928,33,61292.62,2048.07,6,15.43,21,0.74,2.74,0,4920.71,0
TXN01929,47,118507.54,4487.57,8,17.38,7,27.51,4.63,4,4385.69,0
TXN01930,56,71483.14,3982.34,3,20.58,69,2.28,4.61,2,1002.4,0
TXN01931,24,29340.74,1372.43,6,17.28,12,6.2,4.18,3,3857.48,0
TXN01932,41,32782.39,1217.94,3,14.95,49,3.91,4.01,2,4437.31,2
TXN01933,31,58805.15,4369.53,8,7.19,14,39.85,4.07,1,4467.4,0
TXN01934,35,12221.6,1352.96,3,13.57,43,5.7,4.62,2,3572.94,0
TXN01935,62,163215.34,2630.61,11,20.64,7,14.8,4.76,0,1480.64,1
TXN01936,21,73293.25,2777.31,8,14.93,43,10.95,4.18,5,1836.18,3
TXN01937,39,122107.97,3259.4,10,18.36,6,0.53,4.25,0,8181.95,2
TXN01938,41,19686.65,5185.26,7,33.9,20,5.82,3.95,5,2033.54,0
TXN01939,47,123507.33,854.51,9,17.96,4,5.93,5.0,1,2111.39,2
TXN01940,37,234582.53,492.53,7,22.52,23,55.06,2.38,2,2844.48,1
TXN01941,39,23307.2,1543.36,8,2.82,52,20.05,3.35,2,1493.5,1
TXN01942,32,90807.72,11560.45,8,15.15,42,23.31,3.25,6,5454.43,2
TXN01943,39,55039.69,13945.25,4,39.17,2,4.51,5.0,2,1440.29,1
TXN01944,33,20154.98,11855.49,5,13.1,20,4.79,3.66,5,7475.02,3
TXN01945,42,75770.4,2121.78,6,13.21,57,8.7,2.41,3,1365.34,3
TXN01946,32,94554.39,549.63,5,9.6,32,11.96,3.24,2,2877.89,1
TXN01947,40,37210.87,341.2,2,9.08,2,15.64,4.2,5,4452.24,3
TXN01948,36,117352.11,1483.43,5,32.95,12,20.63,3.84,0,6087.03,1
TXN01949,47,18614.43,2112.62,3,1.54,24,24.78,3.74,1,2989.95,1
TXN01950,35,20816.41,7552.07,7,14.43,6,0.5,3.96,3,2140.09,0
TXN01951,18,60106.71,5227.46,1,9.83,34,19.08,4.61,2,9450.75,1
TXN01952,49,55915.05,3033.1,1,2.21,30,11.33,4.46,2,3974.07,2
TXN01953,27,34520.74,1173.42,3,20.56,7,9.11,3.24,1,3105.91,0
TXN01954,29,93090.26,1104.76,2,11.08,24,11.88,4.02,2,979.92,0
TXN01955,30,77665.76,3102.78,5,14.24,50,25.64,4.9,3,4002.27,2
TXN01956,50,96074.47,4521.23,0,8.52,14,9.46,3.96,0,3487.81,0
TXN01957,18,50769.44,3488.21,4,16.01,9,2.12,3.4,2,1354.79,2
TXN01958,67,81370.3,1037.57,4,17.55,36,6.89,3.01,1,2025.82,2
TXN01959,47,41167.97,4346.44,3,4.85,2,31.0,3.98,2,3736.36,1
TXN01960,38,208996.05,3590.58,2,4.83,54,20.22,3.66,3,4854.66,0
TXN01961,35,32433.07,1006.24,5,8.49,86,2.72,3.65,4,1715.81,0
TXN01962,39,216107.62,1283.53,5,30.14,100,15.03,3.96,3,1727.33,0
TXN01963,41,56261.49,4488.47,3,8.84,17,3.55,3.33,4,3795.14,1
TXN01964,42,22494.06,2048.2,2,8.65,29,5.14,4.7,2,1942.37,0
TXN01965,42,133831.93,9651.04,6,7.28,58,7.59,3.75,1,3041.29,2
TXN01966,37,59690.27,3827.65,2,34.41,8,6.98,5.0,2,12127.62,1
TXN01967,34,95637.39,1653.1,7,13.31,1,0.5,4.52,6,3397.03,1
TXN01968,34,121855.94,2478.41,5,23.92,15,17.85,3.75,2,7161.27,1
TXN01969,34,68511.68,2638.38,10,25.42,65,22.48,2.9,0,1463.62,2
TXN01970,47,37426.41,1346.03,2,5.28,21,9.08,4.26,4,2044.74,0
TXN01971,42,103704.64,1150.95,6,6.58,23,2.28,4.13,2,2014.6,1
TXN01972,18,55027.02,4537.94,6,14.13,35,3.42,3.31,2,1616.09,0
TXN01973,43,85896.3,5128.29,6,5.1,26,1.62,3.0,1,1014.98,0
TXN01974,38,13563.85,4176.63,4,6.43,2,2.23,3.79,4,4006.47,1
TXN01975,36,73543.08,9064.01,6,9.15,25,25.09,3.96,4,4588.64,0
TXN01976,32,36315.78,1577.41,6,6.65,31,7.85,3.91,4,1805.41,1
TXN01977,47,161093.42,10375.23,2,4.2,31,1.41,3.8,1,2077.47,2
TXN01978,45,82462.2,1162.42,3,7.43,39,3.53,4.64,1,3696.33,1
TXN01979,28,64279.5,1057.08,3,12.28,22,35.83,3.36,2,3551.35,3
TXN01980,40,75447.32,560.08,6,5.61,69,8.54,5.0,2,7213.29,0
TXN01981,26,28741.63,1711.49,2,7.71,19,8.7,2.63,2,7739.67,1
TXN01982,22,157977.09,1629.26,5,9.77,22,8.95,3.29,2,2192.28,2
TXN01983,30,200682.48,3909.22,3,35.06,45,1.42,2.96,2,3338.12,1
TXN01984,45,71003.34,3075.9,8,6.25,54,42.2,3.95,3,1737.05,0
TXN01985,46,154639.33,906.89,3,27.7,31,1.06,4.08,3,10017.48,1
TXN01986,41,37992.43,1790.46,7,1.5,4,14.45,5.0,2,4217.23,6
TXN01987,43,32760.04,1823.12,2,19.98,12,0.71,3.95,2,7017.44,0
TXN01988,41,56482.69,552.5,4,17.51,1,7.04,4.39,5,2714.14,1
TXN01989,30,72969.74,1085.98,3,19.93,11,27.59,3.04,6,7151.3,2
TXN01990,40,42573.92,1298.36,6,18.34,25,17.56,2.83,2,5893.27,1
TXN01991,44,78013.55,8455.96,5,22.66,49,4.89,4.72,3,8567.66,3
TXN01992,44,67120.29,2941.81,2,8.95,26,9.62,4.46,5,1366.28,1
TXN01993,48,28744.14,4389.14,12,28.04,1,2.17,3.97,3,3688.14,1
TXN01994,43,77057.25,699.39,1,6.5,9,37.52,3.19,2,7546.18,4
TXN01995,40,96411.6,6898.98,4,1.76,26,14.8,5.0,7,1818.1,4
TXN01996,47,61484.69,7555.14,6,2.21,37,5.63,4.38,1,5043.39,2
TXN01997,36,116344.36,457.35,4,13.23,60,4.59,3.32,0,5221.04,0
TXN01998,27,24928.72,1372.69,7,16.42,103,3.27,3.84,2,5717.3,0
TXN01999,34,74552.31,3810.24,5,20.7,67,18.53,2.78,1,4421.06,2
TXN02000,29,25704.11,4323.31,4,12.86,19,6.84,3.89,3,5392.91,0
TXN02001,29,26660.43,1404.34,7,6.97,41,4.81,3.47,2,4738.34,0
TXN02002,35,36496.93,1928.26,7,20.34,8,28.27,5.0,6,8022.11,1
TXN02003,28,29814.48,1504.58,2,11.85,2,1.95,4.33,2,2117.79,0
TXN02004,33,38518.39,2746.0,5,6.69,2,3.68,2.03,2,4441.77,0
TXN02005,18,47853.08,6916.38,3,15.69,8,5.07,5.0,4,8214.64,1
TXN02006,38,94772.91,1298.1,4,11.59,1,3.61,4.08,5,2022.14,2
TXN02007,36,44637.75,5853.2,5,60.0,57,10.57,4.88,3,2157.58,1
TXN02008,28,19622.49,1286.43,7,49.31,20,11.03,3.99,4,5052.18,1
TXN02009,43,115396.88,1216.29,6,6.22,50,0.68,3.91,3,9209.43,2
TXN02010,45,31919.74,5013.31,3,2.08,84,1.87,3.22,1,3186.05,2
TXN02011,20,52940.3,5473.6,6,5.15,153,2.66,4.26,4,3742.07,1
TXN02012,28,73521.8,5155.11,3,2.51,83,0.88,4.56,1,4515.24,0
TXN02013,28,62619.7,816.98,4,17.41,38,1.6,2.57,3,2489.35,2
TXN02014,27,112005.71,1682.42,5,26.21,18,3.29,3.23,6,16254.65,1
TXN02015,44,75089.84,5032.07,4,5.18,27,5.09,2.94,3,1832.21,1
TXN02016,34,31421.17,2589.85,5,24.78,51,18.8,5.0,3,3727.71,0
TXN02017,33,226648.1,1003.66,4,3.84,68,2.95,4.58,1,3769.89,1
TXN02018,18,62405.28,3690.87,9,24.23,94,13.3,3.55,2,756.47,0
TXN02019,42,49976.96,1361.66,6,5.97,39,0.72,4.55,0,1940.88,1
TXN02020,24,102913.08,11491.84,1,12.47,23,12.88,2.84,2,1358.3,2
TXN02021,37,64681.57,9294.34,5,20.76,104,19.0,4.01,1,5794.77,1
TXN02022,39,71295.38,4177.75,7,8.99,96,11.14,4.45,3,1069.85,2
TXN02023,50,277897.62,7949.8,2,3.56,19,2.7,3.42,6,6767.14,0
TXN02024,23,45993.69,2641.54,4,42.9,31,4.81,3.79,1,1532.54,0
TXN02025,18,44736.45,4791.83,4,3.58,50,19.63,4.15,6,6860.82,0
TXN02026,38,59329.65,8778.92,2,34.83,17,6.79,4.61,5,1316.85,1
TXN02027,54,110367.81,3080.11,4,17.14,53,3.54,2.73,0,4709.53,1
TXN02028,48,20657.66,2012.51,6,26.47,4,32.38,3.68,3,6735.29,0
TXN02029,38,15328.62,587.05,3,18.49,20,12.17,3.16,0,5227.54,2
TXN02030,31,37551.31,2329.44,4,3.71,20,19.66,4.18,3,1488.81,1
TXN02031,44,19016.05,5033.93,2,2.62,35,0.5,3.58,3,7718.37,1
TXN02032,26,41728.85,5584.97,6,6.95,4,4.97,4.37,1,5128.5,0
TXN02033,41,76245.47,3838.19,3,1.36,3,7.37,2.86,6,671.84,3
TXN02034,41,30825.63,1578.04,4,12.88,69,10.62,3.47,2,3781.98,1
TXN02035,47,21756.14,465.8,4,13.4,11,2.53,5.0,6,25440.97,0
TXN02036,64,57535.51,1641.09,4,9.92,12,8.27,3.66,2,7646.9,1
TXN02037,40,96349.91,1930.15,4,5.12,45,13.89,4.56,3,2468.12,0
TXN02038,31,18276.21,1916.12,6,14.76,16,5.09,3.06,1,5122.21,0
TXN02039,36,93736.18,4229.41,4,5.98,54,14.11,2.76,2,2658.53,1
TXN02040,18,93558.06,13519.26,7,12.09,15,5.92,4.78,4,7120.4,0
TXN02041,29,102256.92,2776.78,4,5.74,43,7.61,4.36,4,1979.45,1
TXN02042,32,121430.89,2079.38,3,8.63,22,1.73,3.51,2,8156.09,0
TXN02043,31,230129.51,2005.62,2,57.13,82,12.64,4.94,2,6666.16,1
TXN02044,38,43635.6,2778.8,4,22.08,12,3.05,3.37,2,5488.18,1
TXN02045,28,59060.05,1236.45,3,3.89,14,21.18,3.2,2,14914.58,0
TXN02046,47,41957.12,2768.93,1,35.38,105,9.67,3.81,0,7077.03,4
TXN02047,36,55070.72,3667.39,4,18.3,40,9.86,3.61,2,7155.43,1
TXN02048,36,148963.43,2987.76,5,9.46,44,29.23,2.99,4,7700.18,1
TXN02049,33,22944.4,3688.43,5,10.7,11,2.2,3.72,3,5768.36,1
TXN02050,38,31426.48,3614.58,4,14.76,23,9.07,3.98,5,4843.8,1
TXN02051,44,134626.03,554.43,3,34.99,11,5.78,4.38,3,2178.58,0
TXN02052,27,106735.83,4295.77,3,16.98,9,40.69,5.0,2,2199.63,0
TXN02053,29,43436.39,1413.3,6,6.89,23,18.88,4.66,0,4736.03,3
TXN02054,33,95841.38,984.94,1,9.42,132,17.0,3.06,0,5361.29,0
TXN02055,23,68657.03,977.76,5,7.01,7,2.74,5.0,3,3543.94,2
TXN02056,28,145840.23,3613.95,4,15.11,8,3.25,3.84,2,2498.42,1
TXN02057,31,57729.28,2069.08,6,18.01,8,0.5,4.03,8,3181.93,0
TXN02058,45,107124.75,598.47,6,18.15,47,12.21,3.32,2,3372.92,3
TXN02059,39,306323.25,3753.25,8,28.47,21,5.56,3.79,2,4243.15,2
TXN02060,38,81133.64,735.37,4,17.45,15,4.49,3.78,4,2995.94,3
TXN02061,45,56792.06,2815.5,1,4.86,56,12.16,4.28,3,7914.99,0
TXN02062,35,87963.66,3061.84,7,29.49,11,21.17,4.44,4,3239.04,0
TXN02063,40,43375.75,5307.02,9,10.82,15,1.71,3.53,3,2230.98,2
TXN02064,35,259696.12,11367.1,2,11.91,2,30.11,4.63,1,3307.54,0
TXN02065,39,61829.42,783.74,5,9.0,4,0.5,3.42,1,1618.97,0
TXN02066,30,46059.15,2390.94,6,6.29,4,1.2,4.58,7,14326.18,0
TXN02067,18,31948.82,1976.65,2,6.7,13,21.85,3.34,2,5537.95,2
TXN02068,35,112227.3,3614.59,10,22.77,22,8.14,3.01,1,3469.21,4
TXN02069,50,96641.19,3002.99,5,12.85,1,33.61,3.59,0,9433.65,2
TXN02070,45,39807.4,1852.67,2,9.23,6,7.43,3.63,3,3032.03,0
TXN02071,46,79999.99,1718.62,5,28.85,6,31.26,3.11,1,3418.97,1
TXN02072,48,20630.53,967.84,7,17.46,9,3.29,3.53,2,2137.97,0
TXN02073,37,62026.65,5789.08,5,10.08,5,11.5,3.42,0,1811.91,1
TXN02074,38,73819.64,3693.65,5,31.17,7,62.37,3.8,2,4056.58,1
TXN02075,30,166850.39,5454.24,3,26.94,124,5.66,4.18,1,7371.16,0
TXN02076,33,33324.77,1920.25,7,9.28,27,0.5,3.74,4,1892.65,0
TXN02077,42,23960.44,1430.44,2,7.6,43,0.79,3.15,1,2960.25,1
TXN02078,48,30732.02,999.72,11,19.14,51,23.51,3.55,3,3035.18,1
TXN02079,35,23070.71,3391.83,6,8.85,33,8.12,4.49,4,6006.53,3
TXN02080,31,131126.23,1033.0,5,12.99,37,9.23,3.34,3,2587.67,2
TXN02081,36,150497.84,12033.02,6,11.23,30,19.28,3.13,0,5929.56,2
TXN02082,42,67726.26,822.67,4,13.31,31,20.03,2.72,2,5775.1,0
TXN02083,22,121653.26,3154.73,4,32.97,79,7.79,3.32,0,2202.05,1
TXN02084,18,60003.69,9469.89,5,13.12,6,23.43,4.38,2,2850.9,2
TXN02085,30,51702.73,4160.01,5,20.8,10,7.58,3.29,3,3702.84,1
TXN02086,24,44294.42,2902.62,1,13.81,3,13.49,3.77,0,2577.61,4
TXN02087,31,44951.27,1097.55,7,12.88,54,0.5,3.46,2,1870.8,0
TXN02088,35,20110.9,772.43,9,5.13,18,1.78,3.42,1,9879.38,2
TXN02089,31,65306.97,4810.66,6,2.54,71,22.88,4.72,4,1004.92,1
TXN02090,51,53576.8,8993.62,6,6.66,16,4.51,3.7,2,4119.5,2
TXN02091,39,89283.59,1721.62,3,1.86,18,4.89,2.92,1,9096.92,2
TXN02092,39,58447.18,949.41,6,6.95,18,13.05,2.73,3,1991.26,1
TXN02093,42,49480.36,309.39,8,13.02,28,10.77,3.06,3,3565.16,1
TXN02094,25,31219.96,1086.15,8,8.29,44,1.03,2.98,1,6584.46,0
TXN02095,46,57640.92,2269.78,8,2.22,13,17.42,4.4,1,416.04,1
TXN02096,35,88871.13,9733.23,6,60.0,30,11.52,3.65,3,3378.69,0
TXN02097,43,26158.2,4430.24,4,11.6,7,23.2,3.85,3,1164.35,1
TXN02098,25,58217.8,3240.13,3,11.37,24,9.2,3.62,4,6869.57,2
TXN02099,20,63995.39,1779.24,5,27.3,24,6.42,3.66,3,2009.85,2
TXN02100,44,34487.3,1522.87,5,24.5,66,5.57,4.46,3,12205.4,2
TXN02101,40,37533.23,8257.25,3,11.37,68,0.5,4.51,3,1793.75,2
TXN02102,27,63894.31,2965.12,4,12.26,20,0.5,5.0,5,4794.73,2
TXN02103,27,26327.38,418.57,6,38.94,1,1.69,3.19,1,1895.14,1
TXN02104,47,69046.74,1410.27,4,11.51,56,31.83,3.53,1,2964.34,1
TXN02105,24,30733.49,1205.39,6,23.5,1,25.51,3.94,4,3489.57,0
TXN02106,52,109748.14,1571.4,3,7.73,20,8.25,4.9,2,3563.78,3
TXN02107,27,251368.81,4034.03,3,5.7,1,2.38,3.31,3,11146.87,3
TXN02108,42,31432.46,2281.8,4,17.65,13,1.9,4.46,3,9505.78,4
TXN02109,33,77833.22,2341.88,5,23.26,30,3.55,3.37,1,2071.34,1
TXN02110,42,34293.33,7635.0,3,4.2,14,28.73,4.48,7,3606.57,4
TXN02111,31,108196.97,1383.06,9,17.11,78,8.84,3.87,1,1549.86,2
TXN02112,34,24165.24,12192.98,3,7.98,31,19.56,3.07,7,1321.58,0
TXN02113,36,75167.17,1412.95,4,1.12,31,8.48,3.72,4,2194.44,2
TXN02114,26,31183.54,2696.92,5,4.48,14,11.28,4.23,4,11371.33,2
TXN02115,43,48076.49,1968.49,1,9.03,1,11.3,1.78,1,1074.06,0
TXN02116,31,28139.29,2776.52,2,23.14,40,0.5,4.44,1,5239.24,1
TXN02117,34,93865.32,3648.05,5,19.19,38,7.07,2.77,0,4830.73,1
TXN02118,26,31922.02,3614.85,6,3.98,23,23.95,3.65,2,2080.31,0
TXN02119,18,78736.75,1318.03,3,17.84,16,8.06,3.72,1,5497.28,1
TXN02120,34,43977.12,962.53,5,6.11,23,6.86,1.89,1,5479.77,0
TXN02121,60,51056.16,20988.75,5,16.66,41,8.97,3.37,1,3409.39,2
TXN02122,44,60544.25,1656.83,6,6.57,37,5.75,4.09,1,3150.28,3
TXN02123,36,33520.16,4529.54,1,37.01,32,8.69,5.0,5,2947.34,2
TXN02124,33,63059.06,637.5,6,7.12,70,1.75,4.38,3,1938.69,1
TXN02125,36,148717.82,1971.16,5,9.51,28,41.28,4.43,5,3929.6,1
TXN02126,41,33167.54,2243.8,7,6.11,1,0.5,2.29,3,2457.6,1
TXN02127,24,117802.53,3736.63,2,18.0,29,7.92,3.59,3,3918.98,1
TXN02128,47,145634.0,247.14,2,5.89,28,2.83,5.0,2,2283.53,1
TXN02129,43,32357.07,2879.19,3,2.23,2,0.72,4.5,1,2209.28,2
TXN02130,43,21360.59,940.83,2,15.84,17,12.66,3.44,3,2390.36,2
TXN02131,40,66927.35,3293.61,4,15.37,32,50.54,3.88,2,8508.56,0
TXN02132,36,38533.13,1036.05,3,4.95,37,16.62,4.49,2,1334.55,2
TXN02133,43,185290.58,1208.2,5,6.24,67,3.52,4.47,4,12104.43,3
TXN02134,42,56258.55,1981.21,5,10.27,55,8.16,3.71,5,5991.97,3
TXN02135,32,32651.92,1022.05,5,18.66,4,0.61,3.63,2,1171.92,1
TXN02136,30,26093.32,1668.77,7,43.36,28,9.1,4.11,1,2334.87,1
TXN02137,37,111694.94,906.58,4,18.57,27,1.26,4.48,1,1124.06,1
TXN02138,51,37942.19,526.29,4,20.14,11,18.99,3.53,4,5504.48,2
TXN02139,24,56589.41,5939.08,3,32.94,6,0.7,2.51,1,8554.13,0
TXN02140,21,102371.15,830.81,6,20.91,7,0.5,3.74,6,4109.07,1
TXN02141,38,40147.7,2147.73,4,36.03,6,23.73,2.92,3,8216.14,2
TXN02142,37,53382.31,4741.0,5,13.34,49,34.28,5.0,5,3980.21,1
TXN02143,38,54410.86,1482.29,5,15.47,5,1.09,3.13,2,6906.4,1
TXN02144,38,85754.98,1239.74,7,6.18,9,3.92,3.72,3,4293.69,0
TXN02145,34,80746.69,3030.09,3,5.13,7,16.24,3.3,1,3534.58,1
TXN02146,51,47667.95,6465.85,7,8.21,37,9.31,3.44,2,6015.43,1
TXN02147,20,57323.18,925.31,3,21.43,5,35.77,4.38,3,3137.22,0
TXN02148,28,43192.93,2200.46,6,22.23,1,5.92,4.54,2,9704.82,1
TXN02149,35,21049.68,573.31,6,12.42,14,0.5,4.26,2,2806.51,0
TXN02150,20,65025.13,1789.74,3,25.92,11,0.5,4.48,4,5205.81,2
TXN02151,34,188153.45,2573.75,5,8.94,15,9.98,3.43,1,2134.21,3
TXN02152,53,30966.8,1209.08,4,4.64,42,16.74,3.03,3,1163.61,0
TXN02153,36,33276.91,1695.28,7,18.69,1,18.76,3.28,2,4496.64,0
TXN02154,38,31229.41,755.25,6,14.94,1,29.1,4.1,1,990.02,2
TXN02155,23,88086.37,2669.28,4,15.26,9,3.12,4.65,1,15755.32,0
TXN02156,30,73614.99,6132.67,3,36.97,66,16.09,2.94,4,2731.5,1
TXN02157,32,49614.53,983.85,4,15.2,6,21.06,3.55,4,3314.56,1
TXN02158,33,30284.04,1472.59,3,23.89,175,21.71,3.61,2,2817.19,2
TXN02159,49,58403.63,3832.26,10,0.4,49,6.36,3.26,5,3862.46,0
TXN02160,42,19892.22,7004.61,4,14.88,18,11.8,4.22,1,4441.06,3
TXN02161,25,60374.12,702.63,1,3.62,41,9.62,4.5,4,1944.2,0
TXN02162,38,96914.0,2165.87,3,10.71,22,10.92,5.0,3,585.6,2
TXN02163,41,24387.09,3180.22,4,8.51,25,3.98,5.0,0,1619.66,1
TXN02164,47,20311.68,2292.27,4,32.11,26,13.8,4.35,3,2492.01,0
TXN02165,52,153541.03,304.53,4,33.38,31,14.86,3.48,5,4258.51,1
TXN02166,26,36954.57,3827.52,5,35.43,2,2.62,4.29,4,3979.88,0
TXN02167,28,115088.26,9095.02,5,14.24,29,7.04,2.43,2,5929.98,2
TXN02168,23,49761.16,2760.61,7,1.46,38,6.58,4.26,1,1108.18,0
TXN02169,34,49504.45,1040.66,5,17.11,11,16.59,4.06,1,1873.55,1
TXN02170,41,73134.59,1616.29,11,9.26,115,13.18,3.85,5,2570.49,3
TXN02171,46,30961.17,11253.92,4,13.75,5,7.76,3.25,4,10172.04,0
TXN02172,35,59946.73,5418.17,3,5.54,72,12.68,4.36,3,23502.85,0
TXN02173,33,42921.17,4307.31,4,31.68,34,3.66,3.11,2,1361.86,1
TXN02174,38,23313.03,3384.62,0,21.11,33,3.17,4.54,2,7514.99,0
TXN02175,28,68490.6,1425.22,6,10.67,63,3.29,4.22,2,3719.49,1
TXN02176,57,46348.23,2108.14,7,6.67,53,0.5,4.1,4,5165.96,0
TXN02177,20,49663.34,2339.78,1,22.94,13,14.1,3.11,3,1384.98,0
TXN02178,38,25046.36,3988.55,5,26.03,37,51.09,3.34,3,9036.75,2
TXN02179,56,154739.56,9014.84,6,9.24,2,4.44,2.76,3,739.34,1
TXN02180,36,97241.48,6468.07,4,6.88,19,31.88,4.39,1,1394.41,1
TXN02181,34,102928.49,748.12,3,14.31,83,11.19,3.83,2,2897.69,1
TXN02182,32,45096.03,3024.32,3,16.61,10,3.06,3.42,6,2310.57,0
TXN02183,34,17874.31,4676.45,3,4.75,2,0.5,3.7,1,3563.85,2
TXN02184,50,195728.69,4230.51,4,24.39,26,15.44,4.53,4,2167.28,1
TXN02185,18,52858.57,1464.39,6,10.98,13,14.31,3.0,2,2726.76,2
TXN02186,51,33805.16,29763.52,3,28.47,14,3.12,3.49,3,3076.16,0
TXN02187,22,72114.43,844.31,4,28.8,26,4.85,2.69,2,2993.44,0
TXN02188,33,117444.01,995.59,6,27.19,29,27.4,3.06,5,3883.63,0
TXN02189,32,54182.09,3049.1,5,3.41,17,2.05,3.62,1,6553.65,0
TXN02190,42,126268.05,15113.27,7,4.37,21,21.65,4.56,1,2065.27,1
TXN02191,20,111194.75,1228.17,5,22.12,150,2.22,4.25,2,8990.33,0
TXN02192,41,27321.81,1994.39,1,22.07,95,7.89,4.49,2,3622.59,0
TXN02193,56,35494.21,6246.31,8,5.09,37,8.29,4.26,3,8461.21,0
TXN02194,22,102486.63,2462.33,6,12.1,5,7.67,3.13,6,2753.87,0
TXN02195,38,9432.25,1881.14,4,25.32,13,4.07,4.99,4,1908.65,2
TXN02196,29,49908.28,4043.37,10,1.66,64,3.51,4.32,2,3702.19,2
TXN02197,40,21699.58,3151.67,3,18.48,17,15.85,5.0,5,21062.5,3
TXN02198,36,40349.27,6002.43,5,21.77,93,3.87,4.97,4,1346.02,3
TXN02199,30,45290.63,7493.52,6,16.51,20,11.3,3.74,0,5623.14,0
TXN02200,41,43574.6,3245.42,5,19.06,59,22.5,3.46,5,3962.92,0
TXN02201,54,500000.0,85000.0,7,12.58,1,160.0,2.24,5,75000.0,2
TXN02202,34,26955.57,2999.02,6,10.82,17,2.19,3.92,1,1504.91,1
TXN02203,43,243977.38,3788.81,3,13.98,36,12.76,3.77,3,4819.92,1
TXN02204,23,185153.18,2620.03,8,24.42,60,11.06,3.35,1,4304.11,1
TXN02205,26,25841.72,2498.71,6,8.52,28,3.98,3.45,2,1238.96,2
TXN02206,41,153808.62,6913.14,7,9.86,6,5.96,4.16,2,3836.79,0
TXN02207,51,42422.57,9070.16,6,4.77,65,4.03,2.48,3,2952.6,1
TXN02208,40,59817.91,694.11,4,10.9,26,9.24,4.7,3,2732.1,1
TXN02209,33,52783.84,2521.39,6,4.86,3,19.53,4.41,3,3389.97,0
TXN02210,36,35819.65,1392.22,6,26.98,19,25.2,3.55,3,7494.24,1
TXN02211,23,104254.73,1919.31,4,11.81,36,15.4,3.75,1,4823.32,4
TXN02212,42,59689.7,3519.89,3,5.67,18,7.93,4.02,3,1686.05,1
TXN02213,45,40349.33,4416.35,6,24.61,61,38.07,4.37,3,4956.69,1
TXN02214,31,23555.28,2272.73,2,5.81,17,9.96,5.0,2,3393.11,3
TXN02215,31,30768.65,491.62,7,4.15,26,7.81,3.43,2,2273.66,0
TXN02216,39,18924.1,1100.76,6,2.04,7,23.32,4.75,2,1469.59,2
TXN02217,32,55438.73,5356.53,2,2.53,22,2.45,3.64,2,6157.43,1
TXN02218,35,25267.03,243.39,6,11.55,8,2.06,3.52,1,2347.66,0
TXN02219,57,46280.41,6859.29,3,12.54,8,18.31,3.62,2,6608.88,2
TXN02220,34,134007.99,3893.61,5,19.19,10,24.54,4.56,3,1647.39,4
TXN02221,32,119926.36,7652.56,6,14.17,1,0.91,3.4,3,14141.36,0
TXN02222,30,53858.12,2111.73,3,13.62,5,17.33,3.87,5,22117.6,1
TXN02223,43,51973.2,433.48,6,5.4,17,6.63,3.44,5,5115.96,0
TXN02224,34,186653.07,3604.2,7,25.37,4,14.6,3.5,4,8673.42,3
TXN02225,30,77155.64,7387.18,4,15.96,4,1.74,4.75,4,2548.19,2
TXN02226,49,44445.29,5486.58,3,11.03,103,43.35,3.79,6,2377.75,2
TXN02227,50,21767.57,1423.34,9,14.7,17,25.57,3.33,7,8073.66,1
TXN02228,30,71047.65,2691.34,7,20.57,16,6.25,3.5,2,3891.31,0
TXN02229,18,94291.74,1589.44,6,4.88,9,26.86,4.0,0,1339.56,3
TXN02230,46,36479.84,1245.97,11,7.2,22,27.04,3.76,2,3694.57,2
TXN02231,29,66460.98,5631.47,1,1.57,27,7.42,3.8,5,1488.03,0
TXN02232,44,43423.92,903.38,7,12.21,16,35.22,3.59,1,3074.53,0
TXN02233,18,48799.11,1169.47,7,17.53,15,45.19,4.53,1,7293.19,2
TXN02234,45,10916.21,978.11,4,16.24,36,2.94,4.2,1,9721.63,1
TXN02235,24,47616.31,704.39,4,20.71,90,0.83,3.64,4,4246.76,0
TXN02236,43,103277.88,2831.32,2,19.59,63,4.83,3.89,2,8929.72,0
TXN02237,36,36485.74,6709.79,6,12.77,4,8.05,3.23,1,2536.55,0
TXN02238,26,56910.24,2136.45,5,18.59,32,1.17,3.75,3,11510.37,0
TXN02239,32,33648.39,695.17,6,33.67,1,1.82,3.32,2,2110.02,3
TXN02240,43,69520.4,5105.12,9,24.01,30,42.78,3.94,7,1986.4,0
TXN02241,37,47779.33,10476.53,6,22.83,19,16.04,3.73,5,2534.86,1
