Application_ID,Application_Date,Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Existing_Loans,Debt_to_Income,Employment_Type,Education_Level,Loan_Purpose,Approval_Status,Approval_Decision_Date,Post_Approval_Review,Final_Loan_Status
APP101287,2024-07-27 17:56:02.320773600,38,921560.0,8,668.0,509621.0,36,0,0.197,Contract,Doctorate,Personal,0,2024-08-02 17:56:02.320773600,Standard_Review,Rejected
APP101288,2024-07-28 04:38:29.569856624,41,1205199.0,7,655.0,466834.0,36,0,0.176,Salaried,Bachelor,Personal,0,2024-07-31 04:38:29.569856624,Rejected_Review,Closed
APP101289,2024-07-28 15:20:56.818939648,62,288436.0,22,662.0,1276655.0,60,1,0.647,Self-Employed,Bachelor,Medical,0,2024-08-05 15:20:56.818939648,Rejected_Review,Rejected
APP101290,2024-07-29 02:03:24.068022680,56,1206147.0,13,627.0,934994.0,36,0,0.244,Self-Employed,Bachelor,Business,0,2024-08-04 02:03:24.068022680,Standard_Review,Rejected
APP101291,2024-07-29 12:45:51.317105704,61,540231.0,8,594.0,676770.0,48,3,0.395,Business,Diploma,Vehicle,0,2024-08-01 12:45:51.317105704,Rejected_Review,Rejected
APP101292,2024-07-29 23:28:18.566188736,58,612804.0,17,528.0,1042035.0,36,4,0.28,Salaried,High School,Home,0,2024-08-01 23:28:18.566188736,Rejected_Review,Closed
APP101293,2024-07-30 10:10:45.815271760,54,431125.0,4,621.0,917048.0,36,1,0.309,Salaried,Master,Medical,0,2024-08-04 10:10:45.815271760,Standard_Review,Rejected
APP101294,2024-07-30 20:53:13.064354792,37,707532.0,8,850.0,1121847.0,36,0,0.357,Business,Bachelor,Personal,0,2024-08-03 20:53:13.064354792,Rejected_Review,Rejected
APP101295,2024-07-31 07:35:40.313437816,57,669840.0,5,721.0,395307.0,24,1,0.218,Business,Master,Personal,0,2024-08-06 07:35:40.313437816,Rejected_Review,Rejected
APP101296,2024-07-31 18:18:07.562520848,45,1055308.0,14,811.0,677894.0,48,0,0.241,Business,Doctorate,Medical,0,2024-08-05 18:18:07.562520848,Rejected_Review,Closed
APP101297,2024-08-01 05:00:34.811603872,58,465609.0,4,669.0,1231492.0,24,0,0.33,Self-Employed,Bachelor,Home,0,2024-08-07 05:00:34.811603872,Standard_Review,Rejected
APP101298,2024-08-01 15:43:02.060686904,32,1372424.0,12,660.0,1619210.0,48,1,0.399,Self-Employed,Master,Business,0,2024-08-06 15:43:02.060686904,Standard_Review,Rejected
APP101299,2024-08-02 02:25:29.309769928,43,876638.0,4,802.0,535452.0,24,2,0.238,Salaried,Master,Education,1,2024-08-05 02:25:29.309769928,Approved_Review,Disbursed
APP101300,2024-08-02 13:07:56.558852952,62,677161.0,1,714.0,757985.0,60,1,0.456,Business,Bachelor,Personal,1,2024-08-03 13:07:56.558852952,Approved_Review,Pending_Disbursement
APP101301,2024-08-02 23:50:23.807935984,42,599214.0,9,628.0,706800.0,60,1,0.32,Self-Employed,Bachelor,Home,0,2024-08-05 23:50:23.807935984,Rejected_Review,Rejected
APP101302,2024-08-03 10:32:51.057019008,41,566239.0,10,731.0,375775.0,36,1,0.202,Salaried,Master,Education,0,2024-08-11 10:32:51.057019008,Rejected_Review,Rejected
APP101303,2024-08-03 21:15:18.306102040,47,583105.0,10,771.0,606255.0,36,1,0.293,Business,High School,Personal,1,2024-08-09 21:15:18.306102040,Approved_Review,Disbursed
APP101304,2024-08-04 07:57:45.555185064,51,701172.0,2,597.0,317899.0,36,1,0.308,Business,Diploma,Personal,0,2024-08-08 07:57:45.555185064,Rejected_Review,Rejected
APP101305,2024-08-04 18:40:12.804268096,26,,8,720.0,643820.0,48,3,0.23,Contract,Bachelor,Medical,0,2024-08-11 18:40:12.804268096,Rejected_Review,Rejected
APP101306,2024-08-05 05:22:40.053351120,47,487229.0,9,601.0,416577.0,36,1,0.294,Salaried,Master,Business,0,2024-08-09 05:22:40.053351120,Rejected_Review,Rejected
APP101307,2024-08-05 16:05:07.302434152,60,703086.0,3,768.0,762069.0,48,1,0.311,Self-Employed,Master,Education,0,2024-08-09 16:05:07.302434152,Rejected_Review,Rejected
APP101308,2024-08-06 02:47:34.551517176,54,446144.0,10,705.0,599521.0,12,1,0.353,Contract,Bachelor,Business,0,2024-08-11 02:47:34.551517176,Standard_Review,Rejected
APP101309,2024-08-06 13:30:01.800600208,32,751508.0,10,731.0,594769.0,24,2,0.181,Salaried,Diploma,Medical,0,2024-08-09 13:30:01.800600208,Rejected_Review,Closed
APP101310,2024-08-07 00:12:29.049683232,65,587921.0,15,676.0,1522016.0,36,1,0.505,Business,Bachelor,Business,0,2024-08-09 00:12:29.049683232,Rejected_Review,Rejected
APP101311,2024-08-07 10:54:56.298766264,27,889359.0,1,574.0,725227.0,24,0,0.287,Contract,Bachelor,Personal,0,2024-08-12 10:54:56.298766264,Rejected_Review,Rejected
APP101312,2024-08-07 21:37:23.547849288,30,1014403.0,2,661.0,1790395.0,48,2,0.471,Self-Employed,Diploma,Home,0,2024-08-11 21:37:23.547849288,Rejected_Review,Rejected
APP101313,2024-08-08 08:19:50.796932312,65,1014224.0,4,750.0,875037.0,12,2,0.378,Contract,Bachelor,Vehicle,0,2024-08-12 08:19:50.796932312,Standard_Review,Rejected
APP101314,2024-08-08 19:02:18.046015344,37,750035.0,15,820.0,1052430.0,60,1,0.344,Salaried,Bachelor,Medical,0,2024-08-13 19:02:18.046015344,Rejected_Review,Rejected
APP101315,2024-08-09 05:44:45.295098368,46,790485.0,12,708.0,453193.0,48,2,0.235,Salaried,Master,Home,0,2024-08-12 05:44:45.295098368,Standard_Review,Rejected
APP101316,2024-08-09 16:27:12.544181400,41,562131.0,11,645.0,494843.0,24,1,0.188,Salaried,Bachelor,Vehicle,0,2024-08-15 16:27:12.544181400,Standard_Review,Rejected
APP101317,2024-08-10 03:09:39.793264424,48,881751.0,10,725.0,706069.0,36,1,0.232,Business,High School,Vehicle,0,2024-08-12 03:09:39.793264424,Standard_Review,Rejected
APP101318,2024-08-10 13:52:07.042347456,22,927690.0,15,745.0,1283849.0,36,1,0.284,Salaried,Master,Business,0,2024-08-11 13:52:07.042347456,Rejected_Review,Closed
APP101319,2024-08-11 00:34:34.291430480,63,321075.0,3,699.0,583826.0,48,0,0.436,Self-Employed,High School,Home,0,2024-08-12 00:34:34.291430480,Standard_Review,Rejected
APP101320,2024-08-11 11:17:01.540513512,21,770646.0,11,695.0,342186.0,36,1,0.225,Salaried,Bachelor,Business,0,2024-08-15 11:17:01.540513512,Rejected_Review,Rejected
APP101321,2024-08-11 21:59:28.789596536,56,1203069.0,20,704.0,854123.0,12,1,0.166,Contract,Bachelor,Medical,1,2024-08-12 21:59:28.789596536,Approved_Review,Pending_Disbursement
APP101322,2024-08-12 08:41:56.038679568,46,553710.0,12,693.0,722754.0,36,1,0.248,Salaried,High School,Education,0,2024-08-19 08:41:56.038679568,Rejected_Review,Rejected
APP101323,2024-08-12 19:24:23.287762592,49,501913.0,4,709.0,531432.0,36,1,0.456,Self-Employed,High School,Vehicle,0,2024-08-19 19:24:23.287762592,Rejected_Review,Rejected
APP101324,2024-08-13 06:06:50.536845624,41,538094.0,14,809.0,580882.0,60,1,0.25,Self-Employed,High School,Home,0,2024-08-18 06:06:50.536845624,Rejected_Review,Rejected
APP101325,2024-08-13 16:49:17.785928648,31,330226.0,11,558.0,452842.0,60,1,0.362,Business,Bachelor,Vehicle,0,2024-08-19 16:49:17.785928648,Rejected_Review,Closed
APP101326,2024-08-14 03:31:45.035011672,60,687915.0,9,675.0,1111020.0,24,1,0.345,Salaried,Diploma,Vehicle,0,2024-08-16 03:31:45.035011672,Rejected_Review,Closed
APP101327,2024-08-14 14:14:12.284094704,31,658824.0,3,629.0,708211.0,48,0,0.262,Contract,High School,Business,0,2024-08-20 14:14:12.284094704,Rejected_Review,Rejected
APP101328,2024-08-15 00:56:39.533177728,56,710262.0,5,767.0,789436.0,60,0,0.365,Salaried,Diploma,Education,0,2024-08-18 00:56:39.533177728,Rejected_Review,Rejected
APP101329,2024-08-15 11:39:06.782260760,59,783806.0,6,681.0,519500.0,12,3,0.198,Salaried,Bachelor,Education,0,2024-08-19 11:39:06.782260760,Rejected_Review,Closed
APP101330,2024-08-15 22:21:34.031343784,60,453899.0,11,726.0,1365388.0,48,3,0.49,Self-Employed,Master,Business,0,2024-08-19 22:21:34.031343784,Rejected_Review,Rejected
APP101331,2024-08-16 09:04:01.280426816,55,735031.0,7,783.0,781706.0,36,0,0.374,Self-Employed,Bachelor,Personal,0,2024-08-19 09:04:01.280426816,Rejected_Review,Rejected
APP101332,2024-08-16 19:46:28.529509840,54,793467.0,6,620.0,239970.0,48,2,0.159,Salaried,Bachelor,Education,0,2024-08-21 19:46:28.529509840,Rejected_Review,Rejected
APP101333,2024-08-17 06:28:55.778592872,44,521754.0,12,656.0,881012.0,48,0,0.254,Business,Bachelor,Business,0,2024-08-20 06:28:55.778592872,Rejected_Review,Rejected
APP101334,2024-08-17 17:11:23.027675896,42,785268.0,3,776.0,613340.0,60,1,0.165,Salaried,Master,Business,0,2024-08-20 17:11:23.027675896,Rejected_Review,Rejected
APP101335,2024-08-18 03:53:50.276758928,25,674041.0,3,617.0,644908.0,36,1,0.301,Salaried,Diploma,Home,0,2024-08-19 03:53:50.276758928,Rejected_Review,Rejected
APP101336,2024-08-18 14:36:17.525841952,53,489281.0,7,658.0,1150470.0,48,3,0.383,Salaried,Bachelor,Business,0,2024-08-23 14:36:17.525841952,Rejected_Review,Rejected
APP101337,2024-08-19 01:18:44.774924984,56,738209.0,5,586.0,731697.0,36,2,0.348,Contract,Bachelor,Personal,0,2024-08-23 01:18:44.774924984,Standard_Review,Rejected
APP101338,2024-08-19 12:01:12.024008008,40,570294.0,13,779.0,1647891.0,36,2,0.498,Business,Bachelor,Business,0,2024-08-21 12:01:12.024008008,Standard_Review,Rejected
APP101339,2024-08-19 22:43:39.273091032,39,889493.0,3,652.0,737951.0,60,1,0.303,Salaried,Bachelor,Home,0,2024-08-23 22:43:39.273091032,Standard_Review,Rejected
APP101340,2024-08-20 09:26:06.522174064,55,583677.0,4,713.0,554336.0,48,0,0.289,Salaried,Doctorate,Personal,0,2024-08-23 09:26:06.522174064,Rejected_Review,Rejected
APP101341,2024-08-20 20:08:33.771257088,63,363790.0,1,734.0,282714.0,36,1,0.317,Salaried,Master,Home,0,2024-08-21 20:08:33.771257088,Rejected_Review,Rejected
APP101342,2024-08-21 06:51:01.020340120,37,732979.0,9,638.0,488894.0,48,1,0.362,Business,Bachelor,Education,0,2024-08-28 06:51:01.020340120,Rejected_Review,Rejected
APP101343,2024-08-21 17:33:28.269423144,65,720686.0,6,566.0,595831.0,12,0,0.289,Salaried,Bachelor,Business,0,2024-08-28 17:33:28.269423144,Standard_Review,Rejected
APP101344,2024-08-22 04:15:55.518506176,63,399599.0,3,676.0,1457131.0,36,0,0.624,Self-Employed,Master,Education,0,2024-08-27 04:15:55.518506176,Rejected_Review,Rejected
APP101345,2024-08-22 14:58:22.767589200,54,911156.0,6,675.0,556019.0,48,1,0.301,Salaried,Bachelor,Home,0,2024-08-28 14:58:22.767589200,Rejected_Review,Rejected
APP101346,2024-08-23 01:40:50.016672232,29,889956.0,21,686.0,1590950.0,36,2,0.325,Business,Doctorate,Vehicle,0,2024-08-26 01:40:50.016672232,Rejected_Review,Rejected
APP101347,2024-08-23 12:23:17.265755256,46,439431.0,4,686.0,394226.0,36,1,0.296,Salaried,Master,Personal,0,2024-08-27 12:23:17.265755256,Rejected_Review,Rejected
APP101348,2024-08-23 23:05:44.514838288,22,483060.0,5,658.0,475728.0,48,2,0.204,Salaried,High School,Vehicle,0,2024-08-26 23:05:44.514838288,Rejected_Review,Rejected
APP101349,2024-08-24 09:48:11.763921312,29,609762.0,3,655.0,1229753.0,36,1,0.339,Self-Employed,Bachelor,Personal,0,2024-08-29 09:48:11.763921312,Rejected_Review,Rejected
APP101350,2024-08-24 20:30:39.013004336,29,461965.0,2,709.0,519839.0,12,1,0.252,Self-Employed,Master,Personal,0,2024-08-30 20:30:39.013004336,Rejected_Review,Rejected
APP101351,2024-08-25 07:13:06.262087368,60,867097.0,10,636.0,1212809.0,36,3,0.407,Business,Master,Medical,1,2024-08-29 07:13:06.262087368,Approved_Review,Disbursed
APP101352,2024-08-25 17:55:33.511170392,37,695068.0,2,684.0,463094.0,60,2,0.22,Salaried,Master,Education,0,2024-08-26 17:55:33.511170392,Rejected_Review,Rejected
APP101353,2024-08-26 04:38:00.760253424,21,397372.0,11,653.0,486889.0,60,2,0.242,Self-Employed,Doctorate,Business,0,2024-08-31 04:38:00.760253424,Rejected_Review,Closed
APP101354,2024-08-26 15:20:28.009336448,45,448927.0,11,709.0,964881.0,36,0,0.461,Salaried,Bachelor,Education,0,2024-08-29 15:20:28.009336448,Rejected_Review,Rejected
APP101355,2024-08-27 02:02:55.258419480,63,1109257.0,8,762.0,466347.0,12,0,0.085,Self-Employed,High School,Personal,0,2024-09-02 02:02:55.258419480,Rejected_Review,Rejected
APP101356,2024-08-27 12:45:22.507502504,60,1297216.0,6,765.0,610256.0,48,0,0.075,Salaried,Bachelor,Personal,0,2024-09-04 12:45:22.507502504,Standard_Review,Rejected
APP101357,2024-08-27 23:27:49.756585536,62,828321.0,7,774.0,852753.0,48,1,0.256,Salaried,High School,Education,0,2024-09-02 23:27:49.756585536,Rejected_Review,Rejected
APP101358,2024-08-28 10:10:17.005668560,45,591049.0,1,668.0,616944.0,36,2,0.256,Salaried,Doctorate,Business,0,2024-09-01 10:10:17.005668560,Standard_Review,Rejected
APP101359,2024-08-28 20:52:44.254751592,59,533249.0,9,674.0,528367.0,36,4,0.342,Salaried,Master,Personal,0,2024-09-01 20:52:44.254751592,Rejected_Review,Closed
APP101360,2024-08-29 07:35:11.503834616,55,832420.0,11,608.0,382782.0,60,2,0.289,Salaried,Doctorate,Vehicle,0,2024-09-02 07:35:11.503834616,Standard_Review,Rejected
APP101361,2024-08-29 18:17:38.752917648,23,,7,668.0,1444827.0,36,2,0.401,Self-Employed,Bachelor,Personal,0,2024-08-31 18:17:38.752917648,Rejected_Review,Rejected
APP101362,2024-08-30 05:00:06.002000672,57,314958.0,8,670.0,1586263.0,36,1,0.74,Salaried,High School,Personal,0,2024-09-02 05:00:06.002000672,Rejected_Review,Rejected
APP101363,2024-08-30 15:42:33.251083696,64,1034127.0,5,650.0,825301.0,48,0,0.191,Salaried,Bachelor,Personal,0,2024-09-03 15:42:33.251083696,Rejected_Review,Rejected
APP101364,2024-08-31 02:25:00.500166728,64,1191042.0,16,650.0,623296.0,24,0,0.205,Salaried,High School,Vehicle,0,2024-09-04 02:25:00.500166728,Rejected_Review,Rejected
APP101365,2024-08-31 13:07:27.749249752,50,905725.0,8,580.0,640657.0,24,2,0.056,Salaried,Bachelor,Medical,0,2024-09-02 13:07:27.749249752,Rejected_Review,Rejected
APP101366,2024-08-31 23:49:54.998332784,58,397720.0,8,603.0,1061222.0,60,2,0.439,Salaried,Bachelor,Business,0,2024-09-04 23:49:54.998332784,Rejected_Review,Rejected
APP101367,2024-09-01 10:32:22.247415808,54,488042.0,12,693.0,1172591.0,36,1,0.433,Salaried,Master,Home,0,2024-09-05 10:32:22.247415808,Rejected_Review,Closed
APP101368,2024-09-01 21:14:49.496498840,32,281744.0,8,695.0,534325.0,36,2,0.323,Salaried,Diploma,Business,0,2024-09-02 21:14:49.496498840,Rejected_Review,Rejected
APP101369,2024-09-02 07:57:16.745581864,39,1333009.0,16,721.0,1197971.0,36,1,0.213,Business,Master,Education,0,2024-09-06 07:57:16.745581864,Rejected_Review,Closed
APP101370,2024-09-02 18:39:43.994664896,57,553599.0,7,673.0,952057.0,60,2,0.335,Self-Employed,Bachelor,Vehicle,0,2024-09-03 18:39:43.994664896,Standard_Review,Rejected
APP101371,2024-09-03 05:22:11.243747920,64,1857436.0,6,691.0,1187603.0,48,1,0.226,Salaried,Doctorate,Personal,1,2024-09-05 05:22:11.243747920,Approved_Review,Disbursed
APP101372,2024-09-03 16:04:38.492830952,37,1566855.0,5,771.0,314251.0,12,2,0.234,Business,Diploma,Medical,0,2024-09-05 16:04:38.492830952,Rejected_Review,Rejected
APP101373,2024-09-04 02:47:05.741913976,30,432867.0,5,687.0,567635.0,48,1,0.337,Contract,High School,Personal,0,2024-09-08 02:47:05.741913976,Rejected_Review,Rejected
APP101374,2024-09-04 13:29:32.990997008,32,472601.0,15,649.0,642027.0,36,1,0.375,Salaried,Master,Education,0,2024-09-07 13:29:32.990997008,Rejected_Review,Rejected
APP101375,2024-09-05 00:12:00.240080032,36,801719.0,12,613.0,553689.0,36,0,0.273,Salaried,Bachelor,Vehicle,0,2024-09-08 00:12:00.240080032,Rejected_Review,Rejected
APP101376,2024-09-05 10:54:27.489163056,44,295134.0,10,742.0,1825742.0,48,1,0.75,Contract,Bachelor,Medical,0,2024-09-13 10:54:27.489163056,Rejected_Review,Rejected
APP101377,2024-09-05 21:36:54.738246088,39,533658.0,12,579.0,570291.0,24,1,0.434,Business,Master,Personal,0,2024-09-07 21:36:54.738246088,Standard_Review,Closed
APP101378,2024-09-06 08:19:21.987329112,28,510199.0,20,636.0,884725.0,60,1,0.308,Business,Bachelor,Medical,0,2024-09-12 08:19:21.987329112,Standard_Review,Closed
APP101379,2024-09-06 19:01:49.236412144,51,1495173.0,2,717.0,755591.0,48,2,0.147,Self-Employed,Diploma,Vehicle,0,2024-09-11 19:01:49.236412144,Rejected_Review,Rejected
APP101380,2024-09-07 05:44:16.485495168,41,698846.0,8,566.0,605447.0,36,0,0.243,Salaried,High School,Personal,0,2024-09-12 05:44:16.485495168,Standard_Review,Rejected
APP101381,2024-09-07 16:26:43.734578200,37,571822.0,8,650.0,491155.0,48,1,0.249,Self-Employed,Bachelor,Personal,0,2024-09-13 16:26:43.734578200,Rejected_Review,Rejected
APP101382,2024-09-08 03:09:10.983661224,43,489216.0,9,698.0,1956680.0,24,0,0.64,Self-Employed,Bachelor,Home,0,2024-09-11 03:09:10.983661224,Rejected_Review,Rejected
APP101383,2024-09-08 13:51:38.232744256,57,971941.0,19,665.0,626497.0,48,0,0.161,Salaried,Diploma,Education,0,2024-09-12 13:51:38.232744256,Rejected_Review,Rejected
APP101384,2024-09-09 00:34:05.481827280,36,519804.0,8,626.0,1084498.0,12,1,0.537,Business,Master,Personal,0,2024-09-11 00:34:05.481827280,Rejected_Review,Rejected
APP101385,2024-09-09 11:16:32.730910312,26,,14,651.0,696631.0,36,1,0.257,Contract,Bachelor,Vehicle,0,2024-09-10 11:16:32.730910312,Standard_Review,Rejected
APP101386,2024-09-09 21:58:59.979993336,28,487537.0,8,743.0,556529.0,48,1,0.22,Self-Employed,Master,Education,0,2024-09-13 21:58:59.979993336,Standard_Review,Rejected
APP101387,2024-09-10 08:41:27.229076368,45,328350.0,9,809.0,738947.0,60,3,0.439,Salaried,Diploma,Education,0,2024-09-17 08:41:27.229076368,Rejected_Review,Rejected
APP101388,2024-09-10 19:23:54.478159392,38,415198.0,6,699.0,816590.0,36,1,0.463,Self-Employed,Master,Vehicle,0,2024-09-11 19:23:54.478159392,Standard_Review,Rejected
APP101389,2024-09-11 06:06:21.727242416,45,518575.0,3,561.0,553514.0,36,1,0.391,Salaried,Master,Education,0,2024-09-12 06:06:21.727242416,Rejected_Review,Rejected
APP101390,2024-09-11 16:48:48.976325448,32,577384.0,19,727.0,477598.0,36,1,0.081,Contract,Master,Home,0,2024-09-16 16:48:48.976325448,Rejected_Review,Rejected
APP101391,2024-09-12 03:31:16.225408472,35,588885.0,9,664.0,888174.0,36,0,0.385,Self-Employed,Bachelor,Home,0,2024-09-16 03:31:16.225408472,Rejected_Review,Rejected
APP101392,2024-09-12 14:13:43.474491504,46,624504.0,9,619.0,741937.0,24,0,0.416,Salaried,Diploma,Personal,0,2024-09-19 14:13:43.474491504,Standard_Review,Rejected
APP101393,2024-09-13 00:56:10.723574528,61,521684.0,9,638.0,505249.0,48,0,0.225,Self-Employed,High School,Home,0,2024-09-16 00:56:10.723574528,Rejected_Review,Closed
APP101394,2024-09-13 11:38:37.972657560,65,1192824.0,13,641.0,437844.0,36,0,0.178,Business,Bachelor,Vehicle,0,2024-09-20 11:38:37.972657560,Standard_Review,Rejected
APP101395,2024-09-13 22:21:05.221740584,46,995819.0,4,598.0,833572.0,60,2,0.184,Salaried,High School,Vehicle,0,2024-09-18 22:21:05.221740584,Rejected_Review,Rejected
APP101396,2024-09-14 09:03:32.470823616,52,611658.0,3,686.0,268282.0,36,3,0.163,Salaried,Master,Personal,0,2024-09-20 09:03:32.470823616,Rejected_Review,Rejected
APP101397,2024-09-14 19:45:59.719906640,30,728792.0,3,809.0,614482.0,60,0,0.177,Salaried,Doctorate,Education,0,2024-09-16 19:45:59.719906640,Rejected_Review,Rejected
APP101398,2024-09-15 06:28:26.968989672,36,549788.0,4,619.0,748914.0,36,2,0.379,Business,High School,Education,0,2024-09-19 06:28:26.968989672,Rejected_Review,Rejected
APP101399,2024-09-15 17:10:54.218072696,27,180802.0,1,807.0,1668894.0,60,3,0.75,Salaried,Bachelor,Home,0,2024-09-19 17:10:54.218072696,Rejected_Review,Rejected
APP101400,2024-09-16 03:53:21.467155720,37,656022.0,9,704.0,703678.0,24,2,0.068,Self-Employed,Master,Personal,0,2024-09-21 03:53:21.467155720,Rejected_Review,Rejected
APP101401,2024-09-16 14:35:48.716238752,43,745831.0,5,684.0,602137.0,48,0,0.205,Salaried,Bachelor,Personal,0,2024-09-19 14:35:48.716238752,Rejected_Review,Rejected
APP101402,2024-09-17 01:18:15.965321776,46,314591.0,6,669.0,807030.0,36,1,0.409,Salaried,Bachelor,Education,0,2024-09-20 01:18:15.965321776,Rejected_Review,Rejected
APP101403,2024-09-17 12:00:43.214404808,41,813794.0,12,638.0,489219.0,36,3,0.282,Salaried,Master,Personal,1,2024-09-24 12:00:43.214404808,Approved_Review,Disbursed
APP101404,2024-09-17 22:43:10.463487832,42,572901.0,5,709.0,627418.0,24,1,0.277,Salaried,Diploma,Home,0,2024-09-23 22:43:10.463487832,Rejected_Review,Rejected
APP101405,2024-09-18 09:25:37.712570864,27,756757.0,5,724.0,710331.0,12,2,0.256,Contract,Doctorate,Vehicle,0,2024-09-20 09:25:37.712570864,Rejected_Review,Rejected
APP101406,2024-09-18 20:08:04.961653888,34,580734.0,8,532.0,958948.0,48,1,0.393,Contract,Master,Business,0,2024-09-23 20:08:04.961653888,Standard_Review,Rejected
APP101407,2024-09-19 06:50:32.210736920,35,1141276.0,6,850.0,499986.0,48,2,0.277,Salaried,Diploma,Vehicle,0,2024-09-25 06:50:32.210736920,Rejected_Review,Rejected
APP101408,2024-09-19 17:32:59.459819944,27,719657.0,25,572.0,698000.0,48,0,0.285,Salaried,High School,Business,0,2024-09-22 17:32:59.459819944,Standard_Review,Rejected
APP101409,2024-09-20 04:15:26.708902976,29,1020512.0,2,656.0,285880.0,36,2,0.138,Contract,Master,Education,0,2024-09-25 04:15:26.708902976,Rejected_Review,Rejected
APP101410,2024-09-20 14:57:53.957986000,28,1059020.0,9,524.0,906346.0,36,1,0.147,Salaried,Master,Personal,0,2024-09-25 14:57:53.957986000,Rejected_Review,Rejected
APP101411,2024-09-21 01:40:21.207069032,43,392750.0,5,673.0,623819.0,60,0,0.442,Salaried,High School,Vehicle,0,2024-09-22 01:40:21.207069032,Rejected_Review,Rejected
APP101412,2024-09-21 12:22:48.456152056,49,466107.0,7,660.0,1795859.0,48,0,0.75,Salaried,High School,Home,0,2024-09-23 12:22:48.456152056,Rejected_Review,Rejected
APP101413,2024-09-21 23:05:15.705235080,38,796476.0,7,657.0,834429.0,36,1,0.284,Business,High School,Personal,0,2024-09-24 23:05:15.705235080,Rejected_Review,Rejected
APP101414,2024-09-22 09:47:42.954318112,51,551411.0,12,710.0,453767.0,48,1,0.271,Salaried,Doctorate,Personal,0,2024-09-26 09:47:42.954318112,Standard_Review,Rejected
APP101415,2024-09-22 20:30:10.203401136,50,583824.0,9,674.0,405142.0,60,1,0.339,Self-Employed,Bachelor,Vehicle,0,2024-09-25 20:30:10.203401136,Rejected_Review,Rejected
APP101416,2024-09-23 07:12:37.452484168,59,1159711.0,7,725.0,974506.0,60,1,0.131,Salaried,Bachelor,Business,0,2024-09-28 07:12:37.452484168,Rejected_Review,Rejected
APP101417,2024-09-23 17:55:04.701567192,55,565272.0,15,610.0,1718653.0,12,4,0.582,Salaried,Doctorate,Personal,0,2024-09-26 17:55:04.701567192,Rejected_Review,Rejected
APP101418,2024-09-24 04:37:31.950650224,38,420294.0,8,695.0,1474630.0,60,2,0.597,Salaried,Bachelor,Personal,0,2024-09-25 04:37:31.950650224,Rejected_Review,Rejected
APP101419,2024-09-24 15:19:59.199733248,62,446644.0,2,649.0,381738.0,36,0,0.199,Contract,Bachelor,Home,0,2024-09-25 15:19:59.199733248,Rejected_Review,Closed
APP101420,2024-09-25 02:02:26.448816280,59,1735469.0,11,666.0,774895.0,48,1,0.167,,Doctorate,Business,0,2024-09-28 02:02:26.448816280,Standard_Review,Closed
APP101421,2024-09-25 12:44:53.697899304,37,599906.0,9,708.0,1229780.0,36,1,0.304,Self-Employed,High School,Personal,0,2024-09-29 12:44:53.697899304,Rejected_Review,Closed
APP101422,2024-09-25 23:27:20.946982336,34,351799.0,13,657.0,357988.0,48,3,0.351,Salaried,Doctorate,Home,0,2024-09-29 23:27:20.946982336,Standard_Review,Rejected
APP101423,2024-09-26 10:09:48.196065360,51,293159.0,11,683.0,1175870.0,48,0,0.559,Salaried,Diploma,Vehicle,0,2024-09-28 10:09:48.196065360,Rejected_Review,Rejected
APP101424,2024-09-26 20:52:15.445148392,44,490726.0,4,615.0,492595.0,36,0,0.299,Self-Employed,Bachelor,Vehicle,0,2024-10-02 20:52:15.445148392,Rejected_Review,Rejected
APP101425,2024-09-27 07:34:42.694231416,55,594986.0,0,761.0,628505.0,36,2,0.163,Salaried,Bachelor,Personal,0,2024-09-30 07:34:42.694231416,Rejected_Review,Rejected
APP101426,2024-09-27 18:17:09.943314440,64,996352.0,13,737.0,803837.0,48,4,0.344,Contract,Doctorate,Personal,0,2024-10-03 18:17:09.943314440,Standard_Review,Rejected
APP101427,2024-09-28 04:59:37.192397472,65,953870.0,8,696.0,1194208.0,36,4,0.286,Salaried,Bachelor,Education,0,2024-10-04 04:59:37.192397472,Standard_Review,Rejected
APP101428,2024-09-28 15:42:04.441480496,54,648146.0,5,674.0,1505731.0,12,2,0.504,Self-Employed,High School,Education,0,2024-10-04 15:42:04.441480496,Rejected_Review,Rejected
APP101429,2024-09-29 02:24:31.690563528,23,529851.0,5,683.0,595626.0,12,0,0.27,Salaried,Diploma,Personal,0,2024-10-04 02:24:31.690563528,Rejected_Review,Rejected
APP101430,2024-09-29 13:06:58.939646552,57,757326.0,8,760.0,550739.0,48,0,0.195,Self-Employed,Bachelor,Personal,0,2024-10-01 13:06:58.939646552,Rejected_Review,Rejected
APP101431,2024-09-29 23:49:26.188729584,63,295904.0,6,733.0,532704.0,60,2,0.272,Self-Employed,Bachelor,Home,0,2024-10-03 23:49:26.188729584,Rejected_Review,Rejected
APP101432,2024-09-30 10:31:53.437812608,60,1585189.0,3,761.0,1033672.0,48,0,0.302,Salaried,Bachelor,Vehicle,0,2024-10-07 10:31:53.437812608,Rejected_Review,Rejected
APP101433,2024-09-30 21:14:20.686895640,46,872463.0,3,668.0,1151543.0,36,1,0.283,Salaried,Master,Personal,0,2024-10-04 21:14:20.686895640,Standard_Review,Rejected
APP101434,2024-10-01 07:56:47.935978664,43,960177.0,7,721.0,1094757.0,36,2,0.308,Salaried,Master,Home,0,2024-10-02 07:56:47.935978664,Rejected_Review,Rejected
