Customer_ID,Age,Gender,Contract_Type,Education_Level,Satisfaction_Level,Is_Member,Payment_Method,City,Product_Category,Customer_Segment,Referral_Source,Monthly_Charges,Tenure_Months,Support_Calls,Churn
CUST01758,31,Female,Monthly,High School,High,No,Bank Transfer,Kochi,Electronics,Basic,Website,4529.07,1,1,No
CUST01759,64,Female,Monthly,Bachelor,Medium,No,Bank Transfer,Chennai,Grocery,Basic,Google,533.16,14,5,Yes
CUST01760,46,Female,Quarterly,High School,Low,Yes,Credit Card,Ahmedabad,Books,Basic,Google,9410.73,3,1,No
CUST01761,29,Female,Monthly,Bachelor,Low,Yes,UPI,Bangalore,Home Appliances,Premium,Friend,634.13,30,2,Yes
CUST01762,53,Male,Yearly,Master,Medium,Yes,Cash,Bangalore,Home Appliances,Basic,Google,6791.72,31,9,No
CUST01763,52,Male,Monthly,High School,Low,No,Cash,Delhi,Electronics,Basic,Facebook,3567.46,1,4,Yes
CUST01764,29,Female,Monthly,Bachelor,Medium,No,Credit Card,Delhi,Sports,Basic,Facebook,4968.71,46,5,Yes
CUST01765,24,Male,Monthly,Bachelor,High,Yes,UPI,Delhi,Electronics,Standard,Google,5699.21,14,0,No
CUST01766,46,Female,Yearly,Master,Medium,No,Bank Transfer,Delhi,Sports,Basic,Friend,4380.37,36,4,Yes
CUST01767,28,Male,Quarterly,Bachelor,Medium,Yes,Cash,Bangalore,Grocery,Standard,Google,7856.5,46,2,No
CUST01768,50,Female,Quarterly,Bachelor,Medium,Yes,UPI,Hyderabad,Grocery,Standard,Website,9341.71,55,3,No
CUST01769,23,Male,Yearly,Master,High,No,Cash,Delhi,Electronics,Standard,Website,1320.91,36,2,No
CUST01770,64,Male,Yearly,Bachelor,Low,No,UPI,Pune,Clothing,Basic,Website,8102.4,43,3,No
CUST01771,32,Female,Quarterly,Bachelor,High,No,Bank Transfer,Chennai,Electronics,Standard,Website,1722.38,43,2,Yes
CUST01772,49,Female,Monthly,High School,Medium,Yes,UPI,Kochi,Electronics,Basic,Google,1262.63,15,3,Yes
CUST01773,28,Female,Yearly,Master,Medium,Yes,UPI,Kolkata,Home Appliances,Basic,Advertisement,9580.4,38,2,No
CUST01774,40,Male,Monthly,Master,Low,No,Bank Transfer,Salem,Electronics,Basic,Advertisement,5148.33,44,1,Yes
CUST01775,43,Female,Quarterly,PhD,Low,No,Credit Card,Coimbatore,Electronics,Standard,Email,1949.73,55,6,No
CUST01776,51,Female,Quarterly,Master,High,Yes,Bank Transfer,Hyderabad,Electronics,Basic,Website,5914.59,55,2,No
CUST01777,63,Female,Quarterly,Master,Medium,Yes,UPI,Hyderabad,Clothing,Basic,Email,3000.75,58,5,No
CUST01778,51,Male,Monthly,Bachelor,Medium,No,Bank Transfer,Bangalore,Home Appliances,Standard,Email,4910.94,57,3,Yes
CUST01779,46,Female,Quarterly,Master,Medium,No,Credit Card,Hyderabad,Books,Basic,Friend,6434.27,56,3,No
CUST01780,21,Female,Yearly,Bachelor,High,No,UPI,Hyderabad,Books,Standard,Friend,8758.06,2,4,No
CUST01781,34,Other,Monthly,Bachelor,High,No,Bank Transfer,Coimbatore,Books,Standard,Google,529.27,34,3,No
CUST01782,52,Male,Monthly,Bachelor,Medium,Yes,Cash,Chennai,Books,Basic,Advertisement,2534.34,49,4,No
CUST01783,30,Female,Quarterly,Bachelor,Medium,Yes,Credit Card,Chennai,Home Appliances,Basic,Google,1414.57,64,1,No
CUST01784,58,Female,Yearly,Master,High,No,Credit Card,Bangalore,Electronics,Basic,Facebook,1422.43,8,3,No
CUST01785,56,Male,Monthly,Bachelor,High,Yes,UPI,Chennai,Books,Standard,Website,9484.89,69,4,Yes
CUST01786,32,Male,Monthly,Bachelor,Medium,No,UPI,Coimbatore,Electronics,Premium,Facebook,9392.79,58,5,Yes
CUST01787,46,Male,Monthly,Bachelor,Low,No,Cash,Chennai,Books,Basic,Facebook,7618.43,43,3,Yes
CUST01788,46,Male,Monthly,Master,High,Yes,UPI,Tiruppur,Clothing,Standard,Email,6609.1,62,2,No
CUST01789,28,Male,Yearly,Master,Low,No,Bank Transfer,Trichy,Electronics,Standard,Friend,8555.72,52,3,No
CUST01790,49,Female,Quarterly,Bachelor,Low,No,UPI,Hyderabad,Home Appliances,Standard,Advertisement,1054.88,33,2,Yes
CUST01791,19,Female,Quarterly,Bachelor,High,Yes,Credit Card,Thanjavur,Sports,Standard,Email,1635.12,20,5,Yes
CUST01792,64,Female,Monthly,Bachelor,Medium,No,Credit Card,Chennai,Clothing,Basic,Email,3512.57,59,6,Yes
CUST01793,31,Female,Quarterly,High School,High,Yes,UPI,Delhi,Sports,Basic,Website,8408.68,60,6,No
CUST01794,37,Male,Monthly,Bachelor,Medium,No,UPI,Coimbatore,Clothing,Premium,Google,4986.21,63,4,No
CUST01795,39,Male,Monthly,Master,High,Yes,UPI,Erode,Home Appliances,Standard,Website,5283.96,56,2,No
CUST01796,28,Female,Monthly,Bachelor,Medium,No,Cash,Coimbatore,Clothing,Basic,Google,2678.02,37,1,Yes
CUST01797,44,Male,Monthly,Bachelor,High,Yes,UPI,Coimbatore,Electronics,Basic,Google,6659.68,60,4,No
CUST01798,20,Male,Monthly,High School,Medium,Yes,Bank Transfer,Chennai,Grocery,Basic,Advertisement,8934.5,51,1,No
CUST01799,34,Male,Monthly,Bachelor,Low,Yes,Bank Transfer,Mysore,Grocery,Premium,Facebook,3630.39,29,2,No
CUST01800,61,Male,Monthly,High School,Medium,Yes,Credit Card,Coimbatore,Books,Standard,Google,6382.27,9,4,No
CUST01801,45,Female,Monthly,Bachelor,High,Yes,Bank Transfer,Bangalore,Books,Standard,Advertisement,3653.52,40,2,No
CUST01802,46,Male,Quarterly,Bachelor,Low,Yes,UPI,Bangalore,Electronics,Basic,Facebook,8030.83,68,1,No
CUST01803,38,Male,Monthly,Master,Medium,No,UPI,Trichy,Home Appliances,Basic,Email,5012.12,43,5,No
CUST01804,64,Male,Yearly,Bachelor,Medium,No,UPI,Hyderabad,Electronics,Basic,Email,3724.96,23,4,No
CUST01805,33,Female,Monthly,Bachelor,Low,No,Bank Transfer,Delhi,Books,Standard,Facebook,4490.46,8,4,Yes
CUST01806,54,Male,Quarterly,Bachelor,Medium,No,Bank Transfer,Bangalore,Clothing,Basic,Website,1366.66,64,2,No
CUST01807,37,Female,Yearly,Master,High,No,UPI,Mumbai,Sports,Basic,Website,8728.11,23,2,No
CUST01808,23,Male,Yearly,High School,Medium,Yes,Credit Card,Coimbatore,Electronics,Basic,Website,9601.66,56,1,No
CUST01809,36,Male,Yearly,Bachelor,Medium,No,UPI,Bangalore,Electronics,Standard,Friend,5035.43,14,1,No
CUST01810,22,Female,Monthly,Master,High,No,Credit Card,Vellore,Home Appliances,Basic,Facebook,2602.7,17,3,No
CUST01811,20,Male,Monthly,Bachelor,Medium,Yes,UPI,Kochi,Books,Standard,Friend,6814.23,20,1,Yes
CUST01812,18,Male,Monthly,Bachelor,Medium,No,Bank Transfer,Nagpur,Electronics,Premium,Website,4797.62,12,4,Yes
CUST01813,55,Male,Monthly,Master,Low,Yes,UPI,Trichy,Clothing,Basic,Advertisement,2896.85,72,5,Yes
CUST01814,32,Female,Monthly,Bachelor,Medium,No,Credit Card,Hyderabad,Sports,Basic,Website,865.11,41,0,No
CUST01815,51,Male,Yearly,Master,Medium,No,UPI,Pune,Clothing,Premium,Google,8952.19,32,3,No
CUST01816,52,Female,Quarterly,Bachelor,Medium,No,UPI,Salem,Grocery,Standard,Advertisement,8068.98,37,4,No
CUST01817,42,Male,Quarterly,Bachelor,High,Yes,Credit Card,Chennai,Books,Standard,Advertisement,8375.56,18,2,No
CUST01818,41,Male,Yearly,Master,Medium,Yes,UPI,Coimbatore,Clothing,Basic,Facebook,4678.48,29,5,No
CUST01819,29,Male,Quarterly,Master,Low,No,Bank Transfer,Bangalore,Home Appliances,Premium,Friend,7655.93,7,5,No
CUST01820,35,Female,Quarterly,PhD,High,Yes,Cash,Coimbatore,Sports,Basic,Google,6021.64,40,1,No
CUST01821,32,Male,Quarterly,Bachelor,Medium,Yes,UPI,Chennai,Books,Premium,Advertisement,4060.37,6,3,Yes
CUST01822,61,Male,Monthly,Bachelor,High,Yes,UPI,Jaipur,Clothing,Premium,Friend,8506.05,20,3,No
CUST01823,33,Male,Monthly,Bachelor,Medium,No,Credit Card,Tiruppur,Electronics,Standard,Friend,9988.2,55,2,No
CUST01824,44,Male,Yearly,High School,Low,Yes,Bank Transfer,Delhi,Books,Standard,Google,9043.18,56,6,No
CUST01825,25,Male,Yearly,Bachelor,Medium,Yes,UPI,Bangalore,Clothing,Standard,Google,7873.82,53,0,No
CUST01826,63,Female,Yearly,Bachelor,Medium,Yes,Bank Transfer,Chennai,Electronics,Basic,Website,7601.33,72,2,No
CUST01827,42,Male,Monthly,Bachelor,Medium,Yes,Bank Transfer,Delhi,Grocery,Standard,Website,6677.36,33,6,No
CUST01828,34,Male,Yearly,Bachelor,Medium,Yes,UPI,Mumbai,Sports,Premium,Advertisement,8609.37,22,0,No
CUST01829,46,Female,Monthly,Bachelor,Medium,No,Bank Transfer,Salem,Books,Basic,Advertisement,5184.27,50,2,No
CUST01830,25,Male,Monthly,PhD,Medium,No,Bank Transfer,Kolkata,Books,Premium,Advertisement,2226.43,27,3,Yes
CUST01831,32,Male,Monthly,Master,Medium,No,UPI,Bangalore,Clothing,Standard,Website,7796.47,48,5,Yes
CUST01832,44,Male,Monthly,High School,Medium,Yes,UPI,Chennai,Grocery,Standard,Advertisement,9235.31,66,0,No
CUST01833,63,Female,Monthly,Master,Medium,No,Cash,Bangalore,Home Appliances,Basic,Advertisement,3742.85,13,0,No
CUST01834,24,Male,Monthly,Bachelor,Medium,No,Credit Card,Hyderabad,Clothing,Basic,Website,7938.34,2,4,No
CUST01835,20,Female,Monthly,Master,Low,Yes,UPI,Coimbatore,Clothing,Premium,Website,3100.37,46,1,No
CUST01836,46,Male,Monthly,Bachelor,Low,Yes,Credit Card,Vellore,Home Appliances,Basic,Advertisement,9454.7,71,6,No
CUST01837,61,Female,Quarterly,Bachelor,Medium,No,UPI,Gurgaon,Home Appliances,Standard,Advertisement,6992.88,11,4,No
CUST01838,41,Male,Quarterly,Master,Medium,Yes,Bank Transfer,Kolkata,Home Appliances,Standard,Friend,5908.12,26,2,No
CUST01839,20,Female,Monthly,Bachelor,Medium,No,Credit Card,Vellore,Sports,Basic,Facebook,7908.77,63,1,Yes
CUST01840,37,Female,Monthly,Master,High,Yes,Cash,Noida,Home Appliances,Standard,Website,8225.7,49,2,No
CUST01841,63,Female,Quarterly,Master,Medium,No,Credit Card,Visakhapatnam,Home Appliances,Basic,Facebook,8977.51,63,5,No
CUST01842,32,Male,Monthly,PhD,Medium,No,Cash,Kochi,Electronics,Standard,Website,9060.64,21,2,Yes
CUST01843,42,Male,Monthly,Bachelor,High,Yes,UPI,Chennai,Electronics,Basic,Email,1000.56,49,1,No
CUST01844,47,Male,Quarterly,Bachelor,High,Yes,Credit Card,Coimbatore,Home Appliances,Standard,Friend,1667.62,9,3,No
CUST01845,31,Male,Yearly,Bachelor,High,Yes,UPI,Coimbatore,Sports,Premium,Facebook,8347.58,21,4,No
CUST01846,24,Male,Monthly,PhD,Low,Yes,Bank Transfer,Hyderabad,Sports,Basic,Friend,9487.49,53,0,Yes
CUST01847,34,Female,Monthly,Bachelor,Medium,Yes,UPI,Trichy,Grocery,Standard,Google,3422.88,55,6,No
CUST01848,61,Male,Monthly,Bachelor,High,No,Cash,Hyderabad,Sports,Standard,Facebook,581.72,41,5,No
CUST01849,37,Male,Quarterly,Bachelor,High,Yes,UPI,Bangalore,Grocery,Basic,Facebook,3565.7,6,3,No
CUST01850,53,Female,Monthly,Bachelor,Medium,Yes,Credit Card,Coimbatore,Home Appliances,Standard,Email,4137.21,1,5,No
CUST01851,26,Female,Monthly,High School,Low,Yes,Bank Transfer,Coimbatore,Sports,Premium,Facebook,7729.82,64,2,No
CUST01852,55,Male,Monthly,Bachelor,High,Yes,UPI,Bangalore,Electronics,Premium,Google,952.05,5,5,No
CUST01853,65,Female,Yearly,Master,Medium,Yes,UPI,Coimbatore,Grocery,Basic,Google,2520.08,26,0,No
CUST01854,39,Male,Quarterly,High School,Medium,No,Credit Card,Coimbatore,Electronics,Standard,Friend,8992.7,1,3,Yes
CUST01855,19,Female,Quarterly,Master,Medium,No,UPI,Bangalore,Clothing,Standard,Google,1970.79,1,3,Yes
CUST01856,41,Female,Yearly,Master,Medium,Yes,Cash,Mumbai,Electronics,Premium,Website,7712.85,38,3,No
CUST01857,25,Female,Monthly,Bachelor,Medium,Yes,UPI,Chennai,Home Appliances,Basic,Advertisement,3932.45,41,3,No
CUST01858,28,Female,Yearly,Bachelor,Medium,Yes,Cash,Kochi,Sports,Standard,Facebook,6795.27,28,4,No
CUST01859,30,Male,Quarterly,Bachelor,High,Yes,Cash,Hyderabad,Sports,Premium,Friend,1201.54,5,2,No
CUST01860,34,Male,Monthly,Bachelor,Medium,Yes,UPI,Coimbatore,Books,Premium,Friend,3222.3,21,7,No
CUST01861,25,Female,Yearly,Master,Medium,No,UPI,Pune,Home Appliances,Standard,Friend,4535.5,63,2,No
CUST01862,38,Male,Yearly,Bachelor,High,Yes,Bank Transfer,Bangalore,Clothing,Basic,Friend,8643.52,12,2,No
CUST01863,35,Female,Yearly,Bachelor,Medium,Yes,Bank Transfer,Coimbatore,Sports,Standard,Facebook,5853.21,6,3,No
CUST01864,47,Male,Monthly,High School,Medium,No,UPI,Jaipur,Electronics,Basic,Friend,929.64,29,8,No
CUST01865,35,Male,Yearly,Master,Medium,No,UPI,Delhi,Grocery,Standard,Facebook,8117.73,61,1,No
CUST01866,63,Male,Yearly,Bachelor,Low,Yes,Credit Card,Hyderabad,Home Appliances,Standard,Friend,1017.95,35,1,Yes
CUST01867,64,Male,Monthly,Bachelor,Low,No,Credit Card,Vellore,Sports,Basic,Friend,9376.48,52,5,No
CUST01868,48,Female,Monthly,High School,Medium,No,Cash,Ahmedabad,Grocery,Basic,Advertisement,2511.32,33,3,Yes
CUST01869,55,Female,Monthly,PhD,High,Yes,UPI,Chennai,Electronics,Basic,Website,5135.3,25,1,No
CUST01870,49,Female,Yearly,Bachelor,High,Yes,Credit Card,Trichy,Sports,Basic,Google,1186.67,14,3,No
CUST01871,28,Female,Quarterly,Bachelor,Low,Yes,Cash,Erode,Clothing,Standard,Google,5836.27,53,4,No
CUST01872,62,Female,Monthly,Bachelor,Medium,No,Bank Transfer,Coimbatore,Home Appliances,Basic,Google,5223.67,61,3,No
CUST01873,42,Female,Monthly,Master,Low,Yes,Bank Transfer,Kochi,Grocery,Standard,Website,4397.36,13,4,No
CUST01874,50,Male,Monthly,Bachelor,Medium,No,UPI,Coimbatore,Sports,Standard,Facebook,837.94,15,5,Yes
CUST01875,55,Female,Quarterly,Master,Medium,No,UPI,Delhi,Home Appliances,Standard,Google,8849.9,55,2,No
CUST01876,58,Male,Monthly,Bachelor,High,Yes,Credit Card,Pune,Sports,Basic,Google,8125.05,53,4,No
CUST01877,25,Male,Yearly,Bachelor,Low,Yes,Cash,Bangalore,Home Appliances,Premium,Google,6513.79,72,7,Yes
CUST01878,28,Female,Quarterly,Master,Low,Yes,Bank Transfer,Thanjavur,Grocery,Premium,Facebook,5936.18,47,5,No
CUST01879,39,Male,Quarterly,Master,Medium,Yes,Bank Transfer,Trichy,Clothing,Basic,Website,7101.99,45,2,No
CUST01880,41,Male,Monthly,Master,Low,No,Cash,Kolkata,Home Appliances,Basic,Website,1867.91,64,2,No
CUST01881,58,Male,Monthly,Master,High,Yes,Credit Card,Bangalore,Clothing,Standard,Email,9360.12,15,4,No
CUST01882,34,Male,Monthly,Bachelor,High,Yes,UPI,Coimbatore,Clothing,Standard,Email,3204.4,21,5,Yes
CUST01883,29,Female,Monthly,Master,Low,Yes,UPI,Erode,Electronics,Basic,Facebook,6736.66,36,2,Yes
CUST01884,63,Male,Monthly,High School,Medium,Yes,Bank Transfer,Chennai,Sports,Premium,Advertisement,6264.18,70,3,No
CUST01885,49,Male,Yearly,Master,High,Yes,Credit Card,Hyderabad,Grocery,Standard,Friend,6547.83,25,3,No
CUST01886,32,Male,Monthly,Bachelor,High,Yes,UPI,Erode,Electronics,Standard,Facebook,8850.05,44,4,No
CUST01887,33,Male,Monthly,Bachelor,High,Yes,Credit Card,Chennai,Books,Basic,Friend,3311.16,1,1,Yes
CUST01888,39,Female,Monthly,Bachelor,Low,Yes,UPI,Bangalore,Sports,Basic,Website,7615.01,42,3,No
CUST01889,45,Male,Monthly,Bachelor,Medium,Yes,Cash,Hyderabad,Electronics,Basic,Friend,6184.72,59,2,No
CUST01890,37,Female,Yearly,High School,Low,No,UPI,Chennai,Home Appliances,Basic,Email,1222.57,33,3,No
CUST01891,50,Female,Monthly,Bachelor,Medium,Yes,Cash,Hyderabad,Home Appliances,Premium,Google,4434.47,32,6,No
CUST01892,27,Female,Monthly,High School,High,Yes,UPI,Coimbatore,Home Appliances,Standard,Friend,8460.54,66,4,No
CUST01893,57,Female,Quarterly,Bachelor,Low,Yes,Credit Card,Chennai,Books,Standard,Email,3495.8,25,5,No
CUST01894,49,Female,Monthly,High School,Medium,Yes,UPI,Erode,Clothing,Premium,Friend,5081.51,40,4,No
CUST01895,50,Male,Monthly,High School,Medium,No,Bank Transfer,Hyderabad,Home Appliances,Basic,Website,5142.07,58,4,No
CUST01896,19,Male,Monthly,High School,High,Yes,Credit Card,Pune,Sports,Basic,Advertisement,6371.09,64,5,No
CUST01897,50,Male,Monthly,Bachelor,Low,No,Credit Card,Chennai,Sports,Premium,Friend,8898.17,19,6,No
CUST01898,50,Female,Monthly,Master,Medium,Yes,UPI,Pune,Electronics,Standard,Website,2148.62,28,2,No
CUST01899,58,Male,Monthly,Master,Medium,Yes,UPI,Other_City,Clothing,Standard,Google,5293.86,42,4,No
CUST01900,30,Male,Yearly,High School,Low,No,UPI,Delhi,Electronics,Standard,Friend,4530.54,50,3,No
CUST01901,47,Male,Monthly,Bachelor,Medium,Yes,UPI,Pune,Electronics,Standard,Friend,3311.24,48,2,No
CUST01902,50,Male,Quarterly,Master,Medium,No,Bank Transfer,Coimbatore,Home Appliances,Standard,Google,9236.28,57,3,No
CUST01903,30,Male,Quarterly,Bachelor,High,Yes,Cash,Bangalore,Electronics,Premium,Email,577.63,9,1,No
CUST01904,43,Other,Monthly,Master,Medium,Yes,Credit Card,Vellore,Books,Premium,Email,1660.0,30,2,No
CUST01905,39,Male,Monthly,Bachelor,Medium,No,Cash,Tiruppur,Sports,Standard,Email,7466.77,18,4,Yes
CUST01906,56,Female,Monthly,Bachelor,High,Yes,Bank Transfer,Mumbai,Sports,Standard,Facebook,3002.7,45,5,No
CUST01907,19,Female,Quarterly,Bachelor,High,No,Bank Transfer,Mysore,Sports,Basic,Advertisement,7370.2,66,5,No
CUST01908,55,Male,Quarterly,High School,Medium,Yes,UPI,Coimbatore,Clothing,Basic,Google,8406.41,11,1,No
CUST01909,56,Male,Quarterly,Bachelor,Medium,No,UPI,Pune,Home Appliances,Standard,Email,2918.85,72,3,No
CUST01910,43,Male,Monthly,Bachelor,Medium,Yes,Bank Transfer,Chennai,Home Appliances,Basic,Google,2323.47,67,6,No
CUST01911,63,Male,Yearly,Bachelor,Medium,No,Cash,Pune,Electronics,Premium,Google,1880.36,15,1,No
CUST01912,32,Female,Monthly,Bachelor,High,No,UPI,Coimbatore,Electronics,Standard,Facebook,2400.84,40,5,No
CUST01913,51,Male,Monthly,Master,High,Yes,Credit Card,Jaipur,Grocery,Premium,Google,3038.26,13,7,No
CUST01914,59,Male,Monthly,Master,Medium,Yes,UPI,Trichy,Grocery,Basic,Facebook,8753.12,33,3,No
CUST01915,61,Female,Monthly,Bachelor,Low,No,Credit Card,Chennai,Home Appliances,Premium,Advertisement,7815.04,2,4,Yes
CUST01916,57,Female,Monthly,Bachelor,Low,Yes,Credit Card,Pune,Home Appliances,Standard,Facebook,517.52,34,4,Yes
CUST01917,28,Female,Quarterly,Bachelor,Medium,Yes,UPI,Salem,Electronics,Standard,Advertisement,8804.13,16,1,Yes
CUST01918,20,Female,Yearly,Bachelor,Medium,No,UPI,Chennai,Books,Basic,Advertisement,1248.72,14,3,No
CUST01919,23,Female,Yearly,High School,Medium,No,UPI,Coimbatore,Books,Standard,Advertisement,6725.02,46,1,No
CUST01920,26,Male,Monthly,Bachelor,Medium,Yes,UPI,Bangalore,Sports,Standard,Website,1939.01,50,3,No
CUST01921,23,Female,Quarterly,Bachelor,Medium,Yes,Credit Card,Coimbatore,Electronics,Basic,Advertisement,1091.62,5,4,No
CUST01922,26,Male,Monthly,Bachelor,Medium,Yes,Credit Card,Delhi,Grocery,Basic,Facebook,7717.82,43,3,Yes
CUST01923,56,Female,Monthly,PhD,Medium,Yes,Credit Card,Hyderabad,Grocery,Premium,Website,4938.43,18,4,Yes
CUST01924,48,Female,Monthly,Master,Medium,Yes,UPI,Hyderabad,Books,Basic,Google,6191.09,48,2,No
CUST01925,49,Male,Monthly,High School,High,No,Credit Card,Mumbai,Home Appliances,Basic,Google,4540.85,64,1,No
CUST01926,58,Female,Monthly,High School,Medium,Yes,Credit Card,Nagpur,Electronics,Basic,Friend,1138.13,26,5,No
CUST01927,29,Female,Monthly,High School,Medium,No,UPI,Trichy,Sports,Premium,Advertisement,7526.37,70,1,No
CUST01928,25,Male,Quarterly,Master,Medium,No,Credit Card,Pune,Sports,Standard,Friend,8293.34,14,7,No
CUST01929,25,Female,Yearly,Master,Medium,No,Credit Card,Bangalore,Home Appliances,Basic,Advertisement,893.5,66,2,No
CUST01930,45,Male,Monthly,PhD,Medium,Yes,Bank Transfer,Coimbatore,Grocery,Standard,Advertisement,4069.31,61,3,No
CUST01931,37,Female,Yearly,Bachelor,Medium,Yes,UPI,Coimbatore,Books,Premium,Email,5794.51,21,2,No
CUST01932,64,Female,Quarterly,Master,Medium,Yes,Bank Transfer,Madurai,Home Appliances,Basic,Facebook,6249.24,55,4,No
CUST01933,24,Female,Monthly,Bachelor,Medium,Yes,UPI,Bangalore,Grocery,Basic,Facebook,5992.45,2,5,No
CUST01934,28,Female,Quarterly,Master,Medium,Yes,Bank Transfer,Bangalore,Grocery,Basic,Google,7082.94,3,5,No
CUST01935,37,Female,Monthly,Master,Medium,No,Credit Card,Thanjavur,Sports,Standard,Website,9684.75,13,3,Yes
CUST01936,33,Female,Yearly,Bachelor,High,Yes,UPI,Hyderabad,Grocery,Standard,Google,4210.57,21,2,No
CUST01937,21,Male,Quarterly,Bachelor,Medium,Yes,UPI,Mysore,Home Appliances,Standard,Advertisement,5787.92,33,5,Yes
CUST01938,23,Female,Yearly,Master,Low,Yes,Bank Transfer,Thanjavur,Clothing,Standard,Email,7141.25,20,1,No
CUST01939,39,Male,Quarterly,Bachelor,Medium,No,UPI,Coimbatore,Books,Basic,Website,6128.03,18,4,No
CUST01940,43,Female,Yearly,High School,Medium,No,Bank Transfer,Jaipur,Grocery,Basic,Friend,4174.13,38,1,Yes
CUST01941,20,Male,Quarterly,High School,Low,Yes,UPI,Coimbatore,Home Appliances,Basic,Advertisement,6428.75,25,2,No
CUST01942,58,Male,Monthly,Bachelor,Medium,Yes,Cash,Bhopal,Sports,Basic,Facebook,6676.06,38,3,No
CUST01943,59,Female,Monthly,Bachelor,High,No,Bank Transfer,Hyderabad,Electronics,Basic,Google,6057.2,15,6,No
CUST01944,31,Male,Monthly,High School,Medium,Yes,Bank Transfer,Salem,Sports,Standard,Google,2448.55,29,2,Yes
CUST01945,28,Male,Monthly,Bachelor,Medium,No,Cash,Kochi,Books,Basic,Friend,5306.82,64,1,No
CUST01946,35,Male,Monthly,Bachelor,Medium,Yes,UPI,Mumbai,Electronics,Standard,Google,8901.39,32,6,No
CUST01947,29,Male,Yearly,Bachelor,Medium,Yes,Credit Card,Delhi,Electronics,Standard,Google,8751.72,72,3,No
CUST01948,40,Male,Monthly,Bachelor,Low,Yes,UPI,Jaipur,Sports,Basic,Website,7632.49,43,1,No
CUST01949,29,Male,Yearly,High School,High,No,Credit Card,Kolkata,Home Appliances,Standard,Advertisement,7123.36,13,3,No
CUST01950,30,Male,Yearly,High School,Medium,Yes,Credit Card,Pune,Sports,Standard,Website,1956.15,25,5,No
CUST01951,42,Male,Quarterly,High School,High,Yes,UPI,Pune,Clothing,Premium,Website,4864.91,49,1,No
CUST01952,62,Female,Yearly,Master,Low,Yes,Bank Transfer,Chennai,Home Appliances,Premium,Google,1554.04,8,1,Yes
CUST01953,36,Male,Monthly,Bachelor,High,Yes,Credit Card,Erode,Home Appliances,Standard,Advertisement,8264.2,28,3,No
CUST01954,63,Female,Yearly,Master,High,No,UPI,Pune,Books,Standard,Google,3264.91,11,2,No
CUST01955,53,Female,Monthly,Bachelor,High,No,UPI,Erode,Home Appliances,Basic,Email,7785.23,55,5,No
CUST01956,62,Male,Monthly,PhD,High,Yes,Bank Transfer,Pune,Books,Standard,Email,8238.5,10,5,No
CUST01957,25,Female,Monthly,Bachelor,Low,No,Credit Card,Bangalore,Grocery,Premium,Google,8978.71,59,2,No
CUST01958,46,Female,Monthly,High School,Medium,Yes,UPI,Chennai,Books,Standard,Website,7661.39,65,1,No
CUST01959,49,Other,Quarterly,High School,Medium,Yes,Bank Transfer,Coimbatore,Home Appliances,Basic,Email,5864.93,5,2,No
CUST01960,61,Female,Monthly,Bachelor,Medium,No,UPI,Delhi,Grocery,Standard,Facebook,6182.76,20,5,No
CUST01961,35,Male,Monthly,Master,High,Yes,Cash,Chennai,Grocery,Premium,Email,3545.53,5,4,No
CUST01962,23,Female,Yearly,High School,Medium,Yes,Bank Transfer,Pune,Clothing,Basic,Facebook,2181.46,67,3,No
CUST01963,35,Female,Quarterly,Bachelor,Low,Yes,Credit Card,Coimbatore,Sports,Standard,Website,1741.04,30,6,No
CUST01964,36,Female,Monthly,Master,Medium,No,Bank Transfer,Bangalore,Home Appliances,Basic,Website,2229.22,34,5,No
CUST01965,39,Male,Quarterly,Bachelor,High,Yes,Bank Transfer,Chennai,Electronics,Basic,Google,9372.54,1,3,No
CUST01966,54,Female,Quarterly,High School,High,Yes,Credit Card,Bangalore,Sports,Basic,Advertisement,2062.12,27,5,No
CUST01967,49,Female,Yearly,High School,Medium,No,UPI,Coimbatore,Home Appliances,Basic,Email,7375.51,63,1,No
CUST01968,58,Male,Monthly,High School,Medium,No,UPI,Madurai,Electronics,Basic,Google,2253.97,34,2,No
CUST01969,20,Male,Monthly,PhD,Medium,No,Bank Transfer,Coimbatore,Sports,Standard,Google,9765.25,32,5,Yes
CUST01970,45,Male,Monthly,Master,Medium,Yes,Credit Card,Coimbatore,Clothing,Standard,Friend,3982.55,71,1,No
CUST01971,27,Female,Monthly,Master,Low,Yes,Cash,Jaipur,Home Appliances,Basic,Google,4415.3,46,1,No
CUST01972,52,Female,Yearly,Master,Medium,Yes,Credit Card,Chennai,Sports,Premium,Advertisement,4342.86,68,3,No
CUST01973,46,Female,Monthly,Bachelor,Medium,No,Bank Transfer,Erode,Clothing,Basic,Google,8256.36,57,7,Yes
CUST01974,32,Male,Yearly,Bachelor,Medium,No,UPI,Bhopal,Electronics,Standard,Website,2573.76,22,3,No
CUST01975,50,Female,Monthly,Bachelor,Low,No,UPI,Mumbai,Books,Basic,Advertisement,8394.73,29,3,Yes
CUST01976,24,Male,Yearly,Master,High,Yes,UPI,Mumbai,Home Appliances,Basic,Email,6742.06,45,4,No
CUST01977,29,Male,Monthly,Master,High,Yes,Bank Transfer,Bangalore,Grocery,Standard,Website,2592.66,45,4,No
CUST01978,47,Female,Yearly,Bachelor,Medium,Yes,UPI,Hyderabad,Grocery,Standard,Friend,1121.37,67,1,No
